geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.5483422076066, 7.565332792367784;"{""coordinates"": [[[7.564742749216103, 47.54720194681548], [7.565597711036894, 47.54938425396299], [7.565628282120821, 47.54962097223304], [7.565944761379948, 47.54932880705355], [7.565845044118705, 47.54929826510548], [7.565298166506596, 47.547864473003756], [7.565208141499332, 47.547628457569616], [7.565041420106844, 47.54719130778334], [7.564742749216103, 47.54720194681548]]], ""type"": ""Polygon""}";135;Tempo 30-Zone;23;Reiterstrasse;2017-04-24 00:00:00;2017
47.56277606866126, 7.566357273565876;"{""coordinates"": [[[7.568770349421544, 47.56160064323191], [7.568433316265989, 47.56125502143528], [7.568293402139139, 47.56132064223922], [7.567961797540266, 47.56160772984552], [7.567039105718569, 47.562122874383256], [7.566199428918374, 47.56285491198239], [7.565623106186663, 47.563329931650195], [7.563768143020198, 47.56383979175607], [7.563872137501463, 47.564045779978876], [7.564613988447148, 47.563855277409274], [7.565819885183195, 47.56353174302661], [7.567203628273403, 47.56234866923888], [7.567362544432402, 47.56218797428123], [7.567838268068872, 47.561943979740605], [7.568039094034562, 47.56182918629751], [7.568134177025978, 47.56175747286989], [7.568747638990792, 47.561577770562145], [7.568770349421544, 47.56160064323191]]], ""type"": ""Polygon""}";137;Tempo 30-Zone;18;Hegenheimerstrasse;;2017
47.54445220595467, 7.59022045165845;"{""coordinates"": [[[7.593820721984479, 47.54294523639502], [7.590557019365025, 47.54417426526396], [7.5903174979355, 47.5442709995619], [7.588751442079688, 47.54487143724309], [7.587638262616756, 47.545298217296896], [7.586797030262575, 47.5456207271475], [7.586671543830847, 47.545668841387254], [7.586711404559193, 47.54571591809734], [7.586731208385165, 47.54573932170125], [7.586787288180513, 47.54580557946879], [7.586878387877291, 47.54591191386793], [7.587829480243085, 47.545524040055206], [7.590750100012965, 47.54437968299172], [7.591368506714443, 47.54414480205224], [7.591486779402599, 47.544099030531044], [7.591598431050532, 47.54405581281876], [7.592628248050305, 47.54365372960086], [7.592756843603869, 47.54360946307544], [7.59287703930922, 47.54356808553545], [7.59397387229339, 47.54314690665411], [7.593820721984479, 47.54294523639502]]], ""type"": ""Polygon""}";144;Tempo 30-Zone;31;Güterstrasse;2018-03-29 00:00:00;2018
47.551662585001914, 7.604656707308703;"{""coordinates"": [[[7.605147858777567, 47.55244586276165], [7.604640553523947, 47.55133338510831], [7.604569065804916, 47.55115725434252], [7.604399893781359, 47.55079188106086], [7.604172467928029, 47.55084514175727], [7.604871776188424, 47.552486072457434], [7.605147858777567, 47.55244586276165]]], ""type"": ""Polygon""}";153;Tempo 30-Zone;69;Sevogelstrasse;;2018
47.54842090394546, 7.568706856372821;"{""coordinates"": [[[7.569717369520532, 47.54877933781146], [7.569700305089528, 47.54877076794949], [7.567922136802712, 47.54787787342963], [7.56789813036296, 47.547865812421264], [7.567704463273717, 47.548062954170305], [7.569488627403882, 47.54896760008868], [7.569717369520532, 47.54877933781146]]], ""type"": ""Polygon""}";159;Tempo 30-Strecke zeitlich beschränkt;80;Neubadstrasse;2019-03-18 00:00:00;2019
47.557769098731, 7.577616851059742;"{""coordinates"": [[[7.57550476071702, 47.55694995424989], [7.575441508747356, 47.55720029698433], [7.57569324923595, 47.55720851848757], [7.576663222608435, 47.5575394860039], [7.579459760632372, 47.55848140127074], [7.579626985442751, 47.55865307830014], [7.579863514327848, 47.558503163456756], [7.579649212430255, 47.55837567591503], [7.579145284629394, 47.55818892689056], [7.57550476071702, 47.55694995424989]]], ""type"": ""Polygon""}";164;Tempo 30-Zone;90;Birmannsgasse;2020-01-28 00:00:00;2020
47.546602420257244, 7.568600472559757;"{""coordinates"": [[[7.567884599613264, 47.54768120354027], [7.56830747223126, 47.547181562611335], [7.56833727498348, 47.54714633689445], [7.568850273989935, 47.54654018843319], [7.56892393138749, 47.546453163482695], [7.569131378715885, 47.54620804041294], [7.569173365974076, 47.54615842880111], [7.569281795305522, 47.5460321788612], [7.569488903721299, 47.545791039728094], [7.569545687795779, 47.54573053791061], [7.569609666271084, 47.545673418635246], [7.56964571684111, 47.54564622597159], [7.569387179269776, 47.54551357921582], [7.569347529839741, 47.54553572133683], [7.56928684185687, 47.54556960588765], [7.569155920897289, 47.54572142331658], [7.56906688253827, 47.54582466340907], [7.569041635960835, 47.54585393935969], [7.568759683025601, 47.54618088076238], [7.568730806708256, 47.546214369771405], [7.568712076801289, 47.546236083616364], [7.568670512390969, 47.546284984080344], [7.568579899525363, 47.54639156221684], [7.568455019824417, 47.54653845248648], [7.568425932375069, 47.54657267913833], [7.568369505741558, 47.54663905291528], [7.568302535341993, 47.546717822793646], [7.568229895574472, 47.54680327230036], [7.568180329752506, 47.54686156195936], [7.568055487581952, 47.54700840676066], [7.568026942677003, 47.54704198515329], [7.567994066341417, 47.54708066780385], [7.56796981249473, 47.547108971079375], [7.567958447236638, 47.54712224048222], [7.567925318369544, 47.5471609054045], [7.567914774346145, 47.547173211560256], [7.56760224005334, 47.54753805658155], [7.567568647060343, 47.54757727052785], [7.567574630386909, 47.547579611286025], [7.567884599613264, 47.54768120354027]]], ""type"": ""Polygon""}";167;Tempo 30-Strecke zeitlich beschränkt;79;Laupenring;2021-04-12 00:00:00;2021
47.54309178392916, 7.5918809630877;"{""coordinates"": [[[7.590557019365025, 47.54417426526396], [7.593820721984479, 47.54294523639502], [7.593898424617871, 47.54275314265533], [7.593143115455503, 47.542019282954286], [7.591716536675307, 47.54257064113485], [7.589810586594391, 47.54328694781248], [7.590557019365025, 47.54417426526396]]], ""type"": ""Polygon""}";6;Tempo 30-Zone;6K;Jura;1997-10-24 00:00:00;1997
47.5600447081846, 7.615955989241783;"{""coordinates"": [[[7.613246161644453, 47.55994036765854], [7.617492256163301, 47.56116983273907], [7.61755178001749, 47.56117301501499], [7.617611295654098, 47.56116978474602], [7.617669301821935, 47.5611602071965], [7.617724337797323, 47.56114454543301], [7.617775022976206, 47.56112317932018], [7.617820070344133, 47.56109665946124], [7.617858339414502, 47.56106564416009], [7.617888876150468, 47.561030917346116], [7.618574079856056, 47.559967260473954], [7.616103339116242, 47.55942504280536], [7.613892556801442, 47.55894620999476], [7.613246161644453, 47.55994036765854]]], ""type"": ""Polygon""}";17;Tempo 30-Zone;15F;Grenzacherhof;2000-12-21 00:00:00;2000
47.57230100552589, 7.57419812397212;"{""coordinates"": [[[7.575065785109575, 47.573676490069126], [7.576177374411692, 47.57252163775322], [7.574494796152321, 47.57113155819073], [7.573100425473064, 47.571133452333015], [7.572180570723016, 47.57247923503239], [7.575065785109575, 47.573676490069126]]], ""type"": ""Polygon""}";29;Tempo 30-Zone;11C;Beckenstrasse;1996-10-28 00:00:00;1996
47.55490554695109, 7.569905042517431;"{""coordinates"": [[[7.56514809486089, 47.55700515665311], [7.570047484799461, 47.557251628952265], [7.57026431212021, 47.55726126862275], [7.570756011341498, 47.557080460497545], [7.570972201719376, 47.55695111047186], [7.572097234723119, 47.55631005075094], [7.572328421228669, 47.556234922190875], [7.575497858835259, 47.555557031026666], [7.575837735983431, 47.55473988351173], [7.576170317859742, 47.5541584872619], [7.576390787409612, 47.553838346691144], [7.574277522177345, 47.55349371027375], [7.574041801880196, 47.55344102902912], [7.572633776738535, 47.553285102785665], [7.572375280804997, 47.553383440237006], [7.572127071891221, 47.55345726638402], [7.571950437359575, 47.55318784502371], [7.571054135636767, 47.55310490937552], [7.570168931746182, 47.55299036825624], [7.569117020015371, 47.5528932299624], [7.568816743357236, 47.552841041965195], [7.567294660868952, 47.55268082505405], [7.565716792208795, 47.552510054279836], [7.565497783397256, 47.554260384455525], [7.56514809486089, 47.55700515665311]]], ""type"": ""Polygon""}";35;Tempo 30-Zone;9B;Gotthelf;2003-07-02 00:00:00;2003
47.53760412181125, 7.599633354786584;"{""coordinates"": [[[7.596929969902407, 47.53818808817627], [7.596832151408354, 47.53823259645534], [7.59672954921959, 47.538271867761395], [7.596622786915449, 47.53830567639135], [7.596512501415864, 47.53833381461335], [7.596021998935428, 47.538444535460194], [7.595976702528862, 47.53846483269043], [7.595935627395447, 47.538488892601954], [7.595899436412007, 47.53851630958359], [7.595868725946604, 47.53854664213889], [7.595858355578118, 47.538561019225114], [7.595851600588936, 47.538576353766665], [7.595848658959391, 47.538592222788694], [7.595849595882382, 47.538608212488946], [7.59585439675636, 47.53862387319745], [7.595862927578753, 47.53863880037384], [7.595874948041682, 47.5386525716334], [7.595890151587757, 47.53866481864349], [7.596119453902013, 47.53882143255677], [7.596328091398101, 47.53903202774673], [7.6008989758456, 47.5376872838796], [7.603725034942463, 47.536859093055625], [7.603967763276697, 47.53674012043975], [7.603684619283085, 47.53658364323288], [7.603635280885069, 47.53657521401173], [7.603584669503346, 47.536571724169995], [7.603533834540428, 47.5365732441703], [7.603483864907999, 47.53657973649556], [7.603435822707029, 47.536591082724335], [7.603390703191979, 47.5366070206306], [7.60320722312281, 47.536687936494], [7.603029550697129, 47.5367745909036], [7.602982359267669, 47.53679491155527], [7.602930954293363, 47.53680980587669], [7.602876662724775, 47.53681889425121], [7.602820931460831, 47.53682193180217], [7.602765194619695, 47.53681883556206], [7.602710939941225, 47.5368096843789], [7.602659576002162, 47.536794728097114], [7.602612445384383, 47.5367743515634], [7.602570784857835, 47.536749083676014], [7.602535698845077, 47.536719606415176], [7.602109820894658, 47.53646958377419], [7.6004240227416, 47.5367968390694], [7.598478127867091, 47.53728223219038], [7.597469676706558, 47.53784102936065], [7.596929969902407, 47.53818808817627]]], ""type"": ""Polygon""}";65;Tempo 30-Zone;7E;Fürstenstein;1997-10-13 00:00:00;1997
47.529953747349566, 7.589969415904411;"{""coordinates"": [[[7.595782454082499, 47.52932983192484], [7.59560769345063, 47.52924172127942], [7.595133483794331, 47.52898416477569], [7.595117518389073, 47.52891481686441], [7.595415737965194, 47.528466163570116], [7.595453213386909, 47.528403570052554], [7.595480722692988, 47.52833865154888], [7.595497949362516, 47.528272136992314], [7.59550472294657, 47.52820475511689], [7.595500939472157, 47.52813726154592], [7.595486667618025, 47.52807042066119], [7.595462042376064, 47.52800496977095], [7.595427358080214, 47.52794164596631], [7.595383001931126, 47.52788115922957], [7.595329453968215, 47.527824183441076], [7.595267326904599, 47.52777135632604], [7.595197299705928, 47.52772327055072], [7.5951201839309, 47.527680455646454], [7.595036817554069, 47.52764339614068], [7.594948131307198, 47.52761251348082], [7.594855135322443, 47.52758813907147], [7.594758866124129, 47.52757055032163], [7.594392832241256, 47.527359190794236], [7.594208281589955, 47.52712087614467], [7.593653118128338, 47.525876942098556], [7.591486401368857, 47.52552393776216], [7.591712018563019, 47.52379737346425], [7.589453329516229, 47.52380106650763], [7.589636117541231, 47.52472420898737], [7.589652804615978, 47.52521168020122], [7.589899148644659, 47.52563662499717], [7.58994583873048, 47.52589587454133], [7.589886569011657, 47.52660126574617], [7.589796079920157, 47.52710962449849], [7.589475902177599, 47.52787989315743], [7.589373881769601, 47.52788016012392], [7.589272317585226, 47.52788682102073], [7.589172112392633, 47.52789982071947], [7.58907411569503, 47.5279190502005], [7.5889791635431, 47.527944337507726], [7.58888807858703, 47.527975465735445], [7.588801630266525, 47.5280121820736], [7.588720574521728, 47.52805415278703], [7.58864561410926, 47.52810101722875], [7.588577372044877, 47.52815238787405], [7.588516431364214, 47.52820782328703], [7.58846334840172, 47.52826682810315], [7.588418546735926, 47.52832891612188], [7.588382423242943, 47.52839354721308], [7.588355295081035, 47.52846016336003], [7.588337373131523, 47.528528188693215], [7.588328841746531, 47.52859705636921], [7.588404650721424, 47.529108491591636], [7.585877217729054, 47.52931916472533], [7.58587897413257, 47.52995187771853], [7.585698806035349, 47.531300476222846], [7.585039835192186, 47.53124946573141], [7.58447261717032, 47.53113609049986], [7.58388763283137, 47.530890543541084], [7.582832940181753, 47.53181497846806], [7.58278372856648, 47.53189992294938], [7.582743420005552, 47.53198698793109], [7.582712239179726, 47.532075759429226], [7.582690304438422, 47.53216578761415], [7.582677747462403, 47.53225664062544], [7.582674633462608, 47.532347859701204], [7.582680961324238, 47.53243901314065], [7.582696716555462, 47.532529633282145], [7.582721818336343, 47.53261927952524], [7.582756132749028, 47.532707520326696], [7.582799499288067, 47.53279391518049], [7.582851691067964, 47.532878032654544], [7.582912481270747, 47.53295946829672], [7.582981536832219, 47.533037817784766], [7.583058538010016, 47.5331126947668], [7.583143098702831, 47.53318373095993], [7.583558163543288, 47.533681076707914], [7.584189207491359, 47.5347071219108], [7.584201821731284, 47.534720920636154], [7.585424288093606, 47.53438987214468], [7.585684263026832, 47.534330841794215], [7.586062309135863, 47.534207625637926], [7.586204047637236, 47.534148752644796], [7.58643299288203, 47.5340304007808], [7.586701121508533, 47.53371342441496], [7.586858947216356, 47.53377192632561], [7.587039626693291, 47.533547570662066], [7.587370328907563, 47.5334084104968], [7.58760639203995, 47.53325868577704], [7.58780326040163, 47.533183722325305], [7.588197307482536, 47.53314053253912], [7.588938112830878, 47.53306486761998], [7.589042983622726, 47.5330546232363], [7.589146083596851, 47.53303805839705], [7.589246576429585, 47.53301530010139], [7.589343665844357, 47.53298654724982], [7.589436542340647, 47.532952016749945], [7.589524502867573, 47.53291199732415], [7.589606804592002, 47.53286679573553], [7.58968279785187, 47.532816790578366], [7.589751886138535, 47.532762369372264], [7.589813486409329, 47.53270398257666], [7.589867121920252, 47.53264209850022], [7.59016584566651, 47.532348215276876], [7.590323231827571, 47.53225196553271], [7.590740832116443, 47.53218205174995], [7.590993082776438, 47.532181722111595], [7.591974418488943, 47.532206462578884], [7.59329890173962, 47.53224740514236], [7.594055867442923, 47.53231043352105], [7.59460014061623, 47.532427102240256], [7.59545212624492, 47.53263407509335], [7.596011573833287, 47.53281009388673], [7.59609850489416, 47.532656856740054], [7.596103351914464, 47.53258921671704], [7.596099168465048, 47.53252155292633], [7.596085982810273, 47.53245443193895], [7.596063902786816, 47.532388384241195], [7.596033115961281, 47.53232395819711], [7.59599387621653, 47.53226167509819], [7.595946490523676, 47.532202047168745], [7.59589135872775, 47.532145559525055], [7.595494545721145, 47.53181200139642], [7.595413145089261, 47.531754730456484], [7.595339009205113, 47.53169311466544], [7.595272604064311, 47.53162756712578], [7.595214422319437, 47.53155853687897], [7.59516482389759, 47.531486500125695], [7.595124168719122, 47.53141193306532], [7.595092737125788, 47.53133534797803], [7.595070716549648, 47.53125727525454], [7.595051314965733, 47.531148422166375], [7.59504071620225, 47.53103900862731], [7.59503894776473, 47.530929376367766], [7.595046010520083, 47.530819840170516], [7.595061892082248, 47.53071072382798], [7.595086553559728, 47.53060236915384], [7.59511990281323, 47.53049507306232], [7.595145940307646, 47.530407735073936], [7.595162745465485, 47.53031935720814], [7.595170239999687, 47.53023039825896], [7.59516838543639, 47.53014130797091], [7.595157183113797, 47.53005252703902], [7.595136687513075, 47.52996450507847], [7.595195931154798, 47.52989806904617], [7.595600930517186, 47.52944831850219], [7.595782454082499, 47.52932983192484]]], ""type"": ""Polygon""}";70;Tempo 30-Zone;7G;Batterie;2004-10-25 00:00:00;2004
47.57026511299141, 7.570441957774852;"{""coordinates"": [[[7.569971876929739, 47.5693941381579], [7.569792879200349, 47.56935400278372], [7.569329934154272, 47.571075697859634], [7.569568396709406, 47.57103509388815], [7.569647647754191, 47.570934158768864], [7.570999893854143, 47.57110745200065], [7.571672425061964, 47.569755277954044], [7.569971876929739, 47.5693941381579]]], ""type"": ""Polygon""}";72;Tempo 30-Zone;11J;Wasenboden;1997-12-04 00:00:00;1997
47.57708495623626, 7.588727702394513;"{""coordinates"": [[[7.587486626747964, 47.57648939651635], [7.588443193115785, 47.579346061388165], [7.589743458888715, 47.58172397924477], [7.589796088508671, 47.5818385531194], [7.591588218819063, 47.581441610580015], [7.591501511504151, 47.58127841751672], [7.590946553462329, 47.58021767649902], [7.590304818217787, 47.578958717126966], [7.589819339258491, 47.578061159460226], [7.589056329708769, 47.576592383239], [7.588640390624152, 47.57586970206542], [7.587438897467499, 47.570823242084536], [7.586764507570846, 47.57082410079954], [7.586693972168868, 47.570615222046406], [7.586374777627293, 47.5706174886155], [7.586502212341875, 47.570824433725214], [7.587105867377734, 47.57383685615968], [7.587398470314043, 47.575812960161194], [7.587486626747964, 47.57648939651635]]], ""type"": ""Polygon""}";73;Tempo 30-Zone;18A;Altrheinweg;1997-02-07 00:00:00;1997
47.5485101647327, 7.59510728091695;"{""coordinates"": [[[7.591658171961368, 47.54886693229814], [7.592481968610002, 47.54941978216917], [7.592660262373872, 47.54954177180135], [7.594833858293574, 47.55099139682743], [7.594872104051412, 47.55100935104461], [7.594914215635224, 47.551022758218494], [7.594959036174676, 47.55103124215936], [7.59500532950974, 47.55103457068552], [7.595051780165957, 47.55103264662989], [7.595097112996354, 47.55102553466088], [7.595140093077943, 47.5510134253073], [7.595179485938761, 47.55099666199301], [7.595214230100307, 47.55097568684193], [7.595243344297358, 47.550951112752344], [7.596067133898106, 47.55007198717673], [7.596232192898059, 47.549901161442776], [7.597063446230386, 47.54900104486023], [7.597211277379226, 47.54884189699765], [7.597925481732792, 47.548080347135276], [7.597965380410113, 47.548007074341534], [7.597996200221409, 47.547931826330064], [7.59801771690793, 47.54785511605936], [7.598029799200967, 47.547777456358695], [7.598032342455393, 47.54769937800629], [7.598025348350749, 47.547621429620285], [7.59800885833688, 47.547544132780644], [7.597982980334225, 47.547468026961724], [7.597947901881907, 47.547393624545585], [7.597903850392716, 47.54732144685156], [7.597851159462852, 47.547251988070855], [7.597790149318295, 47.5471857154303], [7.597026508025905, 47.546687206397955], [7.596825855546132, 47.54656449825028], [7.596346714781955, 47.54625239856738], [7.596326583911055, 47.54624120159407], [7.596304135099046, 47.54623225619664], [7.596279900342226, 47.54622578649812], [7.596254477840118, 47.54622194458211], [7.596228492198847, 47.546220828534466], [7.596202554528439, 47.5462224645094], [7.596177328860063, 47.546226806640306], [7.596153386082674, 47.54623375522413], [7.59444705957501, 47.54687831270895], [7.594166090140072, 47.547035017768174], [7.593956114583389, 47.547162397776596], [7.593629580564238, 47.54742486596696], [7.59304216146058, 47.54789348351394], [7.592854311369265, 47.548044090025506], [7.592545417402029, 47.5482915391121], [7.592422851705357, 47.54837635022667], [7.592293364008029, 47.54845631370564], [7.592157405270068, 47.54853118610043], [7.592015399866548, 47.5486007150049], [7.591867798878099, 47.548664692947455], [7.591688423982908, 47.54873395580057], [7.591670955849612, 47.54874335923498], [7.591656016898855, 47.54875458507877], [7.591644018058562, 47.54876732700547], [7.591635290450801, 47.548781242818315], [7.591630072056099, 47.5487959364801], [7.591628521151719, 47.54881101205806], [7.591630663123721, 47.54882605580612], [7.591636430370102, 47.548840654099806], [7.591645688894167, 47.548854402395364], [7.591658171961368, 47.54886693229814]]], ""type"": ""Polygon""}";77;Tempo 30-Zone;5A;Peter Merian;1998-10-19 00:00:00;1998
47.56992076290149, 7.575071629307764;"{""coordinates"": [[[7.577539599654093, 47.570620809612], [7.577570770950793, 47.57059299099203], [7.576081213719343, 47.569827216282825], [7.575878294324819, 47.569721842299245], [7.574942726760797, 47.56924706507804], [7.574728167122927, 47.56908816322158], [7.574001713586265, 47.568310424472834], [7.573916068653407, 47.568327054222735], [7.573721550262738, 47.56917540273454], [7.573625385636777, 47.56958926873338], [7.573616127790197, 47.569649024519954], [7.573616013785371, 47.56970911148611], [7.57362502872828, 47.56976888210366], [7.573643078034113, 47.56982770692173], [7.573669987403028, 47.56988496557348], [7.573705449661528, 47.56994004683771], [7.573749104542236, 47.56999236653419], [7.573800485502924, 47.57004135859212], [7.573916854562971, 47.57014925589092], [7.574603804572562, 47.57076343660071], [7.574626041173746, 47.57078035478635], [7.574651925858142, 47.57079469652064], [7.574680819812103, 47.57080610279857], [7.574712017955296, 47.57081428664244], [7.574744722384908, 47.57081904212652], [7.574778122182139, 47.570820271265355], [7.574811393229636, 47.57081791206441], [7.575277884416349, 47.57079233719663], [7.577539599654093, 47.570620809612]]], ""type"": ""Polygon""}";78;Tempo 30-Zone;11L;Entenweid;1996-10-24 00:00:00;1996
47.54383431158345, 7.594851751033343;"{""coordinates"": [[[7.59176179544129, 47.54562144104345], [7.592705296800576, 47.54532840336563], [7.592803676356906, 47.54546795549236], [7.593635868290625, 47.54520644569906], [7.593665168780683, 47.545091295425244], [7.5986244365368, 47.54358362799807], [7.598521927755184, 47.543417536740925], [7.598551676379691, 47.543411551015694], [7.598579609102408, 47.543402410959935], [7.598604996047238, 47.54339034242176], [7.598627200614871, 47.543375670053166], [7.59864562619077, 47.5433587634205], [7.598659782666267, 47.54334007288777], [7.598669326151477, 47.54332008459313], [7.598673992561652, 47.54329932053959], [7.598673650666317, 47.54327831154111], [7.598668341990234, 47.54325761515489], [7.598658161134343, 47.54323777087704], [7.597836220382126, 47.54197357106312], [7.594704165411934, 47.54289700979026], [7.594742278257242, 47.54295784661258], [7.594669541933742, 47.54312578596071], [7.594587954901924, 47.54319227828661], [7.594312441132979, 47.5432361227006], [7.59397387229339, 47.54314690665411], [7.59287703930922, 47.54356808553545], [7.592628248050305, 47.54365372960086], [7.591598431050532, 47.54405581281876], [7.591368506714443, 47.54414480205224], [7.590750100012965, 47.54437968299172], [7.591650638551663, 47.54547678736708], [7.59176179544129, 47.54562144104345]]], ""type"": ""Polygon""}";80;Tempo 30-Zone;6D;Tell;1998-04-22 00:00:00;1998
47.56003184612164, 7.604211503738057;"{""coordinates"": [[[7.603799494236325, 47.56100588117387], [7.604066669712036, 47.561022455252946], [7.604121603534975, 47.56059976213346], [7.604369318154605, 47.56061844970112], [7.604468178024367, 47.55978596663458], [7.604665024578715, 47.55899228646743], [7.604376801648191, 47.55894633422041], [7.60418921828744, 47.55978064339608], [7.603952761485256, 47.55976622048236], [7.603799494236325, 47.56100588117387]]], ""type"": ""Polygon""}";114;Tempo 30-Zone;21;Peter Rot-Strasse;2016-06-10 00:00:00;2016
47.53799956825918, 7.592303142849656;"{""coordinates"": [[[7.594976681199916, 47.53834916990902], [7.594534361385838, 47.53831000115245], [7.594148596812269, 47.53833549254941], [7.593655923465448, 47.53840007709609], [7.593514338780008, 47.538416876956255], [7.593371393799644, 47.538427193924804], [7.593227765745533, 47.538430964141625], [7.593084065615377, 47.53842818679415], [7.592940984121387, 47.53841886996117], [7.59279914564574, 47.53840304879382], [7.592672913132975, 47.538382682940984], [7.592549252579314, 47.53835606286604], [7.592428855044761, 47.53832332257174], [7.592312332077197, 47.538284659124876], [7.592200348369766, 47.538240278517975], [7.592093502279626, 47.538190413814455], [7.591992392311609, 47.538135352041905], [7.591872738407594, 47.538060600176095], [7.591760136544353, 47.537980973273534], [7.591655012649336, 47.537896794571616], [7.591604062652523, 47.537849419213025], [7.591559108174518, 47.537799346816946], [7.591520455625943, 47.53774690975845], [7.591434808466659, 47.53762288076317], [7.591343296955273, 47.53750079305279], [7.591246027731049, 47.537380772387046], [7.591143094097562, 47.53726292655518], [7.591084030861262, 47.53720175610074], [7.591019834881473, 47.53714301166014], [7.590950719202039, 47.53708688181611], [7.590876923399983, 47.53703354612298], [7.590778279428415, 47.53696176957388], [7.590686702683493, 47.536885828581326], [7.590602552638864, 47.53680603747585], [7.590539592028828, 47.53673767678035], [7.590276581816896, 47.53683386631197], [7.590289137559679, 47.53684971502843], [7.5904911840629, 47.53705591346771], [7.590744973051175, 47.53724257242785], [7.590981676046492, 47.53749158017181], [7.591270589897801, 47.537884662572985], [7.591413384187077, 47.53804959247862], [7.591617615226504, 47.53819924203052], [7.591705634991531, 47.538256237006536], [7.591807706644116, 47.538313213440766], [7.591969559187318, 47.53838438426842], [7.592127844758457, 47.53843891205713], [7.592265039327637, 47.53848870073329], [7.592409225782683, 47.53852658122954], [7.592602627483156, 47.53857153758409], [7.592788941828191, 47.53859508877308], [7.592975242592767, 47.538613881963904], [7.593160845971866, 47.538634888253], [7.593168254684242, 47.53863406898418], [7.593779271826318, 47.53856592032618], [7.593915188241011, 47.538540880390656], [7.594053327901709, 47.5385222499037], [7.594193040301879, 47.53851011067031], [7.594333648322492, 47.538504526546575], [7.594474501304199, 47.53850552538113], [7.594614908638913, 47.5385130991041], [7.594754206201899, 47.53852721263203], [7.594891743069216, 47.53854780388546], [7.594918574077173, 47.53855316416747], [7.594976681199916, 47.53834916990902]]], ""type"": ""Polygon""}";116;Tempo 30-Strecke zeitlich beschränkt;76;Gundeldingerrain;2013-08-12 00:00:00;2013
47.54084822548971, 7.6163331038217885;"{""coordinates"": [[[7.615535438928017, 47.54013698445082], [7.615403991576801, 47.54023831933527], [7.616495999077012, 47.54102193091537], [7.616680936582332, 47.54115252583767], [7.616786694023125, 47.54125349920288], [7.61684877949356, 47.541425923045885], [7.6169813865856, 47.54167557641197], [7.617130327259019, 47.54155042439375], [7.617006538993937, 47.541312647464004], [7.616909381650526, 47.54115812109615], [7.616557038829829, 47.54088500609835], [7.615561790071624, 47.54013694440312], [7.615535438928017, 47.54013698445082]]], ""type"": ""Polygon""}";126;Tempo 30-Zone;73;Walkeweg Ost;;2016
47.54739398377601, 7.621705226798748;"{""coordinates"": [[[7.621249484897652, 47.54748922079591], [7.622172915014839, 47.54748090619756], [7.622161304282351, 47.54729916936722], [7.621238737620872, 47.54730656515925], [7.621249484897652, 47.54748922079591]]], ""type"": ""Polygon""}";130;Tempo 30-Zone;22;Redingstrasse;;2016
47.54026260815455, 7.586758756172207;"{""coordinates"": [[[7.587643130240651, 47.54171891305699], [7.58758909133251, 47.54172131153372], [7.587535208170122, 47.54171763898362], [7.587482968682286, 47.54170800143165], [7.587433794760112, 47.54169263989649], [7.587389042455279, 47.5416720023401], [7.58734994857392, 47.54164664480356], [7.587317564364798, 47.54161726746626], [7.587224867601332, 47.54146446442167], [7.5870011016424, 47.54110076213807], [7.586885833938519, 47.540840304952795], [7.586674274950978, 47.540350475570285], [7.586673112731033, 47.540304914527056], [7.586678047214048, 47.540259462657154], [7.586689039610392, 47.54021450674191], [7.586706011185923, 47.54017039763733], [7.58673734608927, 47.54011394878803], [7.586778344885689, 47.54006040163096], [7.58682841199168, 47.54001052138513], [7.586886858685174, 47.539965010430684], [7.586952849979233, 47.53992450837681], [7.587025471006368, 47.53988958298433], [7.58710367389126, 47.53986073023449], [7.587186383929133, 47.539838347212815], [7.587272433275557, 47.53982276816971], [7.58736058730816, 47.539814192536916], [7.587516504442053, 47.53980539537178], [7.58765118187168, 47.539805385109716], [7.58763223177618, 47.53954927524683], [7.587570472723568, 47.53952581745458], [7.586652541532303, 47.53951949522762], [7.586243310737479, 47.539497565815026], [7.585944381926303, 47.53937818278385], [7.585789434078906, 47.53933346356678], [7.586026112657199, 47.53970387042816], [7.586386316764401, 47.54033877136551], [7.58668334619793, 47.541002297597], [7.586895525976404, 47.541480335214935], [7.587234044687564, 47.5418939507684], [7.587643130240651, 47.54171891305699]]], ""type"": ""Polygon""}";133;Tempo 30-Zone;72;Unterer Batterieweg;2016-11-25 00:00:00;2016
47.54233069587095, 7.596190909642924;"{""coordinates"": [[[7.597836220382126, 47.54197357106312], [7.597687718998916, 47.541762357061415], [7.596672043314764, 47.54206132576737], [7.595715358831344, 47.542342910945266], [7.594894467197181, 47.54258452662429], [7.594542106282988, 47.54268822932542], [7.594704165411934, 47.54289700979026], [7.597836220382126, 47.54197357106312]]], ""type"": ""Polygon""}";142;Tempo 30-Zone;32;Gütersstrasse;2018-03-29 00:00:00;2018
