geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.570706088104906, 7.593243533142174;"{""coordinates"": [[[7.591244225993486, 47.57062128936466], [7.591237214693496, 47.570804571937416], [7.591237387457158, 47.57080457171126], [7.593701287246952, 47.57081428911053], [7.59502323857116, 47.5707774475994], [7.595247477316146, 47.5707697716951], [7.595244959185906, 47.570667930534285], [7.595212511776274, 47.57057016774577], [7.595001625363225, 47.57059900581291], [7.591247907124226, 47.57062126655834], [7.591244225993486, 47.57062128936466]]], ""type"": ""Polygon""}";158;Tempo 30-Zone;33;Horburgstrasse;2019-04-04 00:00:00;2019
47.593182156119944, 7.654127428421899;"{""coordinates"": [[[7.655163289675563, 47.59479479476987], [7.655469048139242, 47.59472283424859], [7.655320205282833, 47.594451845602556], [7.654747427757804, 47.59373903204567], [7.654004994801078, 47.59281952305507], [7.653845768277334, 47.59259137024818], [7.653548502518321, 47.592149324694546], [7.653304756389013, 47.59189278130122], [7.653241088294932, 47.591807234309755], [7.65312394835966, 47.591543316091546], [7.652818405942051, 47.59166523878489], [7.652988340309216, 47.59193619205097], [7.653487179113329, 47.59264201023798], [7.653603775916384, 47.5927702870243], [7.654706923838414, 47.59416029688075], [7.654844755880932, 47.59431708771164], [7.65502532370123, 47.59460229989051], [7.655163289675563, 47.59479479476987]]], ""type"": ""Polygon""}";160;Tempo 30-Zone;87;Lörracherstrasse;2019-06-05 00:00:00;2019
47.55287144266001, 7.571575938681468;"{""coordinates"": [[[7.572127071891221, 47.55345726638402], [7.572375280804997, 47.553383440237006], [7.572633776738535, 47.553285102785665], [7.572715545100072, 47.55309898226147], [7.572293412028957, 47.55304652957866], [7.572287418752778, 47.553045852921656], [7.572281451867029, 47.55304510428421], [7.572275498086636, 47.553044283681494], [7.572269570719194, 47.553043400092], [7.572263669719761, 47.55304243552834], [7.572257795133305, 47.553041407977894], [7.572251946937384, 47.55304030844697], [7.572246125132011, 47.553039136935624], [7.572240343024761, 47.55303790242229], [7.572234587308105, 47.5530365959285], [7.572228857982057, 47.553035217454266], [7.572223181639261, 47.55303377596285], [7.572217531687111, 47.55303226249103], [7.572211921433179, 47.553030686017244], [7.572206364140071, 47.55302903753262], [7.572200846545212, 47.553027326046056], [7.572195368648613, 47.55302555155761], [7.572189943712893, 47.55302370505831], [7.572184558497929, 47.553021804550795], [7.572179226243873, 47.55301983203248], [7.572173960280741, 47.5530178054756], [7.572168733993474, 47.55301570692306], [7.572163560689614, 47.55301354535345], [7.572158453676712, 47.55301132974532], [7.572153399647241, 47.55300905112004], [7.572148411886277, 47.55300670946252], [7.572143477131228, 47.55300431378169], [7.572138608644701, 47.55300185506857], [7.572133806449168, 47.55299934231691], [7.572129070544626, 47.55299677552672], [7.572124400908629, 47.55299414570434], [7.57211979756364, 47.55299146184345], [7.572115273794722, 47.55298872392884], [7.572110816339271, 47.55298594096948], [7.572106425152378, 47.552983094977876], [7.572102126849072, 47.552980203911105], [7.572097881551724, 47.55297725882107], [7.572093729115507, 47.55297425966219], [7.572089656277811, 47.55297121544339], [7.572085649753585, 47.55296812617985], [7.572081736090483, 47.552964982847506], [7.572077902025891, 47.55296179445522], [7.572074147582263, 47.55295856999678], [7.572070485999726, 47.552955291469445], [7.572066904015696, 47.55295196788228], [7.572063401652609, 47.552948608228974], [7.572059992195494, 47.552945212494265], [7.572056675621896, 47.552941771684516], [7.572053451931819, 47.55293828579975], [7.572050321147678, 47.55293476383362], [7.572047270006879, 47.552931214795116], [7.572044311749555, 47.55292762068155], [7.572041459683184, 47.55292399047146], [7.572038700545153, 47.55292033317381], [7.572036034313006, 47.55291663979486], [7.572033461009164, 47.552912919328364], [7.572030980611171, 47.55290916278058], [7.572028606448942, 47.55290538812373], [7.572026325192526, 47.552901577385626], [7.572024150149391, 47.552897739544775], [7.572022068034483, 47.5528938746164], [7.572020092155253, 47.55288999157898], [7.572018222489251, 47.55288608143887], [7.572016445773849, 47.55288215320493], [7.572014775271632, 47.552878197868324], [7.572013211027454, 47.55287423341641], [7.572011739711377, 47.552870241876995], [7.572010374630858, 47.55286623222858], [7.572009115808314, 47.55286221346489], [7.572007963221274, 47.5528581765922], [7.572006916892167, 47.552854130604324], [7.572005976820957, 47.552850075501176], [7.57200514298518, 47.55284600228902], [7.57200441540726, 47.552841919961644], [7.572003794087176, 47.55283782851905], [7.572003279047324, 47.55283373695486], [7.572002856980241, 47.55282963629062], [7.572002554478368, 47.55282553548972], [7.57200235823423, 47.552821425573526], [7.572002268270229, 47.55281731553587], [7.572002284586349, 47.55281320537665], [7.572002407182564, 47.552809095095895], [7.572002636058852, 47.55280498469363], [7.572002971237624, 47.552800883163584], [7.572003412696413, 47.552796781511994], [7.572003973742647, 47.55279268871736], [7.572004627806275, 47.55278860481015], [7.572005388172294, 47.55278452977511], [7.572006254840676, 47.552780463612265], [7.572007227811392, 47.55277640632163], [7.572008307084417, 47.55277235790313], [7.572009492682175, 47.55276832735053], [7.57201078460464, 47.55276431466385], [7.572012169544347, 47.55276031086453], [7.572013674116147, 47.55275633390957], [7.572015271705156, 47.55275236584201], [7.572016975618772, 47.55274841564028], [7.572018772594436, 47.55274449231338], [7.57202068920211, 47.55274059583087], [7.572022698849337, 47.55273671722938], [7.572024801536107, 47.55273285650896], [7.572027010592272, 47.552729031641825], [7.572029312710386, 47.55272523364946], [7.572031721152977, 47.55272145352293], [7.572034222679918, 47.55271770926487], [7.572036830576188, 47.55271400086002], [7.572039531534336, 47.552710319329954], [7.572042312269359, 47.55270666468976], [7.572045199396114, 47.55270305489658], [7.572048179584694, 47.55269947197807], [7.57205125285755, 47.552695924928], [7.572054419237105, 47.55269242274011], [7.572057678678449, 47.552688947426844], [7.572061017941493, 47.552685516990884], [7.57206445031121, 47.55268213141707], [7.572067975765146, 47.55267878171159], [7.572071581040748, 47.55267547688347], [7.572075279422996, 47.55267221691742], [7.572079057626899, 47.55266900182862], [7.572082915630013, 47.55266582262337], [7.572086853477222, 47.55266269728912], [7.572090884453508, 47.55265962581063], [7.572094981944011, 47.552656590230875], [7.572099159278604, 47.55265360852208], [7.572103416457292, 47.55265068068423], [7.572107753480069, 47.5526478067173], [7.572112157039512, 47.55264497764277], [7.572116640443049, 47.55264220243919], [7.571964683942187, 47.552460064051424], [7.571571313557222, 47.552469686647164], [7.571298687868173, 47.55232315616489], [7.570860063289459, 47.552485874348825], [7.570778267186639, 47.552835014214175], [7.570668209407691, 47.55282248463978], [7.570608808897119, 47.5530472874916], [7.570614696093497, 47.55304805429288], [7.571054135636767, 47.55310490937552], [7.571950437359575, 47.55318784502371], [7.572127071891221, 47.55345726638402]]], ""type"": ""Polygon""}";169;Tempo 30-Zone;88;Wielandplatz;2022-12-02 00:00:00;2022
47.541098325126725, 7.600268753606984;"{""coordinates"": [[[7.603128475876242, 47.53905369530672], [7.597453354665844, 47.54073562251934], [7.598978647035385, 47.5431233519799], [7.599183496994147, 47.54316925286668], [7.601908620531702, 47.54178003539741], [7.603128475876242, 47.53905369530672]]], ""type"": ""Polygon""}";1;Tempo 30-Zone;6H;Laufen;1997-11-18 00:00:00;1997
47.541806998625354, 7.595631932456227;"{""coordinates"": [[[7.597687718998916, 47.541762357061415], [7.597122788143952, 47.54083301679074], [7.593427962885855, 47.54191179788608], [7.594142120215114, 47.542621121702254], [7.594542106282988, 47.54268822932542], [7.597687718998916, 47.541762357061415]]], ""type"": ""Polygon""}";3;Tempo 30-Zone;6F;Bärschwil;1997-10-21 00:00:00;1997
47.54764561539606, 7.604775910145781;"{""coordinates"": [[[7.599008322278192, 47.547821217083545], [7.600966192420811, 47.54869810421689], [7.601902804893473, 47.54917877986753], [7.603992401280922, 47.55044381729195], [7.604212603656956, 47.55044350446613], [7.608877381883722, 47.54816620490526], [7.609086256764452, 47.54803271966565], [7.609242024361872, 47.5478501519293], [7.610565310860895, 47.54619807366808], [7.610740266376387, 47.54597964425452], [7.609232120515809, 47.54600236938884], [7.607516100515283, 47.54596161967525], [7.606767254651127, 47.5458992611808], [7.605780620427769, 47.5457418064494], [7.605649852176477, 47.54596444603365], [7.605585481152491, 47.54608340901703], [7.604710359983988, 47.54584887052137], [7.604425910814391, 47.545771812434765], [7.603457162458088, 47.545415523079335], [7.603305181098982, 47.54541287804237], [7.599164475101438, 47.54755663926578], [7.599011091038268, 47.547752357007624], [7.599008322278192, 47.547821217083545]]], ""type"": ""Polygon""}";12;Tempo 30-Zone;5B;Andreas Heusler;1999-03-30 00:00:00;1999
47.560456456908405, 7.604962506459091;"{""coordinates"": [[[7.604316254606617, 47.561065162513415], [7.604871626650978, 47.56108969766504], [7.605427051752539, 47.56113954740975], [7.605635138277449, 47.55986874165965], [7.604468178024367, 47.55978596663458], [7.604316254606617, 47.561065162513415]]], ""type"": ""Polygon""}";13;Tempo 30-Zone;14E;Bischofstein;2000-11-21 00:00:00;2000
47.55465751713401, 7.577414656487578;"{""coordinates"": [[[7.579213865195355, 47.55461202766616], [7.578771732794488, 47.55430648493156], [7.577480277500765, 47.55406912908823], [7.576806967931206, 47.55394302713304], [7.576598244974898, 47.55429412902843], [7.576257687034586, 47.55486188340289], [7.575994422255214, 47.555451949037504], [7.577416933677816, 47.55515912865437], [7.579213865195355, 47.55461202766616]]], ""type"": ""Polygon""}";21;Tempo 30-Zone;3F;Rütli;2000-12-13 00:00:00;2000
47.57243581505429, 7.577272414872005;"{""coordinates"": [[[7.576579395880256, 47.572475061475394], [7.57719711483334, 47.57305953912532], [7.577495484282214, 47.572903422824865], [7.578016460445929, 47.57218708443639], [7.577088255061104, 47.57188505775591], [7.576579395880256, 47.572475061475394]]], ""type"": ""Polygon""}";28;Tempo 30-Zone;11H;Kratfstrasse;1997-03-19 00:00:00;1997
47.569069995713065, 7.566390176527026;"{""coordinates"": [[[7.568189632301157, 47.57186015708044], [7.56836658246876, 47.57171076435103], [7.568736495260365, 47.57127603868334], [7.569006342876616, 47.57076422180217], [7.56916548942863, 47.57033607041191], [7.56936037890424, 47.56965139671811], [7.56938886917824, 47.56939529650347], [7.569371989745768, 47.569312924230296], [7.568664026545139, 47.56911271524172], [7.568380793000399, 47.569007750342465], [7.567885136101055, 47.56882643892487], [7.567488492502155, 47.56862587752943], [7.567247662712387, 47.568501715453486], [7.566709101413734, 47.5681194462265], [7.566156098533763, 47.567612753482855], [7.564936473141811, 47.56642719057105], [7.562803062566577, 47.56773114593483], [7.564773122482304, 47.56915521731549], [7.568189632301157, 47.57186015708044]]], ""type"": ""Polygon""}";31;Tempo 30-Zone;11B;Friedmatt;1997-08-12 00:00:00;1997
47.548075352081675, 7.566032107963939;"{""coordinates"": [[[7.565845044118705, 47.54929826510548], [7.565944761379948, 47.54932880705355], [7.567200304451555, 47.54783788445528], [7.566837578186193, 47.54766664673317], [7.565840317613446, 47.5472999385402], [7.565160515198272, 47.5471045238197], [7.565021477381792, 47.547139030673755], [7.565208141499332, 47.547628457569616], [7.565298166506596, 47.547864473003756], [7.565845044118705, 47.54929826510548]]], ""type"": ""Polygon""}";37;Tempo 30-Zone;8H;Realp;2001-10-15 00:00:00;2001
47.56873330490262, 7.5936968044554;"{""coordinates"": [[[7.590349776860445, 47.57062657593146], [7.595001625363225, 47.57059900581291], [7.595212511776274, 47.57057016774577], [7.597436097360894, 47.5698461440715], [7.597326219280073, 47.56749419013455], [7.594943385269143, 47.567088718494986], [7.591072674394799, 47.56638649020974], [7.590554635458282, 47.56805328544094], [7.590497801743152, 47.56849347503914], [7.590397354447894, 47.56993966588349], [7.590349776860445, 47.57062657593146]]], ""type"": ""Polygon""}";40;Tempo 30-Zone;17B;Matthäus;1997-12-11 00:00:00;1997
47.577781804979125, 7.590825260163653;"{""coordinates"": [[[7.589019571898725, 47.57585809745787], [7.589015879406479, 47.575939153188244], [7.589215396849597, 47.576305037029584], [7.589779085905864, 47.57738731627287], [7.591277261709175, 47.58025670820122], [7.591513108407955, 47.58069576633579], [7.591739916133845, 47.58112872010888], [7.591839220788048, 47.58114690075085], [7.591929338218309, 47.58110407143771], [7.59230774688802, 47.58090830306434], [7.592631295041133, 47.58061527655768], [7.592348032780584, 47.5798458201976], [7.591512479195388, 47.57764957808762], [7.591257414409547, 47.576908573234654], [7.59086111413384, 47.575911144682756], [7.590308707025087, 47.57436267722975], [7.59018290993192, 47.57460042676375], [7.590014940559891, 47.574828742574596], [7.589019571898725, 47.57585809745787]]], ""type"": ""Polygon""}";44;Tempo 30-Zone;18B;Holderstrasse;1997-01-19 00:00:00;1997
47.56661122406764, 7.624470678765875;"{""coordinates"": [[[7.621037151387913, 47.56663378264931], [7.625157914397285, 47.56857263855328], [7.625584217754978, 47.568157066263716], [7.626180408155704, 47.56843198041383], [7.627970952888163, 47.56670668841144], [7.625442498763883, 47.565465476278725], [7.62315734942096, 47.564490451010805], [7.621037151387913, 47.56663378264931]]], ""type"": ""Polygon""}";50;Tempo 30-Zone;15E;Drei Linden;2001-01-15 00:00:00;2001
47.553939902495046, 7.563741401354095;"{""coordinates"": [[[7.5653386242331, 47.55246607241229], [7.561327210659967, 47.55202322576842], [7.562025042487074, 47.55326368041834], [7.562379707988081, 47.55390318245074], [7.562654325581535, 47.55441170263398], [7.562883020856566, 47.55476609138074], [7.563305980208482, 47.55535925376671], [7.56374029888647, 47.555936987060086], [7.564266709940837, 47.556547725432935], [7.564575394170228, 47.556986781348385], [7.564757710377322, 47.55699429208233], [7.5653386242331, 47.55246607241229]]], ""type"": ""Polygon""}";52;Tempo 30-Zone;9A;Rigi;2003-03-28 00:00:00;2003
47.55672599009881, 7.573503609383622;"{""coordinates"": [[[7.571308874930227, 47.55732199818936], [7.573188853474333, 47.55741068151159], [7.573735938753297, 47.557284262855774], [7.575026345458363, 47.55702420032572], [7.575384837535296, 47.5558428046061], [7.575343393665035, 47.55579393627302], [7.572483983036627, 47.55639824983942], [7.572277605861702, 47.55647534689274], [7.571328771649385, 47.55701450695055], [7.571308874930227, 47.55732199818936]]], ""type"": ""Polygon""}";53;Tempo 30-Zone;9C;Palmen;2001-10-03 00:00:00;2001
47.53366674625736, 7.59069227705772;"{""coordinates"": [[[7.587764412226852, 47.535319027390074], [7.587865305343655, 47.535366511399964], [7.588019297292503, 47.53538635225837], [7.588232312925876, 47.53534600257084], [7.588687784109328, 47.53521717424317], [7.588989402927882, 47.53510457871405], [7.589233523020508, 47.53494753740323], [7.589306865727376, 47.53487948539556], [7.58938812219884, 47.534815695156766], [7.589476762399681, 47.534756590065484], [7.589572189799747, 47.53470255761147], [7.589673794495832, 47.53465394932729], [7.58978088683444, 47.53461108986867], [7.589892763762814, 47.53457425894143], [7.59000868231812, 47.53454370932385], [7.590127886085489, 47.534519630857524], [7.590249578737891, 47.5345021864574], [7.590372977105551, 47.53449149405526], [7.590497231492012, 47.53448762670395], [7.590621558425651, 47.53449059441662], [7.590745108007288, 47.53450039830282], [7.590867069947396, 47.53451695847965], [7.590986647182841, 47.53454017706259], [7.59110305574741, 47.53456989319637], [7.591215498286378, 47.534605910071065], [7.591323257018487, 47.5346479947999], [7.591630007957281, 47.53426689354426], [7.591678324477042, 47.534193539550316], [7.59173562707721, 47.534123213631304], [7.591801478899614, 47.53405641100784], [7.591875429787952, 47.533993617923244], [7.591956949783561, 47.53393527575633], [7.592045455738062, 47.533881798974505], [7.592140298033189, 47.53383357515182], [7.592240826956156, 47.53379095588819], [7.592346312940036, 47.533754229933656], [7.59245598653314, 47.533723668105125], [7.59256909138965, 47.5336994782481], [7.592684804716577, 47.53368185031082], [7.592802303518147, 47.53367090229427], [7.593018513425778, 47.533632014518865], [7.593236771283434, 47.533598789720195], [7.593456745308673, 47.53357128229068], [7.59367813023002, 47.5335495286024], [7.593781136850001, 47.53353756459199], [7.593882133336864, 47.53351938844673], [7.593980323239137, 47.53349513614111], [7.594074897038772, 47.53346501562007], [7.594165098422436, 47.5334292617411], [7.594250184520405, 47.53338816330851], [7.59432949228199, 47.53334205399067], [7.594402358795088, 47.53329131242566], [7.594468187634828, 47.5332363441448], [7.594526475449793, 47.533177590530265], [7.594576732281085, 47.53311552892115], [7.59477087285538, 47.5327469183089], [7.594168709284904, 47.532621405854655], [7.593781368097124, 47.53257455201526], [7.593436042041913, 47.532540268362915], [7.593039498215845, 47.532534472029816], [7.59161661919528, 47.53252686990119], [7.590770540261079, 47.53249956647667], [7.590709543104189, 47.53249411492551], [7.590648061383146, 47.53249571512292], [7.59058786120127, 47.532504328789095], [7.590530681515816, 47.53251971082574], [7.590478167741607, 47.53254140940199], [7.590431805481722, 47.532568811008964], [7.590392960292222, 47.53260111342591], [7.590286132975521, 47.53271235308702], [7.590186617938611, 47.53282665901552], [7.590123416417338, 47.53289630834024], [7.590052143295537, 47.53296228065755], [7.589973275468194, 47.53302416161814], [7.589887289838433, 47.5330815368722], [7.589794769685599, 47.53313403690126], [7.589696311679316, 47.53318132814523], [7.589592552413898, 47.533223103974926], [7.589484168407941, 47.53325908469224], [7.58937184959424, 47.53328903555278], [7.589256339159234, 47.53331276671458], [7.589138393701494, 47.53333013328989], [7.587995787661185, 47.53346108755888], [7.587937654293502, 47.53346849202214], [7.587882021708915, 47.53348212596168], [7.587830349754995, 47.533501645746945], [7.587783991566704, 47.53352653700386], [7.587744140547657, 47.53355615065717], [7.587673472692297, 47.533621482154864], [7.587607950878866, 47.53368923535598], [7.587547733904545, 47.53375920320868], [7.587492993950131, 47.533831214618715], [7.587470038212035, 47.533871482235824], [7.5874569419416, 47.53391372488608], [7.587454047417784, 47.533956853884916], [7.587461444446291, 47.53399972690509], [7.58753994962029, 47.53411114979684], [7.587608741976261, 47.53422548105591], [7.58766760787291, 47.53434232524507], [7.58771636022321, 47.53446128689104], [7.587754811909328, 47.534581961524516], [7.587782842235952, 47.53470395358262], [7.58780033042876, 47.53482684051849], [7.587807235418897, 47.534950208674296], [7.587803529416743, 47.535073644372474], [7.587789250985057, 47.53519671585997], [7.587764412226852, 47.535319027390074]]], ""type"": ""Polygon""}";54;Tempo 30-Zone;7F;Hohe Winde;2004-01-23 00:00:00;2004
47.53587415464609, 7.595754175098023;"{""coordinates"": [[[7.592681103917509, 47.53388603263497], [7.592552217517483, 47.53392721476758], [7.592421090068675, 47.533965009049034], [7.592361887367566, 47.53398383927983], [7.592306150100619, 47.53400704489286], [7.592254607796295, 47.5340343191415], [7.592207883667536, 47.534065328438764], [7.592119198802953, 47.534135165311426], [7.59203667229453, 47.53420840265741], [7.591960608826112, 47.53428477027445], [7.591891246736807, 47.53436401603484], [7.591323115781962, 47.5350586341041], [7.591295147469475, 47.53509604900549], [7.591261369002473, 47.53513119607951], [7.591222177635611, 47.535163670079584], [7.591178023775384, 47.53519307468328], [7.59098313801, 47.53531222777859], [7.590792363647958, 47.535434379099996], [7.590605780215979, 47.5355594746009], [7.590423480473294, 47.53568744222992], [7.590383294299789, 47.53572068170765], [7.590350329426047, 47.53575740136227], [7.590325261110534, 47.53579687182273], [7.590298838992486, 47.535855365928604], [7.59027932631835, 47.53591508318463], [7.590266828335486, 47.535975663705194], [7.590261450216258, 47.53603672062232], [7.59026320419392, 47.53609787618139], [7.5902745015158, 47.53618512831941], [7.590293061927123, 47.53627181338379], [7.590318858084034, 47.536357643605115], [7.590351796287825, 47.53644234928673], [7.590388775494652, 47.536518928292665], [7.590432510160784, 47.536593861611856], [7.590482840121208, 47.53666686164401], [7.590539592028828, 47.53673767678035], [7.590602552638864, 47.53680603747585], [7.590686702683493, 47.536885828581326], [7.590778279428415, 47.53696176957388], [7.590876923399983, 47.53703354612298], [7.590950719202039, 47.53708688181611], [7.591019834881473, 47.53714301166014], [7.591084030861262, 47.53720175610074], [7.591143094097562, 47.53726292655518], [7.591246027731049, 47.537380772387046], [7.591343296955273, 47.53750079305279], [7.591434808466659, 47.53762288076317], [7.591520455625943, 47.53774690975845], [7.591559108174518, 47.537799346816946], [7.591604062652523, 47.537849419213025], [7.591655012649336, 47.537896794571616], [7.591760136544353, 47.537980973273534], [7.591872738407594, 47.538060600176095], [7.591992392311609, 47.538135352041905], [7.592093502279626, 47.538190413814455], [7.592200348369766, 47.538240278517975], [7.592312332077197, 47.538284659124876], [7.592428855044761, 47.53832332257174], [7.592549252579314, 47.53835606286604], [7.592672913132975, 47.538382682940984], [7.59279914564574, 47.53840304879382], [7.592940984121387, 47.53841886996117], [7.593084065615377, 47.53842818679415], [7.593227765745533, 47.538430964141625], [7.593371393799644, 47.538427193924804], [7.593514338780008, 47.538416876956255], [7.593655923465448, 47.53840007709609], [7.594148596812269, 47.53833549254941], [7.594534361385838, 47.53831000115245], [7.594976681199916, 47.53834916990902], [7.595193740077666, 47.5383991267111], [7.595502674850774, 47.538496896336554], [7.59585439675636, 47.53862387319745], [7.595858355578118, 47.538561019225114], [7.595899436412007, 47.53851630958359], [7.595935627395447, 47.538488892601954], [7.595976702528862, 47.53846483269043], [7.596021998935428, 47.538444535460194], [7.596512501415864, 47.53833381461335], [7.596622786915449, 47.53830567639135], [7.59672954921959, 47.538271867761395], [7.596832151408354, 47.53823259645534], [7.596929969902407, 47.53818808817627], [7.597480965776343, 47.53784101396544], [7.59848940353664, 47.53728221671503], [7.600656669351347, 47.53675385804185], [7.602121096390538, 47.53646956794515], [7.601456778135955, 47.536215569354724], [7.601236657846412, 47.536088236864146], [7.60119557133873, 47.53593264747076], [7.601745397084357, 47.53523226859753], [7.601788818685101, 47.53519982107566], [7.601824165999307, 47.53516315776356], [7.601850551985245, 47.53512317929248], [7.601867328989228, 47.53508089388248], [7.601874075243106, 47.53503734541036], [7.601870608169676, 47.53499362238448], [7.60185703736443, 47.53495081290078], [7.60183368482669, 47.534909977773786], [7.601801138051485, 47.53487214146849], [7.601760210048233, 47.534838247187984], [7.601711912695761, 47.53480912993064], [7.601657456769156, 47.53478552548454], [7.600744419994355, 47.53444894770535], [7.600181139756687, 47.53428124045479], [7.599553010566299, 47.53414292191129], [7.599044160288276, 47.53408136876583], [7.598140146384742, 47.53397273304628], [7.59767988050352, 47.53386713662334], [7.597284290918229, 47.53368086575489], [7.596783157838154, 47.533464868445044], [7.596225067807393, 47.53321654133494], [7.595531720727666, 47.53297571476101], [7.595055117397585, 47.53283715857737], [7.595033716507409, 47.53291197985175], [7.59500488858936, 47.53298564189576], [7.594968725601041, 47.533057811809535], [7.594925425743255, 47.53312815654934], [7.594875173940237, 47.533196343088186], [7.594818195039269, 47.5332620653262], [7.59525974292962, 47.53347799838923], [7.59515196186284, 47.533582660331525], [7.594712499137501, 47.53336238905438], [7.594635770050401, 47.533422831313665], [7.594552880835491, 47.53347943241619], [7.594464282204003, 47.53353191293796], [7.594370398339271, 47.53358000248468], [7.594271719884166, 47.533623448561485], [7.594168724364469, 47.53366205265492], [7.594061942406041, 47.53369560718802], [7.593683312695664, 47.53374738549551], [7.592904438678234, 47.53385829697016], [7.592681103917509, 47.53388603263497]]], ""type"": ""Polygon""}";55;Tempo 30-Zone;7D;Passwang;2004-02-02 00:00:00;2004
47.56093523001766, 7.56225550189196;"{""coordinates"": [[[7.563348310661573, 47.56365005117171], [7.563959140987, 47.56206481331921], [7.564173785140643, 47.56144792873968], [7.564207352958343, 47.56124041664037], [7.564375954486912, 47.560494871946275], [7.564765892600938, 47.557218757692354], [7.564572795821866, 47.55720359594935], [7.561419046987011, 47.559338091037056], [7.55985425793466, 47.56060304694207], [7.559435137616559, 47.561087595044654], [7.558708702430796, 47.561927340863086], [7.559663779985818, 47.56247828074308], [7.560132669621416, 47.56285329906431], [7.560993307156646, 47.56319111225754], [7.561548968974708, 47.56343351152113], [7.562126316176024, 47.56363907392554], [7.56250734730791, 47.56367549944262], [7.562964917091117, 47.56386646200074], [7.563248164372981, 47.56397660266847], [7.563348310661573, 47.56365005117171]]], ""type"": ""Polygon""}";61;Tempo 30-Zone;10C;Welschmatt;2001-10-03 00:00:00;2001
47.568562104137314, 7.581770862416905;"{""coordinates"": [[[7.57844212566976, 47.57047686666733], [7.578432039679223, 47.570497456311664], [7.578427178668275, 47.57051889409346], [7.578427673984248, 47.57054058627262], [7.578433510720354, 47.5705619123026], [7.578444527879467, 47.570582287785875], [7.578460404989726, 47.57060112851551], [7.578480715426391, 47.570617913367286], [7.578504886495961, 47.57063216636018], [7.578532212819575, 47.57064349261565], [7.578561962625405, 47.5706515692366], [7.578593284793355, 47.570656172400284], [7.583442383933243, 47.57061889159175], [7.583428041793224, 47.570274729946554], [7.583346418097043, 47.56980384973157], [7.583304680677134, 47.569275558138216], [7.583289483289667, 47.56860533100781], [7.583353233621675, 47.5674096929022], [7.583405389638384, 47.56688428821964], [7.583484282902226, 47.566349793545065], [7.58365714265212, 47.56590576646135], [7.583909833840536, 47.565280488407936], [7.584262004822947, 47.56456200058008], [7.583947035083385, 47.564467590863885], [7.58380815295768, 47.56440052690134], [7.58299270942295, 47.56549151350699], [7.582609340819302, 47.565771340905386], [7.581903654887904, 47.566475805330974], [7.58204874884229, 47.56653906854956], [7.581929723422316, 47.56670238757182], [7.580077769051418, 47.56862533324412], [7.579201959442057, 47.569545565348356], [7.57844212566976, 47.57047686666733]]], ""type"": ""Polygon""}";63;Tempo 30-Zone;11G;St. Johanns-Park;1997-03-20 00:00:00;1997
47.550858967808615, 7.569261983618341;"{""coordinates"": [[[7.569556378953489, 47.54910433706484], [7.568474023012119, 47.54852213985852], [7.567524237522012, 47.548100036824025], [7.566109381864881, 47.549770328480356], [7.566046801351352, 47.54997180290375], [7.565756007293328, 47.552263241237334], [7.570778267186639, 47.552835014214175], [7.570860063289459, 47.552485874348825], [7.571298687868173, 47.55232315616489], [7.571571313557222, 47.552469686647164], [7.571964683942187, 47.552460064051424], [7.574184488497989, 47.55142022967425], [7.574431856413208, 47.551297384100536], [7.571872986255324, 47.550208709992624], [7.571020316625057, 47.54985575875082], [7.569766965018605, 47.54917726471759], [7.569556378953489, 47.54910433706484]]], ""type"": ""Polygon""}";64;Tempo 30-Zone;8B;Säntis;2002-11-20 00:00:00;2002
47.53240274106271, 7.603268549053252;"{""coordinates"": [[[7.599283258159965, 47.530716156606246], [7.600283459338375, 47.53130858934462], [7.600425582932032, 47.53138897657244], [7.600562076268425, 47.531473715467115], [7.60069264665528, 47.53156262657918], [7.600817027953227, 47.53165553042265], [7.600934927375121, 47.53175222056731], [7.601046131832954, 47.5318524994659], [7.601150361724335, 47.53195613368828], [7.601247430508413, 47.532062925649484], [7.601337124942123, 47.532172632832044], [7.603228081450328, 47.53380322473348], [7.603421351402685, 47.53406630812548], [7.603510996665249, 47.534381216372594], [7.603582221971679, 47.534592631883214], [7.603730347819025, 47.53477147967707], [7.604456273487891, 47.535446485613654], [7.60451473633371, 47.53497228485125], [7.604690115084715, 47.534176361643745], [7.604818973829266, 47.53336096079278], [7.604969132425715, 47.53261890966597], [7.605099899112526, 47.53197937041433], [7.605225965242386, 47.531345242877755], [7.605294507210487, 47.531010835530346], [7.605364985139658, 47.53065027129841], [7.605402620608816, 47.530433817062736], [7.604541543335666, 47.530229565425955], [7.604405195950523, 47.53032977093529], [7.604275679517128, 47.530663059419524], [7.60409282911672, 47.53095730040623], [7.603896257577471, 47.53138418339353], [7.604100595189087, 47.53251236532574], [7.604050826008662, 47.53265520385282], [7.603598615017168, 47.5325606728673], [7.60233066595353, 47.53171951695105], [7.600087330373158, 47.530451435710624], [7.599844357538187, 47.530429944332155], [7.599582990681617, 47.53042095229682], [7.599360160090296, 47.53049113305121], [7.599290218953271, 47.53065069898005], [7.599347232471761, 47.530744902518336], [7.599283258159965, 47.530716156606246]]], ""type"": ""Polygon""}";68;Tempo 30-Zone;56;Jakobsbergerholzweg;2014-06-27 00:00:00;2014
