idueberfes;festueber;geo_point_2d;geo_shape;verbindli;rekurshaen;bezeichnng;idgeschae;geschaesta;datumstat;geolink;geschaebez;bemerkung
43659993683036270841839617;Naturobjekt;47.57184242665692, 7.678974401208505;"{""coordinates"": [[[7.679520126849829, 47.57154785058874], [7.67898069036748, 47.57170304679837], [7.678957250986403, 47.57170979554569], [7.678617867752262, 47.57147064300479], [7.678396547227078, 47.5716139735337], [7.678370177389624, 47.57163105298307], [7.678212925163791, 47.57173286202436], [7.678418880673594, 47.57187523974987], [7.679037300505238, 47.572302765278366], [7.679037396003459, 47.572297422817954], [7.679037637689984, 47.572292080055384], [7.679038025605355, 47.57228674598427], [7.679038572998788, 47.572281411583546], [7.679039266620979, 47.57227608587424], [7.679040119802312, 47.57227077782256], [7.679041119171726, 47.57226546946871], [7.679042278140791, 47.57226018776609], [7.679043570048592, 47.57225491478236], [7.679045021515363, 47.57224965945627], [7.679046632581647, 47.57224443078135], [7.679048376627139, 47.572239219818975], [7.679050280272056, 47.57223403550781], [7.679052316896104, 47.572228868909136], [7.679054513160093, 47.57222373795529], [7.679056855733555, 47.572218633680066], [7.67905934461645, 47.572213556083504], [7.679061966600107, 47.57220852318027], [7.679064734893127, 47.57220351695565], [7.679067649536071, 47.57219854640326], [7.679070710569495, 47.5721936205168], [7.679073904662951, 47.57218873032996], [7.679077231857, 47.57218388483643], [7.679080705441439, 47.57217908400869], [7.679084312126418, 47.572174327874265], [7.679088051952515, 47.57216962542671], [7.679091924879097, 47.572164967672414], [7.679095930946739, 47.57216036360499], [7.67910007015542, 47.57215581322439], [7.679104329215305, 47.57215131655814], [7.679108734706009, 47.5721468735512], [7.679113246798671, 47.57214249327967], [7.679117892032298, 47.572138166694906], [7.679122657198269, 47.572133911811655], [7.679127542215367, 47.572129710642685], [7.679132547124183, 47.572125572181555], [7.679137671965321, 47.572121505421876], [7.67914290344896, 47.57211751039108], [7.679148254824288, 47.57211357806817], [7.679153712842121, 47.57210971747407], [7.67915929079225, 47.57210592858141], [7.679164962095074, 47.57210221144512], [7.679170753370802, 47.57209857500382], [7.679176637999225, 47.57209501031884], [7.679182616020975, 47.57209152638376], [7.679188700685225, 47.572088114177504], [7.679194878783432, 47.57208479171479], [7.679201150234368, 47.572081541008295], [7.679207515119272, 47.57207838004534], [7.67921397339755, 47.57207529983223], [7.679220511779421, 47.572072300396485], [7.679227130305518, 47.57206939073162], [7.679233842265659, 47.57206657081022], [7.679240621039654, 47.572063831693605], [7.679247479998561, 47.572061191341504], [7.679254419061163, 47.57205863176666], [7.67926142501894, 47.57205617098381], [7.679268497831294, 47.572053799999374], [7.679275650788043, 47.572051518785706], [7.679282857350264, 47.57204933639153], [7.67929011747736, 47.57204724382317], [7.679297444459153, 47.57204524105308], [7.679304825087152, 47.5720433460961], [7.679312259280125, 47.572041540964854], [7.679673629050788, 47.57198365559639], [7.679520126849829, 47.57154785058874]]], ""type"": ""Polygon""}";hinweisend;FALSE;;43595208717849402896564225;Rechtskraft;2008-12-02T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/290.html;ZP Gesamtrevision Bettingen;
43659938342804049713184769;Naturobjekt;47.571682980631714, 7.670272855846218;"{""coordinates"": [[[7.672162259968927, 47.57326270197958], [7.671925521969558, 47.572664960751986], [7.672291445876821, 47.57246391851426], [7.672493052010682, 47.57239655524399], [7.672508939078965, 47.57233424188747], [7.672512518906093, 47.572320204508046], [7.672433479026459, 47.57221624325272], [7.672392560450957, 47.57211050553026], [7.672361294060538, 47.57196317048641], [7.67228009456733, 47.57176659624804], [7.672276653065813, 47.57174854379426], [7.672230828818331, 47.57150889952666], [7.672194797424683, 47.571423378747156], [7.672137854483748, 47.57131808679039], [7.672111714446062, 47.57126976209511], [7.672098540923733, 47.571199232881135], [7.672131861703887, 47.57094836739169], [7.672189534720427, 47.570795889149466], [7.672190144884643, 47.57069862093426], [7.672173776857848, 47.57065725574209], [7.672161272257866, 47.57064532820371], [7.672125813735552, 47.570611520071346], [7.67196901980151, 47.570537816443775], [7.671907055446397, 47.57048729712962], [7.671887260794935, 47.57043723285239], [7.67187726234887, 47.57031473155389], [7.671888839838051, 47.57008458619888], [7.671901947156981, 47.570012646179904], [7.671908526830351, 47.56997655020496], [7.671996869486333, 47.56978726217662], [7.672003468031712, 47.569779766167976], [7.672010292885932, 47.569772359641924], [7.672017330759721, 47.56976504262528], [7.672024581692417, 47.56975782411154], [7.672032032394764, 47.56975070412733], [7.672039696155934, 47.56974368264598], [7.67204757301529, 47.56973676866106], [7.67205563639438, 47.569729962225885], [7.672063912871589, 47.56972326328707], [7.672072375907887, 47.56971668089152], [7.672081038792459, 47.56971021501255], [7.672089874907486, 47.569703856709815], [7.672098910949588, 47.56969763291085], [7.672108120222119, 47.56969151668804], [7.672117502843331, 47.569685535022245], [7.672127058773818, 47.56967967891981], [7.672136788013585, 47.56967394838068], [7.672146690602067, 47.56966835239844], [7.672156753250088, 47.56966289099971], [7.672166962668497, 47.569657564211205], [7.672177332146508, 47.56965237200608], [7.672187861763009, 47.56964733237168], [7.672198524860809, 47.56964242737401], [7.672209334768571, 47.569637665980004], [7.672220278197157, 47.569633048216296], [7.672231355186063, 47.569628583076465], [7.672242565695907, 47.56962426156682], [7.672253896516443, 47.569620101701375], [7.672265347568874, 47.56961608549271], [7.672276918932138, 47.56961223092818], [7.672288597238249, 47.56960852004706], [7.672300382605618, 47.56960497983033], [7.672441311211859, 47.569582787953806], [7.672486621831156, 47.56958750850667], [7.6723380496607, 47.56953042720044], [7.672304903697, 47.56952985523703], [7.672256614424949, 47.56949742196421], [7.672209346897614, 47.56946765775288], [7.672258028136844, 47.56938038390091], [7.672165493335164, 47.56928598280408], [7.672165068714791, 47.56928612755605], [7.672163344131889, 47.56928378365846], [7.671987966871574, 47.56910489085138], [7.672154073549192, 47.569030314364916], [7.672326930871281, 47.56909212278997], [7.672565626151632, 47.56906986020606], [7.672604902428789, 47.56904417609689], [7.67222395524508, 47.56871070820584], [7.672099561654928, 47.568642191975805], [7.671941756802657, 47.56861852235521], [7.671765048361656, 47.56864190956802], [7.671601254624504, 47.568710401122765], [7.671556565410584, 47.56872908063351], [7.671528791285272, 47.56875037041383], [7.671393297661807, 47.56885421327072], [7.671192379293471, 47.569070284471714], [7.670850197299136, 47.56934177786785], [7.670501919994212, 47.5696181569629], [7.670520439657997, 47.569668772646736], [7.670526715395622, 47.5697091958762], [7.67050540097231, 47.56974316265493], [7.670479032981838, 47.56977019635432], [7.670383645151248, 47.569841157967055], [7.67026274865512, 47.5699382250832], [7.670186301561039, 47.570007035288675], [7.670158141331596, 47.57004067386484], [7.67007153102836, 47.57015311473241], [7.670037392788273, 47.570190362655616], [7.669979914025299, 47.57024500586064], [7.669672651303852, 47.57049080310051], [7.66946451679672, 47.57066393151918], [7.669373312002963, 47.57072870529143], [7.669294916897966, 47.57078705006942], [7.669261666309903, 47.5707716917815], [7.669343797021461, 47.57071056056054], [7.669433571391664, 47.5706469048693], [7.66964195757362, 47.57047357814374], [7.66994841249951, 47.57022843013747], [7.670004236868661, 47.570175346150634], [7.670036880461319, 47.57013972007856], [7.670123028231175, 47.57002786474824], [7.670152867537946, 47.569992226234355], [7.670231578242612, 47.56992136997089], [7.670351839103744, 47.56982481679457], [7.670444872032536, 47.56975628820337], [7.670471226705148, 47.56972924554447], [7.670483774708485, 47.56970547712952], [7.670484418364958, 47.56970374905346], [7.670484889105188, 47.56970198534721], [7.670485200335824, 47.56970021296514], [7.670485338767666, 47.569698431933794], [7.670485304400742, 47.569696642253135], [7.670485110602542, 47.56969486188395], [7.670484744123018, 47.56969309984639], [7.670484204923051, 47.56969134714678], [7.670483506409281, 47.56968963073953], [7.670482648542561, 47.56968794163109], [7.670481631362067, 47.56968628881498], [7.670480454946076, 47.56968469027856], [7.670479145872991, 47.56968314596879], [7.670477677564431, 47.56968165593865], [7.670476076677072, 47.56968023812246], [7.67047434321092, 47.5696788925202], [7.670472490494302, 47.56967762809903], [7.670470518488091, 47.569676435865304], [7.67046844059889, 47.569675342773344], [7.67046625674842, 47.56967433083602], [7.670463980343277, 47.56967342700769], [7.670461637883576, 47.56967261324811], [7.670459216158378, 47.56967190757099], [7.670456728456873, 47.569671309949904], [7.670454188068235, 47.56967082035832], [7.670451608281647, 47.5696704387698], [7.670449002425431, 47.5696701741514], [7.670446370499561, 47.569670026503246], [7.670443739043279, 47.56966998677862], [7.670441094767376, 47.56967005500409], [7.670438477617677, 47.5696702490874], [7.670435874226715, 47.56967055106789], [7.669886729782224, 47.570055504750165], [7.669675820601968, 47.57017050373907], [7.669476185159954, 47.57023455756768], [7.669262939955654, 47.57028306092376], [7.669244213879909, 47.570295059685016], [7.669225647812901, 47.57030718403802], [7.669207268294413, 47.57031942493651], [7.669189062074013, 47.57033179140048], [7.668835083212848, 47.57057468407556], [7.668655104628789, 47.570698181976724], [7.668520984756849, 47.57079021891573], [7.668170073807165, 47.57103098092829], [7.668105994443404, 47.571074951678455], [7.668102004089445, 47.57107723495796], [7.668028799146565, 47.57111917309883], [7.667984202711096, 47.57114473121299], [7.66814673689451, 47.57128080025401], [7.667994663921169, 47.57139530228567], [7.667734756853877, 47.57158701165253], [7.667695721734179, 47.57162340510882], [7.667504793512324, 47.5717300595228], [7.6675357854115, 47.5717548121838], [7.667556015749738, 47.57174318848241], [7.667780710194692, 47.57192317785417], [7.667549918895879, 47.57207488836329], [7.667872152753061, 47.572406931004764], [7.66804854720014, 47.572696198551306], [7.668107704163446, 47.57304861705711], [7.668039399069191, 47.573361813544984], [7.668161248138508, 47.57361574419719], [7.668299308650195, 47.57365294848123], [7.668738262911248, 47.57377033926783], [7.66911602892689, 47.573951929743835], [7.669258618796995, 47.573920618896366], [7.670176199685025, 47.573590400252684], [7.671690874651667, 47.573713494326924], [7.672162259968927, 47.57326270197958]]], ""type"": ""Polygon""}";hinweisend;FALSE;;43595208717849402896564225;Rechtskraft;2008-12-02T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/290.html;ZP Gesamtrevision Bettingen;
43659901449315902294081537;Naturobjekt;47.56631708076394, 7.673381391569745;"{""coordinates"": [[[7.673422712921232, 47.566615842284655], [7.67370291881214, 47.56586069364879], [7.673565891247428, 47.56597565852622], [7.673543341425759, 47.56596674631942], [7.673195792715219, 47.56631891359097], [7.673157268485724, 47.56635794310373], [7.673041248464505, 47.56653955345036], [7.673422712921232, 47.566615842284655]]], ""type"": ""Polygon""}";hinweisend;FALSE;;43595208717849402896564225;Rechtskraft;2008-12-02T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/290.html;ZP Gesamtrevision Bettingen;
43659864555827754874978305;Naturobjekt;47.57519319123544, 7.665021234598965;"{""coordinates"": [[[7.665051153329721, 47.57537193993884], [7.665220146134866, 47.57510344596174], [7.665074355782534, 47.57508663278202], [7.664943213263458, 47.57506077025222], [7.664934456431382, 47.57505804420788], [7.664853343254256, 47.57517691871832], [7.66485231327203, 47.57517849461751], [7.66485138976711, 47.57518010628439], [7.664850546081984, 47.575181735783495], [7.664849795507231, 47.57518338308897], [7.664849138042863, 47.57518504820078], [7.664848586979456, 47.57518673109307], [7.664848115697691, 47.57518842282394], [7.664847750816913, 47.575190132335365], [7.664847479008361, 47.57519185065949], [7.664847300233865, 47.57519356880272], [7.664847227822199, 47.57519529573286], [7.664847248406422, 47.57519701348853], [7.66484737535349, 47.575198740031], [7.664847582005875, 47.575200457424884], [7.664847908273536, 47.57520217458617], [7.664848314208342, 47.575203873605204], [7.664848826429669, 47.57520556342383], [7.664849418318162, 47.57520723510024], [7.664850116493184, 47.57520889757626], [7.664850907625981, 47.57521054188413], [7.66485179167836, 47.575212159030265], [7.664852768650345, 47.57521374901465], [7.664853838580115, 47.575215320830914], [7.664854988100722, 47.57521685651759], [7.664856230540944, 47.575218365042524], [7.664857552572021, 47.5752198374379], [7.664858954193939, 47.57522127370376], [7.664860435406713, 47.57522267384004], [7.664862009500927, 47.575224037820945], [7.664863649857227, 47.5752253567045], [7.6648653565138, 47.57522663948437], [7.664867142684853, 47.5752278681474], [7.664925014074684, 47.57526628459199], [7.664908807035661, 47.575277468293564], [7.665051153329721, 47.57537193993884]]], ""type"": ""Polygon""}";hinweisend;FALSE;;43595208717849402896564225;Rechtskraft;2008-12-02T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/290.html;ZP Gesamtrevision Bettingen;
43659809215595533746323457;Naturobjekt;47.574002918728056, 7.667716409557217;"{""coordinates"": [[[7.666673137181108, 47.57411649883755], [7.66669648119026, 47.57416758225568], [7.666753042056102, 47.574278570522694], [7.666801041196409, 47.57437647173165], [7.668904665828447, 47.57387671127902], [7.668715292194402, 47.57379071945632], [7.668275702050161, 47.57367074864643], [7.666673137181108, 47.57411649883755]]], ""type"": ""Polygon""}";hinweisend;FALSE;;43595208717849402896564225;Rechtskraft;2008-12-02T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/290.html;ZP Gesamtrevision Bettingen;
43660436404894039871078401;BP;47.57315804555318, 7.678413914896622;"{""coordinates"": [[[7.678290831136009, 47.5731243699366], [7.678259594263541, 47.57312031517538], [7.678238425457847, 47.57319176880724], [7.678307215837618, 47.57320070173181], [7.678294342466747, 47.57324608351405], [7.678429809070002, 47.57326368380338], [7.678437671668104, 47.573235957987066], [7.678532552842187, 47.57324829056765], [7.678570058121731, 47.5731391915072], [7.678583910644601, 47.57308995836594], [7.678498710483047, 47.573078846995024], [7.678392260401697, 47.57306500930377], [7.678381994701167, 47.573063744363765], [7.67837170306868, 47.57306262337557], [7.678361372133176, 47.57306162837934], [7.678351015265562, 47.57306077733496], [7.678340632425289, 47.57306006124873], [7.678330236902314, 47.57305948009335], [7.678319828737032, 47.57305904286233], [7.678309407888885, 47.573058740562125], [7.678290831136009, 47.5731243699366]]], ""type"": ""Polygon""}";Festlegung;FALSE;BP 189;43619189483437679460761601;Rechtskraft;2009-12-01T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/289.html;BP 189 St.Chrischona;
43660307277685523904217089;BP;47.56981015371645, 7.662336950239215;"{""coordinates"": [[[7.66319482243692, 47.569894469527675], [7.663196616107303, 47.56989437612837], [7.663257234962544, 47.56969405908287], [7.66323851280641, 47.56969149604642], [7.663219764339027, 47.56968899601374], [7.663201002811633, 47.56968654996548], [7.66318222829997, 47.56968417588899], [7.66316344072817, 47.56968185579689], [7.663144626844863, 47.569679598708525], [7.663125799939189, 47.56967740459823], [7.663106960011092, 47.569675273466004], [7.663088107060496, 47.56967320531179], [7.663069227798142, 47.56967120016123], [7.663050348764483, 47.569669248969475], [7.663031443456809, 47.56966736977497], [7.663012538377713, 47.56966554453923], [7.662993607024465, 47.569663791300805], [7.662974662610465, 47.569662092046705], [7.662955718462705, 47.56966045574497], [7.662936056737397, 47.56965882981738], [7.662916381989079, 47.56965726686751], [7.662896694255544, 47.569655775889025], [7.662877006788052, 47.56965434786264], [7.662857293008149, 47.569652982839685], [7.662837579569841, 47.56965169875606], [7.662817853070326, 47.56965046865652], [7.662798113585203, 47.56964931052838], [7.662778374365774, 47.569648215352345], [7.662758622160593, 47.56964719214767], [7.662738870258774, 47.56964624088867], [7.662719105333229, 47.56964535260743], [7.662699327383875, 47.569644527303886], [7.66267954973766, 47.56964377394606], [7.662659772356688, 47.56964308354033], [7.662639981989507, 47.56964246510595], [7.662618623611559, 47.56964187666812], [7.662597265536496, 47.569641360175446], [7.662575894512835, 47.56964092464717], [7.662554523829668, 47.56964057005772], [7.662533153449107, 47.56964028741345], [7.66251178344664, 47.569640094701604], [7.66249040041962, 47.56963996496688], [7.66246903105969, 47.569639925139036], [7.662438373008235, 47.569640011100695], [7.662407728887948, 47.56964024992051], [7.662377085447125, 47.56964065061775], [7.662346442685508, 47.56964121319236], [7.662323215254625, 47.56964175250805], [7.662300001489967, 47.56964238172992], [7.662276801391422, 47.56964310085796], [7.662253588418226, 47.56964391893696], [7.66223040240009, 47.5696448268966], [7.662207203469322, 47.56964582481347], [7.662184031493373, 47.56964691261109], [7.66216085989375, 47.569648090340436], [7.662137635664444, 47.56964939407826], [7.662114425251262, 47.56965082369682], [7.662091228654038, 47.56965237919616], [7.662068045872618, 47.56965406057624], [7.662044890196015, 47.56965586781162], [7.662021761624085, 47.569657800902306], [7.661998660194356, 47.56965986884195], [7.661975572542069, 47.56966205366876], [7.661959764880536, 47.56966363093191], [7.661943970733404, 47.56966526212921], [7.661928190138317, 47.56966695625432], [7.66191242309521, 47.56966871330725], [7.661896669566361, 47.569670524294374], [7.661880929589392, 47.56967239820935], [7.661865203126574, 47.56967432605849], [7.661849503504734, 47.56967631681002], [7.661833817434616, 47.56967837048933], [7.661818144878509, 47.56968047810296], [7.661802485874021, 47.56968264864439], [7.661786853672639, 47.56968487309455], [7.661771235022781, 47.569687160472576], [7.661755629886731, 47.569689501784865], [7.661740051591305, 47.56969190599957], [7.66172448684724, 47.56969437314213], [7.66170894890605, 47.56969689419351], [7.661693437767683, 47.56969946915368], [7.661677940180537, 47.56970210704176], [7.661662469433764, 47.56970480783229], [7.661647012200467, 47.56970756255714], [7.661631581769807, 47.56971037119076], [7.661616178179377, 47.56971324272691], [7.661600801429132, 47.5697161771655], [7.661585438192172, 47.569719165538444], [7.661570101757667, 47.569722207820256], [7.661554805414798, 47.56972530398548], [7.661539522660328, 47.56972847207235], [7.661524266670564, 47.56973168507443], [7.661509037520692, 47.56973496097907], [7.661493835173067, 47.56973829079264], [7.661478659665248, 47.56974168350878], [7.661593388357256, 47.56988507527936], [7.661727208411428, 47.57005239856143], [7.661737525382311, 47.57005027424962], [7.661747882672147, 47.57004825778411], [7.661758280243324, 47.57004634017121], [7.661768731460515, 47.57004453937278], [7.661779222996828, 47.57004284642052], [7.661789741563034, 47.570041261340045], [7.661800300448478, 47.57003978410581], [7.661810886363943, 47.57003841474324], [7.661919364834973, 47.57002503981105], [7.66192764014198, 47.570024088582905], [7.661935942517224, 47.57002325422054], [7.661944285325431, 47.57002255468562], [7.661952628661108, 47.57002198106103], [7.66196099910289, 47.57002153329574], [7.661969383361544, 47.570021211415245], [7.661977781474834, 47.57002102441325], [7.661986166826547, 47.570020963347055], [7.661994565995321, 47.57002102816571], [7.662002965729617, 47.570021227888304], [7.662011339375534, 47.570021544578616], [7.662019713587111, 47.57002199617289], [7.662028061748122, 47.57002257372853], [7.662036397147911, 47.570023277220024], [7.662044706534963, 47.570024115666534], [7.662052976544636, 47.57002507110629], [7.662062683230761, 47.57002636554745], [7.662072337476746, 47.57002783096898], [7.662081939282668, 47.570029467370965], [7.662091462107761, 47.570031283798], [7.662095957847905, 47.57003221950268], [7.662100414022072, 47.570033227232805], [7.662104830630288, 47.57003430698849], [7.662109220961842, 47.570035458744194], [7.662113558400469, 47.57003667355726], [7.662117856273174, 47.57003796039585], [7.66212211457998, 47.570039319259934], [7.662126319993894, 47.57004074118152], [7.662199367968118, 47.56994479982879], [7.6623600024025, 47.56993667550573], [7.662486875682696, 47.56993026177345], [7.66262186700816, 47.56992343654979], [7.662909866155885, 47.569908887504205], [7.66319482243692, 47.569894469527675]]], ""type"": ""Polygon""}";Festlegung;FALSE;BP 188-Ziff.1b;43619244823669900589416449;Rechtskraft;2009-12-01T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/287.html;BP 188-Ziff.1b Dorf;
43660381064661818742423553;BP;47.568925988242356, 7.67306946860603;"{""coordinates"": [[[7.672914891560729, 47.56841099695479], [7.672818442381079, 47.56843269516261], [7.672693954448622, 47.56846070034934], [7.672569493002043, 47.56848871434219], [7.672262168817537, 47.56855786415779], [7.67225068954245, 47.56860994285696], [7.672416856467738, 47.56875243824431], [7.672547701744261, 47.56886465062697], [7.672669316647118, 47.5689689309843], [7.67290309030348, 47.56916940701336], [7.673010126547248, 47.5692611971116], [7.673104824023762, 47.56934239939608], [7.673279079261178, 47.569491802374856], [7.673281266524808, 47.569493578718294], [7.673283586363183, 47.56949528284453], [7.673286038697082, 47.56949689676627], [7.673288596987819, 47.569498429530746], [7.673291274484918, 47.56949987211753], [7.673294071148772, 47.56950121553296], [7.673296947111917, 47.56950245985745], [7.67329992895264, 47.569503605037404], [7.673302976763865, 47.569504642159636], [7.673306117123882, 47.569505571170446], [7.67330931016522, 47.56950639215026], [7.673312569137398, 47.569507096078674], [7.673315880790851, 47.569507691976185], [7.673319218507649, 47.56950817090262], [7.673322608826447, 47.56950852381084], [7.673325998669858, 47.56950876879534], [7.673329414536925, 47.56950888781521], [7.673332843217707, 47.569508898884486], [7.673336258054635, 47.56950878406964], [7.673339659047692, 47.569508543370524], [7.673343046276092, 47.56950819477453], [7.673346393121893, 47.56950772934165], [7.67334969954544, 47.569507138078215], [7.67335296562597, 47.56950643897142], [7.67335616474552, 47.56950562308146], [7.673359296943714, 47.56950469940176], [7.673362362260146, 47.569503676926104], [7.673365347326417, 47.569502537694056], [7.673368238932601, 47.56950129971959], [7.67337102378954, 47.569499963029635], [7.673373715186384, 47.56949852759736], [7.673376286584447, 47.56949700247002], [7.673640335104238, 47.56933222604143], [7.67380280025514, 47.569230853274476], [7.673804986641494, 47.56922941885298], [7.673807093015325, 47.56922792163723], [7.673809079509388, 47.56922636170784], [7.67381095941277, 47.569224739037814], [7.67381273272547, 47.5692230536273], [7.673814386237817, 47.569221323490396], [7.673815919910115, 47.56921953963345], [7.673817333782081, 47.56921771105017], [7.673818614604337, 47.56921584676099], [7.673819775626274, 47.56921393774543], [7.673820803598527, 47.569211993024034], [7.673821698560813, 47.56921002159042], [7.67382246051315, 47.56920802344456], [7.673823089495245, 47.569206007580156], [7.673823572218042, 47.569203974024035], [7.673823921970633, 47.569201922749336], [7.673824125503666, 47.56919986277661], [7.673824196145928, 47.569197803072534], [7.673824133897438, 47.56919574363716], [7.673823925469136, 47.56919368449736], [7.673823570900756, 47.569191634646785], [7.673823083481365, 47.56918959405857], [7.673822463290398, 47.56918758071994], [7.673821696959391, 47.56918557667048], [7.673820811185619, 47.569183608837406], [7.673819779351232, 47.56918166828083], [7.673818614745325, 47.56917975497382], [7.673817330736383, 47.56917788687686], [7.673815914035353, 47.56917606401673], [7.673814377891601, 47.569174277372916], [7.673812735673614, 47.5691725449059], [7.673810960803264, 47.569170866669374], [7.673636521333889, 47.569012938800256], [7.673596734273259, 47.568976927389066], [7.673385884774183, 47.56878601176967], [7.673365978098479, 47.56876800155129], [7.673346084725248, 47.568749991302596], [7.673262775490771, 47.568674558182686], [7.673163282413382, 47.5685844798848], [7.672989073541484, 47.56842673941805], [7.672987472783133, 47.56842535761051], [7.672985805738695, 47.56842401191134], [7.672984059158858, 47.568422711340986], [7.672982233083184, 47.56842146489308], [7.672980340760996, 47.56842026354725], [7.672978382231848, 47.56841911629705], [7.672976357456181, 47.56841801414891], [7.672974266513114, 47.56841697509006], [7.672972122651965, 47.56841599010014], [7.672969912583845, 47.56841505920581], [7.672967662926079, 47.56841419134731], [7.672965360350214, 47.568413377557604], [7.672963018184683, 47.56841262680371], [7.672960623140602, 47.568411939112316], [7.672958201835277, 47.568411323423526], [7.672955740900706, 47.56841076177684], [7.672953253704883, 47.56841027213274], [7.672950726919355, 47.56840984552441], [7.672948187121873, 47.568409481898264], [7.672945634351985, 47.56840919024794], [7.672943055281245, 47.568408961606586], [7.672940476566506, 47.56840881390791], [7.672937884800226, 47.56840872019782], [7.672935293350378, 47.568408698436734], [7.672932688928069, 47.56840874865151], [7.672930111399923, 47.568408870761836], [7.672927520859749, 47.56840905585432], [7.672924957213717, 47.56840931284233], [7.672922407133392, 47.56840963275901], [7.672919870658314, 47.56841002459797], [7.672917374326687, 47.568410479312035], [7.672914891560729, 47.56841099695479]]], ""type"": ""Polygon""}";Festlegung;FALSE;BP 188-Ziff.1b;43619244823669900589416449;Rechtskraft;2009-12-01T00:00:00+00:00;https://oereblex.bs.ch/api/geolinks/287.html;BP 188-Ziff.1b Dorf;
