id_platz;typ;strasse;tarif;anzvelos;anschliess;gedeckt;zugang;infos;cargovelo;bikeride;velospot;geo_point_2d;geo_shape
857;Velos/Motorräder;Mülhauserstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.56870849129946, 7.58044613532727;"{""coordinates"": [7.58044613532727, 47.56870849129946], ""type"": ""Point""}"
862;Velos/Motorräder;Lothringerstrasse;Gebührenfrei;14;anschliessbar;nein;;;;nein;;47.57071050297303, 7.575224703054277;"{""coordinates"": [7.575224703054277, 47.57071050297303], ""type"": ""Point""}"
864;Velos/Motorräder;Lothringerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57038471914555, 7.5755133410701205;"{""coordinates"": [7.575513341070121, 47.57038471914555], ""type"": ""Point""}"
865;Velos/Motorräder;Vogesenstrasse;Gebührenfrei;8;teilweise anschliessbar;nein;;;;nein;;47.5699561341748, 7.574002374271769;"{""coordinates"": [7.574002374271769, 47.5699561341748], ""type"": ""Point""}"
866;Velos/Motorräder;Landskronstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.568261688889216, 7.576504239287059;"{""coordinates"": [7.576504239287059, 47.568261688889216], ""type"": ""Point""}"
875;Velos/Motorräder;Sommergasse;Gebührenfrei;5;nicht anschliessbar;nein;;;;nein;;47.56438455767313, 7.573869878900447;"{""coordinates"": [7.573869878900447, 47.56438455767313], ""type"": ""Point""}"
877;Velos/Motorräder;Kohlenberg;Gebührenfrei;15;nicht anschliessbar;nein;;;;nein;;47.55439001764014, 7.587705738832261;"{""coordinates"": [7.587705738832261, 47.55439001764014], ""type"": ""Point""}"
881;Velos/Motorräder;Ahornstrasse;Gebührenfrei;10;teilweise anschliessbar;nein;;;;nein;;47.55746959965754, 7.572704373742292;"{""coordinates"": [7.572704373742292, 47.55746959965754], ""type"": ""Point""}"
884;Velos/Motorräder;Jungstrasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.56718647399275, 7.578753851437381;"{""coordinates"": [7.578753851437381, 47.56718647399275], ""type"": ""Point""}"
887;Velos/Motorräder;Falkensteinerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.53810532633822, 7.600762079826043;"{""coordinates"": [7.600762079826043, 47.53810532633822], ""type"": ""Point""}"
888;Velos/Motorräder;Arlesheimerstrasse;Gebührenfrei;9;teilweise anschliessbar;nein;;;;nein;;47.538605806944474, 7.601346869775561;"{""coordinates"": [7.601346869775561, 47.538605806944474], ""type"": ""Point""}"
893;Velos/Motorräder;Hardstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.54842088974008, 7.608557598971521;"{""coordinates"": [7.608557598971521, 47.54842088974008], ""type"": ""Point""}"
896;Velos/Motorräder;Hochstrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.54448499214331, 7.595450487001281;"{""coordinates"": [7.595450487001281, 47.54448499214331], ""type"": ""Point""}"
899;Velos/Motorräder;Sempacherstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.542802688249495, 7.586946946094647;"{""coordinates"": [7.586946946094647, 47.542802688249495], ""type"": ""Point""}"
900;Velos/Motorräder;Blauensteinerstrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.5444934859637, 7.582327318791533;"{""coordinates"": [7.582327318791533, 47.5444934859637], ""type"": ""Point""}"
907;Velos/Motorräder;Homburgerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55630057855296, 7.612245937545928;"{""coordinates"": [7.612245937545928, 47.55630057855296], ""type"": ""Point""}"
908;Velos/Motorräder;Birsstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.55170099591109, 7.621063286529124;"{""coordinates"": [7.621063286529124, 47.55170099591109], ""type"": ""Point""}"
912;Velos/Motorräder;Waldenburgerstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.55458001097505, 7.609216067551142;"{""coordinates"": [7.609216067551142, 47.55458001097505], ""type"": ""Point""}"
913;Velos/Motorräder;St.Alban-Vorstadt;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.55460552632084, 7.5962092101515895;"{""coordinates"": [7.596209210151589, 47.55460552632084], ""type"": ""Point""}"
918;Velos/Motorräder;Aeschenplatz;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.55189157512763, 7.596161307396595;"{""coordinates"": [7.596161307396595, 47.55189157512763], ""type"": ""Point""}"
920;Velos/Motorräder;Steinenschanze;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.552665763644555, 7.5858307019619176;"{""coordinates"": [7.585830701961918, 47.552665763644555], ""type"": ""Point""}"
922;Velos/Motorräder;Weidengasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55365575974147, 7.606086198669747;"{""coordinates"": [7.606086198669747, 47.55365575974147], ""type"": ""Point""}"
925;Velos/Motorräder;Zürcherstrasse;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.55308200890424, 7.606501086898473;"{""coordinates"": [7.606501086898473, 47.55308200890424], ""type"": ""Point""}"
930;Velos/Motorräder;Buschweilerweg;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.560351687266994, 7.562139745373138;"{""coordinates"": [7.562139745373138, 47.560351687266994], ""type"": ""Point""}"
934;Velos/Motorräder;Steinenring;Gebührenfrei;3;teilweise anschliessbar;nein;;;;nein;;47.55240837480689, 7.577884820552743;"{""coordinates"": [7.577884820552743, 47.55240837480689], ""type"": ""Point""}"
937;Velos/Motorräder;Froburgstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.5560189924244, 7.611678644982202;"{""coordinates"": [7.611678644982202, 47.5560189924244], ""type"": ""Point""}"
939;Velos/Motorräder;General Guisan-Strasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.55172013195729, 7.569645747556227;"{""coordinates"": [7.569645747556227, 47.55172013195729], ""type"": ""Point""}"
943;Velos/Motorräder;Baumgartenweg;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.542575076279356, 7.594926410517687;"{""coordinates"": [7.594926410517687, 47.542575076279356], ""type"": ""Point""}"
944;Velos/Motorräder;Haltingerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.566286071421715, 7.595975712433494;"{""coordinates"": [7.595975712433494, 47.566286071421715], ""type"": ""Point""}"
945;Velos/Motorräder;Claragraben;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.56558340167095, 7.592213610120166;"{""coordinates"": [7.592213610120166, 47.56558340167095], ""type"": ""Point""}"
946;Velos/Motorräder;Allmendstrasse;Gebührenfrei;3;anschliessbar;nein;;;;nein;;47.56576072554834, 7.62165148764278;"{""coordinates"": [7.62165148764278, 47.56576072554834], ""type"": ""Point""}"
948;Velos/Motorräder;Schönaustrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.567943507034805, 7.600607322402253;"{""coordinates"": [7.600607322402253, 47.567943507034805], ""type"": ""Point""}"
950;Velos/Motorräder;Tüllingerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.5686666171146, 7.61718617626622;"{""coordinates"": [7.61718617626622, 47.5686666171146], ""type"": ""Point""}"
954;Velos/Motorräder;Efringerstrasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.570420620217135, 7.596393373882619;"{""coordinates"": [7.596393373882619, 47.570420620217135], ""type"": ""Point""}"
955;Velos/Motorräder;Oetlingerstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.567633045541726, 7.590382280487188;"{""coordinates"": [7.590382280487188, 47.567633045541726], ""type"": ""Point""}"
957;Velos/Motorräder;Mattenstrasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.564491338291624, 7.603535830257215;"{""coordinates"": [7.603535830257215, 47.564491338291624], ""type"": ""Point""}"
963;Velos/Motorräder;Feierabendstrasse;Gebührenfrei;7;anschliessbar;nein;;;;nein;;47.552819410655985, 7.58043393848479;"{""coordinates"": [7.58043393848479, 47.552819410655985], ""type"": ""Point""}"
964;Velos/Motorräder;Gotthelfstrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.55249803755821, 7.569051198352801;"{""coordinates"": [7.569051198352801, 47.55249803755821], ""type"": ""Point""}"
967;Velos/Motorräder;St.Alban-Rheinweg;Gebührenfrei;10;anschliessbar;nein;;;;nein;;47.55613229588099, 7.6107681181444224;"{""coordinates"": [7.610768118144422, 47.55613229588099], ""type"": ""Point""}"
968;Velos/Motorräder;Blotzheimerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.561421370974905, 7.566443562610548;"{""coordinates"": [7.566443562610548, 47.561421370974905], ""type"": ""Point""}"
972;Velos/Motorräder;J.J.Balmer-Strasse;Gebührenfrei;8;teilweise anschliessbar;nein;;;;nein;;47.54102907811289, 7.595089321117991;"{""coordinates"": [7.595089321117991, 47.54102907811289], ""type"": ""Point""}"
974;Velos/Motorräder;Solothurnerstrasse;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.54276990599517, 7.589156392756213;"{""coordinates"": [7.589156392756213, 47.54276990599517], ""type"": ""Point""}"
982;Velos/Motorräder;Malzgasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55313850072333, 7.597462518902465;"{""coordinates"": [7.597462518902465, 47.55313850072333], ""type"": ""Point""}"
984;Velos/Motorräder;Stöberstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.55879531085863, 7.571777746915735;"{""coordinates"": [7.571777746915735, 47.55879531085863], ""type"": ""Point""}"
989;Velos/Motorräder;Largitzenstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.565953312804105, 7.5668171818887355;"{""coordinates"": [7.566817181888736, 47.565953312804105], ""type"": ""Point""}"
992;Velos/Motorräder;Laufenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.539206256916856, 7.597689669821997;"{""coordinates"": [7.597689669821997, 47.539206256916856], ""type"": ""Point""}"
1001;Velos/Motorräder;Zürcherstrasse;Gebührenfrei;5;anschliessbar;nein;;;;nein;;47.55479923712946, 7.611942619869063;"{""coordinates"": [7.611942619869063, 47.55479923712946], ""type"": ""Point""}"
1005;Velos/Motorräder;Emanuel Büchel-Strasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.55045395902053, 7.614033222330681;"{""coordinates"": [7.614033222330681, 47.55045395902053], ""type"": ""Point""}"
1007;Velos/Motorräder;Hirzbodenweg;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.549622324649654, 7.607956551157715;"{""coordinates"": [7.607956551157715, 47.549622324649654], ""type"": ""Point""}"
1014;Velos/Motorräder;Aeschenplatz;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.551926796232095, 7.596100261193032;"{""coordinates"": [7.596100261193032, 47.551926796232095], ""type"": ""Point""}"
1016;Velos/Motorräder;Gundeldingerstrasse;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.54061067519259, 7.591500971643225;"{""coordinates"": [7.591500971643225, 47.54061067519259], ""type"": ""Point""}"
1020;Velos/Motorräder;Hunnenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.58183902639097, 7.593499518120754;"{""coordinates"": [7.593499518120754, 47.58183902639097], ""type"": ""Point""}"
1025;Velos/Motorräder;Thiersteinerrain;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.53554851152529, 7.595002376987859;"{""coordinates"": [7.595002376987859, 47.53554851152529], ""type"": ""Point""}"
1028;Velos/Motorräder;Hebelstrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.56343744617222, 7.57731859337503;"{""coordinates"": [7.57731859337503, 47.56343744617222], ""type"": ""Point""}"
1030;Velos/Motorräder;Bachofenstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.53951554024819, 7.590260073793729;"{""coordinates"": [7.590260073793729, 47.53951554024819], ""type"": ""Point""}"
1031;Velos/Motorräder;Mörsbergerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.568080174523054, 7.593427422261434;"{""coordinates"": [7.593427422261434, 47.568080174523054], ""type"": ""Point""}"
1035;Velos/Motorräder;Gotthelfstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55642995704425, 7.568574271292231;"{""coordinates"": [7.568574271292231, 47.55642995704425], ""type"": ""Point""}"
1039;Velos/Motorräder;Benkenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.548858196523156, 7.573004012968959;"{""coordinates"": [7.573004012968959, 47.548858196523156], ""type"": ""Point""}"
1050;Velos/Motorräder;Birkenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55677923915101, 7.573065444180617;"{""coordinates"": [7.573065444180617, 47.55677923915101], ""type"": ""Point""}"
1054;Velos/Motorräder;Ahornstrasse;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.55747311061264, 7.571285321505764;"{""coordinates"": [7.571285321505764, 47.55747311061264], ""type"": ""Point""}"
1086;Velos/Motorräder;Mülhauserstrasse;Gebührenfrei;8;teilweise anschliessbar;nein;;;;nein;;47.56616480139558, 7.575363999793373;"{""coordinates"": [7.575363999793373, 47.56616480139558], ""type"": ""Point""}"
1089;Velos/Motorräder;Kandererstrasse;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.56570463292176, 7.590576390348898;"{""coordinates"": [7.590576390348898, 47.56570463292176], ""type"": ""Point""}"
1095;Velos/Motorräder;Wasserstrasse;Gebührenfrei;7;teilweise anschliessbar;nein;;;;nein;;47.56983181119242, 7.580365700436151;"{""coordinates"": [7.580365700436151, 47.56983181119242], ""type"": ""Point""}"
1099;Velos/Motorräder;Riehenstrasse;Gebührenfrei;5;teilweise anschliessbar;nein;;;;nein;;47.56446411347212, 7.604796110888218;"{""coordinates"": [7.604796110888218, 47.56446411347212], ""type"": ""Point""}"
1105;Velos/Motorräder;Amerbachstrasse;Gebührenfrei;3;teilweise anschliessbar;nein;;;;nein;;47.56932780870955, 7.592440968217899;"{""coordinates"": [7.592440968217899, 47.56932780870955], ""type"": ""Point""}"
1106;Velos/Motorräder;Amerbachstrasse;Gebührenfrei;3;teilweise anschliessbar;nein;;;;nein;;47.56927797582907, 7.592139864602504;"{""coordinates"": [7.592139864602504, 47.56927797582907], ""type"": ""Point""}"
1115;Velos/Motorräder;Hermann Albrecht-Strasse;Gebührenfrei;3;teilweise anschliessbar;nein;;;;nein;;47.56862615306001, 7.61425907993289;"{""coordinates"": [7.61425907993289, 47.56862615306001], ""type"": ""Point""}"
1119;Velos/Motorräder;Magdenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.56372874883827, 7.6162908349123;"{""coordinates"": [7.6162908349123, 47.56372874883827], ""type"": ""Point""}"
1143;Velos/Motorräder;Belchenstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.55375002758929, 7.574087754627636;"{""coordinates"": [7.574087754627636, 47.55375002758929], ""type"": ""Point""}"
1144;Velos/Motorräder;Lehenmattstrasse;Gebührenfrei;9;anschliessbar;nein;;;;nein;;47.54932576569107, 7.621249872194777;"{""coordinates"": [7.621249872194777, 47.54932576569107], ""type"": ""Point""}"
1145;Velos/Motorräder;Lehenmattstrasse;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.547536706562425, 7.621141384871005;"{""coordinates"": [7.621141384871005, 47.547536706562425], ""type"": ""Point""}"
1150;Velos/Motorräder;Jurastrasse;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.54172742653336, 7.591135597233046;"{""coordinates"": [7.591135597233046, 47.54172742653336], ""type"": ""Point""}"
1158;Velos/Motorräder;Wasgenring;Gebührenfrei;3;teilweise anschliessbar;nein;;;;nein;;47.55962287468015, 7.564519938776713;"{""coordinates"": [7.564519938776713, 47.55962287468015], ""type"": ""Point""}"
1163;Velos/Motorräder;Sevogelstrasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.54824466531295, 7.599664012893909;"{""coordinates"": [7.599664012893909, 47.54824466531295], ""type"": ""Point""}"
1164;Velos/Motorräder;St.Jakobs-Strasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.54547973185335, 7.602933629650739;"{""coordinates"": [7.602933629650739, 47.54547973185335], ""type"": ""Point""}"
1175;Velos/Motorräder;Rosentalstrasse;Gebührenfrei;3;anschliessbar;nein;;;;nein;;47.56500731901986, 7.603895858052092;"{""coordinates"": [7.603895858052092, 47.56500731901986], ""type"": ""Point""}"
1179;Velos/Motorräder;Jägerstrasse;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.56878383598097, 7.602048320168639;"{""coordinates"": [7.602048320168639, 47.56878383598097], ""type"": ""Point""}"
1187;Velos/Motorräder;Kleinhüningerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.57910647189377, 7.590492995727439;"{""coordinates"": [7.590492995727439, 47.57910647189377], ""type"": ""Point""}"
1189;Velos/Motorräder;Kleinhüningerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.577544340845385, 7.589657888936692;"{""coordinates"": [7.589657888936692, 47.577544340845385], ""type"": ""Point""}"
1192;Velos/Motorräder;Knöringerstrasse;Gebührenfrei;4;teilweise anschliessbar;nein;;;;nein;;47.56312523150173, 7.567023574829784;"{""coordinates"": [7.567023574829784, 47.56312523150173], ""type"": ""Point""}"
1198;Velos/Motorräder;Theodorsgraben;Gebührenfrei;8;anschliessbar;nein;;;;nein;;47.55869203962381, 7.598740781869471;"{""coordinates"": [7.598740781869471, 47.55869203962381], ""type"": ""Point""}"
1210;Velos/Motorräder;Birmannsgasse;Gebührenfrei;9;teilweise anschliessbar;nein;;;;nein;;47.557108080197196, 7.575743678233048;"{""coordinates"": [7.575743678233048, 47.557108080197196], ""type"": ""Point""}"
1214;Velos/Motorräder;Schaffhauserrheinweg;Gebührenfrei;4;anschliessbar;nein;;;;nein;;47.55703682052496, 7.599272643704289;"{""coordinates"": [7.599272643704289, 47.55703682052496], ""type"": ""Point""}"
1218;Velos/Motorräder;St.Alban-Anlage;Gebührenfrei;6;anschliessbar;nein;;;;nein;;47.55245460031453, 7.599935328375204;"{""coordinates"": [7.599935328375204, 47.55245460031453], ""type"": ""Point""}"
1223;Velos/Motorräder;Riehenring;Gebührenfrei;6;teilweise anschliessbar;nein;;;;nein;;47.571138313923875, 7.597731915190032;"{""coordinates"": [7.597731915190032, 47.571138313923875], ""type"": ""Point""}"
1229;Velos;Bahnhof SBB Postpassage;Gebührenfrei;53;anschliessbar;ja;;;;nein;;47.546823381216484, 7.591847705438693;"{""coordinates"": [7.591847705438693, 47.546823381216484], ""type"": ""Point""}"
1231;Velostation;Velostation St. Johann;Gebührenfrei;300;anschliessbar;ja;beschränkt;https://www.velostation.ch/de/velostationen/uebersichtskarte/basel-3;;nein;;47.570709254350554, 7.572640816017245;"{""coordinates"": [7.572640816017245, 47.570709254350554], ""type"": ""Point""}"
1238;Velos;Bachgraben;Gebührenfrei;16;anschliessbar;ja;;;ja;ja;;47.56338108254742, 7.556974573315169;"{""coordinates"": [7.556974573315169, 47.56338108254742], ""type"": ""Point""}"
1239;Velos;Brausebad;Gebührenfrei;18;anschliessbar;ja;;;ja;ja;;47.555686472208436, 7.576045710233003;"{""coordinates"": [7.576045710233003, 47.555686472208436], ""type"": ""Point""}"
1247;Veloverleih;St. Johanns-Vorstadt 29;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56378920082788, 7.58420945739519;"{""coordinates"": [7.58420945739519, 47.56378920082788], ""type"": ""Point""}"
1253;Veloverleih;Velospot 1 - Tellstrasse 32;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54307671217432, 7.596189182861699;"{""coordinates"": [7.596189182861699, 47.54307671217432], ""type"": ""Point""}"
1257;Veloverleih;St. Jakobs-Strasse 11;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.550510073911326, 7.59603986377442;"{""coordinates"": [7.59603986377442, 47.550510073911326], ""type"": ""Point""}"
1265;Veloverleih;Claragraben 43;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56065576459659, 7.5959085366009464;"{""coordinates"": [7.595908536600946, 47.56065576459659], ""type"": ""Point""}"
1272;Veloverleih;Clarastrasse 38;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56293313867559, 7.597728735884497;"{""coordinates"": [7.597728735884497, 47.56293313867559], ""type"": ""Point""}"
1275;Veloverleih;Münsterplatz 11;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.555808003065756, 7.591533789611439;"{""coordinates"": [7.591533789611439, 47.555808003065756], ""type"": ""Point""}"
1276;Veloverleih;Münsterplatz 2;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55601701617955, 7.592177835454147;"{""coordinates"": [7.592177835454147, 47.55601701617955], ""type"": ""Point""}"
1298;Veloverleih;Unterer Rheinweg 36;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56320095288828, 7.5888013836498756;"{""coordinates"": [7.588801383649876, 47.56320095288828], ""type"": ""Point""}"
1299;Veloverleih;Rheingasse 31;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.559841477751156, 7.5923866726832;"{""coordinates"": [7.5923866726832, 47.559841477751156], ""type"": ""Point""}"
1301;Veloverleih;Klybeckstrasse 115;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56997856629493, 7.590215547038627;"{""coordinates"": [7.590215547038627, 47.56997856629493], ""type"": ""Point""}"
1321;Veloverleih;General Guisan-Strasse 40;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54946335928868, 7.56444700795233;"{""coordinates"": [7.56444700795233, 47.54946335928868], ""type"": ""Point""}"
1322;Veloverleih;Oberaplstrasse 117;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.551698413381246, 7.5633497891846035;"{""coordinates"": [7.563349789184604, 47.551698413381246], ""type"": ""Point""}"
1324;Veloverleih;Grienstrasse 55;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.561421370974905, 7.566443562610548;"{""coordinates"": [7.566443562610548, 47.561421370974905], ""type"": ""Point""}"
1339;Veloverleih;Metzerstrasse 38;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.564762734190715, 7.57639838127519;"{""coordinates"": [7.57639838127519, 47.564762734190715], ""type"": ""Point""}"
1359;Veloverleih;Rebgasse 6;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56139711338816, 7.593520617584414;"{""coordinates"": [7.593520617584414, 47.56139711338816], ""type"": ""Point""}"
1367;Veloverleih;Kartausgasse;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55884310470936, 7.595742934715356;"{""coordinates"": [7.595742934715356, 47.55884310470936], ""type"": ""Point""}"
1370;Veloverleih;Maiengasse 51;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56131454839199, 7.57802333661771;"{""coordinates"": [7.57802333661771, 47.56131454839199], ""type"": ""Point""}"
1376;Veloverleih;Grenzacherstrasse;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55893694867747, 7.60074350028289;"{""coordinates"": [7.60074350028289, 47.55893694867747], ""type"": ""Point""}"
1383;Veloverleih;Hammerstrasse 45;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.561588549883055, 7.597307296550817;"{""coordinates"": [7.597307296550817, 47.561588549883055], ""type"": ""Point""}"
1384;Veloverleih;Rebgasse 43;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55958175847341, 7.595857088944327;"{""coordinates"": [7.595857088944327, 47.55958175847341], ""type"": ""Point""}"
1385;Veloverleih;Petergasse 3;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56088610701297, 7.5865913859222935;"{""coordinates"": [7.586591385922294, 47.56088610701297], ""type"": ""Point""}"
1386;Veloverleih;Ahornstrasse 40;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55747311061264, 7.571285321505764;"{""coordinates"": [7.571285321505764, 47.55747311061264], ""type"": ""Point""}"
1389;Veloverleih;Drahtzugstrasse 30;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56339404009111, 7.595872952942464;"{""coordinates"": [7.595872952942464, 47.56339404009111], ""type"": ""Point""}"
1392;Veloverleih;Steinenvorstadt 62;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55175318522463, 7.587425112321145;"{""coordinates"": [7.587425112321145, 47.55175318522463], ""type"": ""Point""}"
1411;Veloverleih;Weiherweg 80;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55329001891236, 7.573246009583118;"{""coordinates"": [7.573246009583118, 47.55329001891236], ""type"": ""Point""}"
1412;Veloverleih;Klybeckstrasse 170;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.57017586067384, 7.590478333661125;"{""coordinates"": [7.590478333661125, 47.57017586067384], ""type"": ""Point""}"
1413;Veloverleih;Wiesenschanzweg 30;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.57239683245421, 7.595030268665138;"{""coordinates"": [7.595030268665138, 47.57239683245421], ""type"": ""Point""}"
1424;Veloverleih;Wanderstrasse 129;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.551316514217035, 7.561122732789312;"{""coordinates"": [7.561122732789312, 47.551316514217035], ""type"": ""Point""}"
1425;Veloverleih;Fröschgasse 6;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54567196348706, 7.557440574637713;"{""coordinates"": [7.557440574637713, 47.54567196348706], ""type"": ""Point""}"
1433;Veloverleih;Metzerstrasse 11;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.564126668251035, 7.57821727465577;"{""coordinates"": [7.57821727465577, 47.564126668251035], ""type"": ""Point""}"
1437;Veloverleih;Horburgstrasse 78;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.57081387212662, 7.595204056790831;"{""coordinates"": [7.595204056790831, 47.57081387212662], ""type"": ""Point""}"
1440;Veloverleih;Erlenstrasse 30;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.567943507034805, 7.600607322402253;"{""coordinates"": [7.600607322402253, 47.567943507034805], ""type"": ""Point""}"
1458;Veloverleih;Egliseestrasse 1;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56973138043617, 7.609309264608542;"{""coordinates"": [7.609309264608542, 47.56973138043617], ""type"": ""Point""}"
