id_platz;typ;strasse;tarif;anzvelos;anschliess;gedeckt;zugang;infos;cargovelo;bikeride;velospot;geo_point_2d;geo_shape
1270;Veloverleih;Birsigstrasse 43;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5502607333063, 7.583535781822894;"{""coordinates"": [7.583535781822894, 47.5502607333063], ""type"": ""Point""}"
1278;Veloverleih;Kohlenberggasse 11;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55305240068758, 7.5880534105689;"{""coordinates"": [7.5880534105689, 47.55305240068758], ""type"": ""Point""}"
1279;Veloverleih;Kohlenberggasse 5;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.553984013359994, 7.587860203790875;"{""coordinates"": [7.587860203790875, 47.553984013359994], ""type"": ""Point""}"
1282;Veloverleih;Theodorsgraben 14;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.557869623554176, 7.5980669043914615;"{""coordinates"": [7.598066904391461, 47.557869623554176], ""type"": ""Point""}"
1283;Veloverleih;Theodorsgraben 34;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55869203962381, 7.598740781869471;"{""coordinates"": [7.598740781869471, 47.55869203962381], ""type"": ""Point""}"
1284;Veloverleih;Untere Rebgasse 22;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.562869861482106, 7.592174832206816;"{""coordinates"": [7.592174832206816, 47.562869861482106], ""type"": ""Point""}"
1289;Veloverleih;Güterstrasse 89;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54634762038985, 7.585497495061238;"{""coordinates"": [7.585497495061238, 47.54634762038985], ""type"": ""Point""}"
1296;Veloverleih;Untere Rebgasse 10;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56225667158309, 7.592718796735572;"{""coordinates"": [7.592718796735572, 47.56225667158309], ""type"": ""Point""}"
1297;Veloverleih;Untere Rheingasse 14;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.561368039606236, 7.590697588109779;"{""coordinates"": [7.590697588109779, 47.561368039606236], ""type"": ""Point""}"
1304;Veloverleih;Riehenring 26;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5617244341666, 7.601229470803924;"{""coordinates"": [7.601229470803924, 47.5617244341666], ""type"": ""Point""}"
1306;Veloverleih;St. Alban-Rheinweg 64;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55485379649445, 7.601694412232513;"{""coordinates"": [7.601694412232513, 47.55485379649445], ""type"": ""Point""}"
1307;Veloverleih;Burgfelderstrasse 10;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56250478465899, 7.5728791382230884;"{""coordinates"": [7.572879138223088, 47.56250478465899], ""type"": ""Point""}"
1308;Veloverleih;Klingelbergstrasse 61;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5630712241454, 7.580080378484921;"{""coordinates"": [7.580080378484921, 47.5630712241454], ""type"": ""Point""}"
1311;Veloverleih;Utengasse 25;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55979037929584, 7.593606001736301;"{""coordinates"": [7.593606001736301, 47.55979037929584], ""type"": ""Point""}"
1315;Veloverleih;Dufourstrasse 16;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55394582531197, 7.594652639274191;"{""coordinates"": [7.594652639274191, 47.55394582531197], ""type"": ""Point""}"
1317;Veloverleih;Weiherhofstrasse 154;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54720048167398, 7.557897684322062;"{""coordinates"": [7.557897684322062, 47.54720048167398], ""type"": ""Point""}"
1318;Veloverleih;Neubadstrasse 150;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54630182860284, 7.564655453709645;"{""coordinates"": [7.564655453709645, 47.54630182860284], ""type"": ""Point""}"
1320;Veloverleih;Kaltbrunnenstrasse 1;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54517020932561, 7.575207196857339;"{""coordinates"": [7.575207196857339, 47.54517020932561], ""type"": ""Point""}"
1327;Veloverleih;Sundgauerstrasse 2;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56461801314288, 7.56346937625172;"{""coordinates"": [7.56346937625172, 47.56461801314288], ""type"": ""Point""}"
1328;Veloverleih;Burgfelderstrasse 65;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.564304031875956, 7.568918619805108;"{""coordinates"": [7.568918619805108, 47.564304031875956], ""type"": ""Point""}"
1330;Veloverleih;Gotthelfstrasse 98;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55677199557281, 7.568632604563757;"{""coordinates"": [7.568632604563757, 47.55677199557281], ""type"": ""Point""}"
1333;Veloverleih;Rütimeyerplatz 2;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54943750093808, 7.576214016830635;"{""coordinates"": [7.576214016830635, 47.54943750093808], ""type"": ""Point""}"
1336;Veloverleih;Gasstrasse 99;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56959280093757, 7.575954641856281;"{""coordinates"": [7.575954641856281, 47.56959280093757], ""type"": ""Point""}"
1338;Veloverleih;Kannenfeldplatz;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56606869850153, 7.573179371671883;"{""coordinates"": [7.573179371671883, 47.56606869850153], ""type"": ""Point""}"
1341;Veloverleih;Spalenring 126;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55604878278707, 7.575443038494754;"{""coordinates"": [7.575443038494754, 47.55604878278707], ""type"": ""Point""}"
1342;Veloverleih;Bundesstrasse 1;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.552845930824475, 7.577060320697858;"{""coordinates"": [7.577060320697858, 47.552845930824475], ""type"": ""Point""}"
1344;Veloverleih;Blauensteinerstrasse 5;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5444934859637, 7.582327318791533;"{""coordinates"": [7.582327318791533, 47.5444934859637], ""type"": ""Point""}"
1345;Veloverleih;Im Margarethenletten 1;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54677398132604, 7.582437089275472;"{""coordinates"": [7.582437089275472, 47.54677398132604], ""type"": ""Point""}"
1346;Veloverleih;Gempenstrasse 78;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54285744195916, 7.585548457395042;"{""coordinates"": [7.585548457395042, 47.54285744195916], ""type"": ""Point""}"
1352;Veloverleih;Engelgasse 82;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54978209647069, 7.600797403277061;"{""coordinates"": [7.600797403277061, 47.54978209647069], ""type"": ""Point""}"
1354;Veloverleih;Aeschenplatz;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.551926796232095, 7.596100261193032;"{""coordinates"": [7.596100261193032, 47.551926796232095], ""type"": ""Point""}"
1355;Veloverleih;Birsig-Parkplatz 31;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.552334258545855, 7.58908845047889;"{""coordinates"": [7.58908845047889, 47.552334258545855], ""type"": ""Point""}"
1357;Veloverleih;Petersgraben 49;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55777458796409, 7.5844180308225315;"{""coordinates"": [7.584418030822532, 47.55777458796409], ""type"": ""Point""}"
1358;Veloverleih;Schifflände;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5595354251616, 7.588663790414395;"{""coordinates"": [7.588663790414395, 47.5595354251616], ""type"": ""Point""}"
1362;Veloverleih;Lehonhardsgraben 47;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55581563384356, 7.5863274886720165;"{""coordinates"": [7.586327488672016, 47.55581563384356], ""type"": ""Point""}"
1363;Veloverleih;Spalengraben 1;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5583687070946, 7.582599395896215;"{""coordinates"": [7.582599395896215, 47.5583687070946], ""type"": ""Point""}"
1364;Veloverleih;Leonhardsgraben 10;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55647182614726, 7.584275557589367;"{""coordinates"": [7.584275557589367, 47.55647182614726], ""type"": ""Point""}"
1369;Veloverleih;Herbergsgasse 2;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56006992180722, 7.586027342805024;"{""coordinates"": [7.586027342805024, 47.56006992180722], ""type"": ""Point""}"
1381;Veloverleih;Steinengraben 18;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.554555151145955, 7.585195507503557;"{""coordinates"": [7.585195507503557, 47.554555151145955], ""type"": ""Point""}"
1388;Veloverleih;Bernouillistrasse 21;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55947532360556, 7.5825179940349035;"{""coordinates"": [7.582517994034903, 47.55947532360556], ""type"": ""Point""}"
1393;Veloverleih;Nauenstrasse 30;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.547017060243924, 7.593590073923707;"{""coordinates"": [7.593590073923707, 47.547017060243924], ""type"": ""Point""}"
1409;Veloverleih;Voltastrasse;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.57097264686074, 7.5784169103949255;"{""coordinates"": [7.578416910394925, 47.57097264686074], ""type"": ""Point""}"
1418;Veloverleih;Schauenburgerstrasse 39;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.554482239374124, 7.610226634042707;"{""coordinates"": [7.610226634042707, 47.554482239374124], ""type"": ""Point""}"
1420;Veloverleih;Redingstrasse 43;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.547420562952944, 7.621312148333214;"{""coordinates"": [7.621312148333214, 47.547420562952944], ""type"": ""Point""}"
1423;Veloverleih;St. Galler-Ring 174;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.55274292790968, 7.567481146155407;"{""coordinates"": [7.567481146155407, 47.55274292790968], ""type"": ""Point""}"
1426;Veloverleih;Thiersteineralee 21;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5423565708896, 7.5983883177909535;"{""coordinates"": [7.598388317790953, 47.5423565708896], ""type"": ""Point""}"
1427;Veloverleih;Sempacherstrasse;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54238347170819, 7.586592017778279;"{""coordinates"": [7.586592017778279, 47.54238347170819], ""type"": ""Point""}"
1428;Veloverleih;Grellingerstrasse 95;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.54968588888278, 7.606524056503068;"{""coordinates"": [7.606524056503068, 47.54968588888278], ""type"": ""Point""}"
1435;Veloverleih;Hammerstrasse 129;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56708364530566, 7.59502439120006;"{""coordinates"": [7.59502439120006, 47.56708364530566], ""type"": ""Point""}"
1438;Veloverleih;Gärtnerstrasse 46;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.57587360071183, 7.591132871043033;"{""coordinates"": [7.591132871043033, 47.57587360071183], ""type"": ""Point""}"
1439;Veloverleih;Inselstrasse 59;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.5773159646832, 7.590053147665405;"{""coordinates"": [7.590053147665405, 47.5773159646832], ""type"": ""Point""}"
1444;Veloverleih;Signalstrasse;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.57190587384389, 7.602090812159171;"{""coordinates"": [7.602090812159171, 47.57190587384389], ""type"": ""Point""}"
1445;Veloverleih;Erlenparkweg;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.573630333788785, 7.60460282577498;"{""coordinates"": [7.60460282577498, 47.573630333788785], ""type"": ""Point""}"
1463;Veloverleih;Unterer Batterieweg;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.53584090508269, 7.587149147795394;"{""coordinates"": [7.587149147795394, 47.53584090508269], ""type"": ""Point""}"
1468;Veloverleih;Kleinhüningeranlage 39;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.58418961539541, 7.593804020118106;"{""coordinates"": [7.593804020118106, 47.58418961539541], ""type"": ""Point""}"
1470;Veloverleih;St. Alban-Graben 7;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.554481853802486, 7.593789400610417;"{""coordinates"": [7.593789400610417, 47.554481853802486], ""type"": ""Point""}"
1480;Veloverleih;Pestalozzistrasse;;-99;nicht anschliessbar;nein;;https://www.velospot.info/customer/public/basel;;nein;gemischt;47.56481905619768, 7.580610229888204;"{""coordinates"": [7.580610229888204, 47.56481905619768], ""type"": ""Point""}"
1;Veloverleih;Gartenstrasse;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.547091729134486, 7.592161317822952;"{""coordinates"": [7.592161317822952, 47.547091729134486], ""type"": ""Point""}"
3;Veloverleih;Heumattstrasse;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.54748085541215, 7.591317843934471;"{""coordinates"": [7.591317843934471, 47.54748085541215], ""type"": ""Point""}"
4;Veloverleih;Erasmusplatz;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.565892934326435, 7.589412549408627;"{""coordinates"": [7.589412549408627, 47.565892934326435], ""type"": ""Point""}"
5;Veloverleih;Wettsteinplatz;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.55921638407478, 7.597827607515119;"{""coordinates"": [7.597827607515119, 47.55921638407478], ""type"": ""Point""}"
8;Veloverleih;Brunngässlein;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.55286656547754, 7.594371270187425;"{""coordinates"": [7.594371270187425, 47.55286656547754], ""type"": ""Point""}"
10;Veloverleih;Holbeinstrasse;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.55277369142826, 7.5846054406395815;"{""coordinates"": [7.584605440639582, 47.55277369142826], ""type"": ""Point""}"
11;Veloverleih;Sempacherstrasse;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.54356884534078, 7.587726007004775;"{""coordinates"": [7.587726007004775, 47.54356884534078], ""type"": ""Point""}"
15;Veloverleih;Byfangweg;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;exklusiv;47.55197352983751, 7.5822131116704545;"{""coordinates"": [7.582213111670455, 47.55197352983751], ""type"": ""Point""}"
16;Veloverleih;De Wette-Strasse;Gebührenfrei;-99;anschliessbar;nein;;;;nein;exklusiv;47.549611698447976, 7.59154703083631;"{""coordinates"": [7.59154703083631, 47.549611698447976], ""type"": ""Point""}"
24;Cargovelo/Velo mit Anhänger;Flughafenstrasse;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;;47.56649560851146, 7.5724781903275264;"{""coordinates"": [7.572478190327526, 47.56649560851146], ""type"": ""Point""}"
28;Cargovelo/Velo mit Anhänger;St.Johanns-Ring;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;;47.56319683676338, 7.576080702443718;"{""coordinates"": [7.576080702443718, 47.56319683676338], ""type"": ""Point""}"
30;Cargovelo/Velo mit Anhänger;Colmarerstrasse;Gebührenfrei;-99;nicht anschliessbar;nein;;;;nein;;47.55746401360019, 7.5686849874115465;"{""coordinates"": [7.568684987411546, 47.55746401360019], ""type"": ""Point""}"
32;Velos;Schorenweg;Gebührenfrei;15;nicht anschliessbar;nein;;;;nein;;47.574322236735995, 7.6125078775424795;"{""coordinates"": [7.612507877542479, 47.574322236735995], ""type"": ""Point""}"
33;Velos;Schorenweg;Gebührenfrei;15;nicht anschliessbar;nein;;;;nein;;47.57420278689312, 7.612462845694471;"{""coordinates"": [7.612462845694471, 47.57420278689312], ""type"": ""Point""}"
34;Velos;Schorenweg;Gebührenfrei;15;nicht anschliessbar;nein;;;;nein;;47.57408303015338, 7.612418544021051;"{""coordinates"": [7.612418544021051, 47.57408303015338], ""type"": ""Point""}"
35;Velos;Schorenweg;Gebührenfrei;16;nicht anschliessbar;nein;;;;nein;;47.5739553906868, 7.61237105377003;"{""coordinates"": [7.61237105377003, 47.5739553906868], ""type"": ""Point""}"
37;Velos;Schorenweg;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.573780391919726, 7.61230448414614;"{""coordinates"": [7.61230448414614, 47.573780391919726], ""type"": ""Point""}"
42;Velos;Schorenweg;Gebührenfrei;16;nicht anschliessbar;nein;;;;nein;;47.57421450580884, 7.612378343496411;"{""coordinates"": [7.612378343496411, 47.57421450580884], ""type"": ""Point""}"
45;Velos;Chrischonastrasse;Gebührenfrei;10;nicht anschliessbar;nein;;;;nein;;47.55980911812891, 7.604112840999046;"{""coordinates"": [7.604112840999046, 47.55980911812891], ""type"": ""Point""}"
47;Velos;Clarahofweg;Gebührenfrei;9;nicht anschliessbar;nein;;;;nein;;47.56122579078396, 7.595525180271063;"{""coordinates"": [7.595525180271063, 47.56122579078396], ""type"": ""Point""}"
53;Velos;Sperrstrasse;Gebührenfrei;7;nicht anschliessbar;nein;;;;nein;;47.56538692324197, 7.595370123382624;"{""coordinates"": [7.595370123382624, 47.56538692324197], ""type"": ""Point""}"
69;Velos;Rümelinsplatz;Gebührenfrei;17;nicht anschliessbar;nein;;;;nein;;47.55682540391133, 7.587347315196257;"{""coordinates"": [7.587347315196257, 47.55682540391133], ""type"": ""Point""}"
70;Velos;Kornhausgasse;Gebührenfrei;7;nicht anschliessbar;nein;;;;nein;;47.556562024504956, 7.58366939090911;"{""coordinates"": [7.58366939090911, 47.556562024504956], ""type"": ""Point""}"
75;Velos;Schwarzwaldallee;Gebührenfrei;12;nicht anschliessbar;nein;;;;nein;;47.5676529848638, 7.6065840249124195;"{""coordinates"": [7.606584024912419, 47.5676529848638], ""type"": ""Point""}"
77;Velos;Allschwilerstrasse;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.55731690898011, 7.569940492243993;"{""coordinates"": [7.569940492243993, 47.55731690898011], ""type"": ""Point""}"
80;Velos;Burgfelderplatz;Gebührenfrei;5;nicht anschliessbar;nein;;;;nein;;47.56175444443272, 7.57444411737338;"{""coordinates"": [7.57444411737338, 47.56175444443272], ""type"": ""Point""}"
82;Velos;Jurastrasse;Gebührenfrei;8;nicht anschliessbar;nein;;;;nein;;47.543076802670655, 7.592249052915563;"{""coordinates"": [7.592249052915563, 47.543076802670655], ""type"": ""Point""}"
84;Velos;Tellplatz;Gebührenfrei;3;nicht anschliessbar;nein;;;;nein;;47.542904799429614, 7.593909172732875;"{""coordinates"": [7.593909172732875, 47.542904799429614], ""type"": ""Point""}"
85;Velos;Tellplatz;Gebührenfrei;3;nicht anschliessbar;nein;;;;nein;;47.54278179787548, 7.593951624819316;"{""coordinates"": [7.593951624819316, 47.54278179787548], ""type"": ""Point""}"
87;Velos;Hardstrasse;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.549201945894424, 7.607250811915857;"{""coordinates"": [7.607250811915857, 47.549201945894424], ""type"": ""Point""}"
88;Velos;Jungstrasse;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.567620417172144, 7.5796738940687955;"{""coordinates"": [7.579673894068796, 47.567620417172144], ""type"": ""Point""}"
94;Velos;Einfahrt Wolf;Gebührenfrei;9;nicht anschliessbar;nein;;;;nein;;47.54574683698135, 7.610407606056423;"{""coordinates"": [7.610407606056423, 47.54574683698135], ""type"": ""Point""}"
98;Velos;Rebgasse;Gebührenfrei;29;nicht anschliessbar;nein;;;;nein;;47.56139711338816, 7.593520617584414;"{""coordinates"": [7.593520617584414, 47.56139711338816], ""type"": ""Point""}"
102;Velos;Riehentorstrasse;Gebührenfrei;8;nicht anschliessbar;nein;;;;nein;;47.55902407570507, 7.595636762422505;"{""coordinates"": [7.595636762422505, 47.55902407570507], ""type"": ""Point""}"
105;Velos;Hebelstrasse;Gebührenfrei;25;nicht anschliessbar;nein;;;;nein;;47.560944473825664, 7.581516902207851;"{""coordinates"": [7.581516902207851, 47.560944473825664], ""type"": ""Point""}"
106;Velos;Hebelstrasse;Gebührenfrei;35;nicht anschliessbar;nein;;;;nein;;47.56085585706485, 7.581811531804258;"{""coordinates"": [7.581811531804258, 47.56085585706485], ""type"": ""Point""}"
115;Velos;Petersplatz;Gebührenfrei;23;nicht anschliessbar;nein;;;;nein;;47.5583687070946, 7.582599395896215;"{""coordinates"": [7.582599395896215, 47.5583687070946], ""type"": ""Point""}"
116;Velos;Auf der Lyss;Gebührenfrei;10;nicht anschliessbar;nein;;;;nein;;47.55632459729082, 7.584478138707072;"{""coordinates"": [7.584478138707072, 47.55632459729082], ""type"": ""Point""}"
122;Velos;Freie Strasse;Gebührenfrei;13;nicht anschliessbar;nein;;;;nein;;47.55607425603267, 7.590196172881529;"{""coordinates"": [7.590196172881529, 47.55607425603267], ""type"": ""Point""}"
123;Velos;Freie Strasse;Gebührenfrei;35;nicht anschliessbar;nein;;;;nein;;47.55409716729083, 7.591932036532787;"{""coordinates"": [7.591932036532787, 47.55409716729083], ""type"": ""Point""}"
130;Velos;Spitalstrasse;Gebührenfrei;94;nicht anschliessbar;nein;;;;nein;;47.56230075322485, 7.583983726750459;"{""coordinates"": [7.583983726750459, 47.56230075322485], ""type"": ""Point""}"
131;Velos;Blumenrain;Gebührenfrei;17;nicht anschliessbar;nein;;;;nein;;47.56123777612273, 7.586579817004342;"{""coordinates"": [7.586579817004342, 47.56123777612273], ""type"": ""Point""}"
133;Velos;Steinenberg;Gebührenfrei;30;nicht anschliessbar;nein;;;;nein;;47.554041379781765, 7.589310886613373;"{""coordinates"": [7.589310886613373, 47.554041379781765], ""type"": ""Point""}"
140;Velos;Spiegelhof;Gebührenfrei;7;nicht anschliessbar;nein;;;;nein;;47.56003965375827, 7.586655289506135;"{""coordinates"": [7.586655289506135, 47.56003965375827], ""type"": ""Point""}"
141;Velos;Barfüssergasse;Gebührenfrei;43;nicht anschliessbar;nein;;;;nein;;47.554708007789955, 7.590307122731507;"{""coordinates"": [7.590307122731507, 47.554708007789955], ""type"": ""Point""}"
143;Velos;Oberer Rheinweg;Gebührenfrei;16;nicht anschliessbar;nein;;;;nein;;47.56046976410168, 7.591076778347966;"{""coordinates"": [7.591076778347966, 47.56046976410168], ""type"": ""Point""}"
145;Velos;Rebgasse;Gebührenfrei;12;nicht anschliessbar;nein;;;;nein;;47.560691250973, 7.594282853369446;"{""coordinates"": [7.594282853369446, 47.560691250973], ""type"": ""Point""}"
149;Velos/Motorräder;Bettingerstrasse;Gebührenfrei;15;nicht anschliessbar;nein;;;;nein;;47.574050104564066, 7.65218554378968;"{""coordinates"": [7.65218554378968, 47.574050104564066], ""type"": ""Point""}"
154;Velos/Motorräder;Hirzbrunnenstrasse;Gebührenfrei;5;nicht anschliessbar;nein;;;;nein;;47.56597467323294, 7.616428925356119;"{""coordinates"": [7.616428925356119, 47.56597467323294], ""type"": ""Point""}"
155;Velos/Motorräder;Paracelsusstrasse;Gebührenfrei;8;nicht anschliessbar;nein;;;;nein;;47.56488661643373, 7.613618443124548;"{""coordinates"": [7.613618443124548, 47.56488661643373], ""type"": ""Point""}"
160;Velos/Motorräder;Rheinfelderstrasse;Gebührenfrei;5;nicht anschliessbar;nein;;;;nein;;47.560679900536236, 7.598658929561983;"{""coordinates"": [7.598658929561983, 47.560679900536236], ""type"": ""Point""}"
163;Velos/Motorräder;Peter Rot-Strasse;Gebührenfrei;16;nicht anschliessbar;nein;;;;nein;;47.55968704508721, 7.604417301191011;"{""coordinates"": [7.604417301191011, 47.55968704508721], ""type"": ""Point""}"
165;Velos/Motorräder;Klingentalgraben;Gebührenfrei;5;nicht anschliessbar;nein;;;;nein;;47.56320095288828, 7.5888013836498756;"{""coordinates"": [7.588801383649876, 47.56320095288828], ""type"": ""Point""}"
167;Velos/Motorräder;Mattenstrasse;Gebührenfrei;4;nicht anschliessbar;nein;;;;nein;;47.56618021104833, 7.60242777218836;"{""coordinates"": [7.60242777218836, 47.56618021104833], ""type"": ""Point""}"
168;Velos/Motorräder;Riehenring;Gebührenfrei;10;nicht anschliessbar;nein;;;;nein;;47.56830360061976, 7.597652822430823;"{""coordinates"": [7.597652822430823, 47.56830360061976], ""type"": ""Point""}"
169;Velos/Motorräder;Brantgasse;Gebührenfrei;4;nicht anschliessbar;nein;;;;nein;;47.56411882349948, 7.597386864016564;"{""coordinates"": [7.597386864016564, 47.56411882349948], ""type"": ""Point""}"
170;Velos/Motorräder;Sperrstrasse;Gebührenfrei;4;nicht anschliessbar;nein;;;;nein;;47.564657009884726, 7.592952005315449;"{""coordinates"": [7.592952005315449, 47.564657009884726], ""type"": ""Point""}"
174;Velos/Motorräder;Unterer Rheinweg;Gebührenfrei;4;nicht anschliessbar;nein;;;;nein;;47.56839468006496, 7.586395764453248;"{""coordinates"": [7.586395764453248, 47.56839468006496], ""type"": ""Point""}"
175;Velos/Motorräder;Breisacherstrasse;Gebührenfrei;5;nicht anschliessbar;nein;;;;nein;;47.56677721408618, 7.588875451282706;"{""coordinates"": [7.588875451282706, 47.56677721408618], ""type"": ""Point""}"
182;Velos/Motorräder;Hammerstrasse;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.56917860492169, 7.594934607221659;"{""coordinates"": [7.594934607221659, 47.56917860492169], ""type"": ""Point""}"
185;Velos/Motorräder;Efringerstrasse;Gebührenfrei;4;nicht anschliessbar;nein;;;;nein;;47.56740058327763, 7.5965120207350845;"{""coordinates"": [7.596512020735084, 47.56740058327763], ""type"": ""Point""}"
187;Velos/Motorräder;Erasmusplatz;Gebührenfrei;3;nicht anschliessbar;nein;;;;nein;;47.56571277740005, 7.589046679307495;"{""coordinates"": [7.589046679307495, 47.56571277740005], ""type"": ""Point""}"
190;Velos/Motorräder;Feldbergstrasse;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.56561760247891, 7.587838627822999;"{""coordinates"": [7.587838627822999, 47.56561760247891], ""type"": ""Point""}"
193;Velos/Motorräder;Inselstrasse;Gebührenfrei;6;nicht anschliessbar;nein;;;;nein;;47.57723020614197, 7.590553968301697;"{""coordinates"": [7.590553968301697, 47.57723020614197], ""type"": ""Point""}"
