id_angebot;name;kategorie;beschreibu;strassenr;plz;ort;link;zustaendig;bemerkung;baselinfo;geo_point_2d;geo_shape
36;Berufsfachschule Basel(BFS);Sporthalle;2 1-fach Sporthallen;Kohlenberggasse 10;4051;Basel;;Sportamt BS;;nein;47.55321182883118, 7.58800739833782;"{""coordinates"": [7.58800739833782, 47.55321182883118], ""type"": ""Point""}"
37;Sekundarschule Sandgruben;Sporthalle;Dreifach-Sporthalle;Schwarzwaldallee 161;4058;Basel;;Sportamt BS;;ja;47.56498727149248, 7.607905257261197;"{""coordinates"": [7.607905257261197, 47.56498727149248], ""type"": ""Point""}"
38;Gartenbad Eglisee;Gartenbad;Schwimmen, Beachvolleyball, Frauenbad;Egliseestrasse 85;4058;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/gartenbaeder/gartenbad-eglisee.html;Sportamt BS;Das Gartenbad Eglisee verfügt über ein separates Frauenbad.;ja;47.570537082956, 7.614596850969654;"{""coordinates"": [7.614596850969654, 47.570537082956], ""type"": ""Point""}"
179;Beim Wettsteinhäuschen;Tischtennistisch;Tischtennistisch;Claragraben / Riehenstrasse;4048;Basel;;Stadtgärtnerei;Name geändert;nein;47.56032361080554, 7.596677881759362;"{""coordinates"": [7.596677881759362, 47.56032361080554], ""type"": ""Point""}"
43;Schulareal Gotthelf/Gottfried Keller;Tischtennistisch;Tischtennistisch;Gotthelfplatz 1;4054;Basel;;ED;evtl doppelt? Sonst nicht STG;nein;47.5546124048179, 7.566784933878726;"{""coordinates"": [7.566784933878726, 47.5546124048179], ""type"": ""Point""}"
48;Christoph-Merian-Schulhaus;Tischtennistisch;Tischtennistische;Emanuel Büchel-Strasse 54;4052;Basel;;ED;nicht STG;nein;47.548207270117736, 7.6136997585677015;"{""coordinates"": [7.613699758567702, 47.548207270117736], ""type"": ""Point""}"
50;Neubad Schulhaus;Tischtennistisch;Tischtennistisch;Marschalkenstrasse 120;4054;Basel;;ED;nicht STG;nein;47.54691467303668, 7.569603328433671;"{""coordinates"": [7.569603328433671, 47.54691467303668], ""type"": ""Point""}"
51;Gottfried Keller-Schulhaus;Sporthalle;2 1-fach Sporthallen;Buchenstrasse 55;4054;Basel;;Sportamt BS;;nein;47.55574607830116, 7.567995461484206;"{""coordinates"": [7.567995461484206, 47.55574607830116], ""type"": ""Point""}"
53;Robispielplatz Bachgraben;Tischtennistisch;Tischtennistisch;Felsplattenstrasse 11;4055;Basel;;Robi-Spielaktion;Robi Spielaktion ergänzt, nicht STG;nein;47.56367354276522, 7.560951265501903;"{""coordinates"": [7.560951265501903, 47.56367354276522], ""type"": ""Point""}"
56;Jugendzentrum Purple Park;SkateAnlage;Skaten;Meret Oppenheim-Strasse 80;4053;Basel;;juar Basel;;nein;47.54559106936867, 7.590158566294089;"{""coordinates"": [7.590158566294089, 47.54559106936867], ""type"": ""Point""}"
57;St. Jakob-Park;Sportplatz;Fussballstadion FC Basel;St. Jakobs-Strasse 395-397;4052;Basel;;;;ja;47.54161888799643, 7.6200373002804245;"{""coordinates"": [7.620037300280424, 47.54161888799643], ""type"": ""Point""}"
59;Fechtpavillon Basel;Spezialsportanlage;Fechten, Riehen Scorpions;Grenzacherstrasse 405;4058;Basel;;Sportamt BS;;nein;47.561731152485116, 7.621376753359626;"{""coordinates"": [7.621376753359626, 47.561731152485116], ""type"": ""Point""}"
61;Sportzentrum Pfaffenholz;Sportzentrum;Fussball, Leichtathletik, Finnenbahn, Hallensportarten;Im Burgfelderhof 60b;4055;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportzentrum-pfaffenholz.html;Sportamt BS;Adresse Frankreich: Rue de Lattre de Tassigny 47,  F-68300 St. Louis;ja;47.57377958485054, 7.557277155044475;"{""coordinates"": [7.557277155044475, 47.57377958485054], ""type"": ""Point""}"
58;Gotthelfplatz;Tischtennistisch;2 Tischtennistische;Gotthelfstrasse / St. Galler-Ring;4054;Basel;;Stadtgärtnerei;i.O.;nein;47.55407187249225, 7.568420129717797;"{""coordinates"": [7.568420129717797, 47.55407187249225], ""type"": ""Point""}"
68;Landhof;Sportplatz;Fussball, Spielwiese;Riehenstrasse 78a;4058;Basel;;Allmendverwaltung;;ja;47.56224593593838, 7.602851194693382;"{""coordinates"": [7.602851194693382, 47.56224593593838], ""type"": ""Point""}"
69;Sportzentrum Schützenmatte;Sportzentrum;Fussball, Leichtathletik;General Guisan-Strasse 41;4054;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportzentrum-schuetzenmatte.html;Sportamt BS;;ja;47.55146000428055, 7.570022967215286;"{""coordinates"": [7.570022967215286, 47.55146000428055], ""type"": ""Point""}"
207;Helvetiaplatz;Tischtennistisch;Tischtennistisch;Helvetiaplatz;4055;Basel;;Stadtgärtnerei;i.O.;nein;47.55924736868465, 7.567070545278227;"{""coordinates"": [7.567070545278227, 47.55924736868465], ""type"": ""Point""}"
73;Sportplatz Rheinacker;Sportplatz;Fussball;Landauerstrasse 45;4058;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportplatz-rheinacker.html;Sportamt BS;;ja;47.56460229761551, 7.628024088691603;"{""coordinates"": [7.628024088691603, 47.56460229761551], ""type"": ""Point""}"
82;Kasernenareal;SkateAnlage;Skaten;;4057;Basel;;ED;nicht STG;nein;47.562930052663006, 7.589921682528599;"{""coordinates"": [7.589921682528599, 47.562930052663006], ""type"": ""Point""}"
84;Pestalozzi-Schulhaus;Sporthalle;1-fach Sporthalle;St. Johanns-Platz 9;4056;Basel;;Sportamt BS;;nein;47.56567639799526, 7.581414070383256;"{""coordinates"": [7.581414070383256, 47.56567639799526], ""type"": ""Point""}"
85;Rittergasse;Spezialsportanlage;Mehrzweckplatz, Basketball;Rittergasse 5;4051;Basel;;ED;nicht STG;nein;47.55590583188548, 7.593235067983813;"{""coordinates"": [7.593235067983813, 47.55590583188548], ""type"": ""Point""}"
86;St. Johann-Schulhaus;Sporthalle;1-fach Sporthalle;Spitalstrasse 50;4056;Basel;;Sportamt BS;;nein;47.56523744477121, 7.580727227883281;"{""coordinates"": [7.580727227883281, 47.56523744477121], ""type"": ""Point""}"
166;Horburgpark;Tischtennistisch;Tischtennistisch;Horburgpark;4057;Basel;;Stadtgärtnerei;i.O.;nein;47.57277856193864, 7.594659983106701;"{""coordinates"": [7.594659983106701, 47.57277856193864], ""type"": ""Point""}"
72;Spielplatz Spitzacker;Tischtennistisch;Tischtennistisch;Im Spitzacker / Seltisbergerstrasse;4059;Basel;;Stadtgärtnerei;i.O.;nein;47.52822704194456, 7.596768170186884;"{""coordinates"": [7.596768170186884, 47.52822704194456], ""type"": ""Point""}"
92;Sekundarschule Sandgruben;Schulsportanlage;Fussball, Spielwiese;Schwarzwaldallee 161;4058;Basel;;ED;nicht STG;nein;47.56497581131208, 7.607745763616041;"{""coordinates"": [7.607745763616041, 47.56497581131208], ""type"": ""Point""}"
93;Gymnasium Bäumlihof;Spezialsportanlage;Mehrzweckplatz, Basketball;Zu den drei Linden 80;4058;Basel;;ED;nicht STG;nein;47.567895040011166, 7.627990733197463;"{""coordinates"": [7.627990733197463, 47.567895040011166], ""type"": ""Point""}"
94;Sportzentrum Schützenmatte;Sporthalle;1-fach Sporthalle mit Laufkorridor;General Guisan-Strasse 41;4054;Basel;;Sportamt BS;;nein;47.55088906138576, 7.569880747746957;"{""coordinates"": [7.569880747746957, 47.55088906138576], ""type"": ""Point""}"
80;Kasernenareal;Tischtennistisch;3 Tischtennistische;Kasernenhof;4057;Basel;;Stadtgärtnerei;Stk erweitert, Adresse ergänzt;nein;47.56317201023951, 7.590592597059275;"{""coordinates"": [7.590592597059275, 47.56317201023951], ""type"": ""Point""}"
102;Fechthalle;Spezialsportanlage;Fechten;Theaterstrasse 12;4051;Basel;;Sportamt BS;Basler Fechtclub BFC, Fechtgesellschaft Basel SEB;nein;47.553209609487304, 7.589729148273813;"{""coordinates"": [7.589729148273813, 47.553209609487304], ""type"": ""Point""}"
144;Spielplatz Lachenalweglein;Tischtennistisch;Tischtennistisch;Lachenalweglein;4052;Basel;;Stadtgärtnerei;i.O.;nein;47.53924144474154, 7.609777896034067;"{""coordinates"": [7.609777896034067, 47.53924144474154], ""type"": ""Point""}"
105;Wasgenring Schulhaus;Tischtennistisch;Tischtennistisch;Welschmattstrasse 30;4055;Basel;;ED;nicht STG;nein;47.56325970066814, 7.559523356875692;"{""coordinates"": [7.559523356875692, 47.56325970066814], ""type"": ""Point""}"
106;Sekundarschule De Wette;Sporthalle;1-fach Sporthalle;De Wette-Strasse 7;4051;Basel;;Sportamt BS;;nein;47.54996941630299, 7.592285322826132;"{""coordinates"": [7.592285322826132, 47.54996941630299], ""type"": ""Point""}"
108;Sportanlagen Bachgraben;Sportzentrum;Fussball, Golf, Cricket;Hegenheimermattweg 150;4123;Allschwil;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportanlagen-bachgraben.html;Sportamt BS;;ja;47.55995116568758, 7.552009482968088;"{""coordinates"": [7.552009482968088, 47.55995116568758], ""type"": ""Point""}"
109;Sportzentrum Rankhof;Sportzentrum;Fussball, Fechten, Finnenbahn, Hallensportarten;Grenzacherstrasse 405;4058;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportzentrum-rankhof.html;Sportamt BS;;ja;47.56198266772646, 7.619848106607608;"{""coordinates"": [7.619848106607608, 47.56198266772646], ""type"": ""Point""}"
113;Wasgenring Schulhaus;Spezialsportanlage;Mehrzweckplatz, Basketball;Welschmattstrasse 30;4055;Basel;;ED;nicht STG;nein;47.56248736921214, 7.561629801317986;"{""coordinates"": [7.561629801317986, 47.56248736921214], ""type"": ""Point""}"
114;Thiersteinerschulhaus;Sporthalle;2 1-fach Sporthallen;Bärschwilerstrasse 11;4053;Basel;;Sportamt BS;;nein;47.54182634909335, 7.5956716019032235;"{""coordinates"": [7.595671601903224, 47.54182634909335], ""type"": ""Point""}"
115;Sekundarschule St. Alban;Schulsportanlage;Fussball, Spielwiese;Engelgasse 40;4052;Basel;;ED;nicht STG;nein;47.54956622529811, 7.600456763901411;"{""coordinates"": [7.600456763901411, 47.54956622529811], ""type"": ""Point""}"
120;Sekundarschule Vogesen;Spezialsportanlage;Klettern;St. Johanns-Ring 17;4056;Basel;;Sportamt BS;;nein;47.56570890588666, 7.580570351335146;"{""coordinates"": [7.580570351335146, 47.56570890588666], ""type"": ""Point""}"
130;Dreirosenanlage;Spezialsportanlage;Mehrzweckplatz, Basketball;Dreirosenanlage;4057;Basel;;Stadtgärtnerei;i.O.;nein;47.57029884958212, 7.588329223686239;"{""coordinates"": [7.588329223686239, 47.57029884958212], ""type"": ""Point""}"
132;TC Old Boys;Spezialsportanlage;Tennisplatz;St. Galler-Ring 225;4054;Basel;https://tcob.ch/;Privat;;nein;47.55031918032189, 7.568790025922213;"{""coordinates"": [7.568790025922213, 47.55031918032189], ""type"": ""Point""}"
135;Wasgerning Schulareal;Tischtennistisch;Tischtennistisch;Welschmattstrasse 30;4055;Basel;;ED;nicht STG;nein;47.56161875524165, 7.561117838969038;"{""coordinates"": [7.561117838969038, 47.56161875524165], ""type"": ""Point""}"
136;TH Elsässerstrasse;Tischtennistisch;Tischtennistisch;Elsässerstrasse 54;4056;Basel;;ED;nicht STG;nein;47.570005052557114, 7.578903453609737;"{""coordinates"": [7.578903453609737, 47.570005052557114], ""type"": ""Point""}"
138;Wirtschaftsgymnasium;Sporthalle;4 1-fach Sporthallen;Andreas Heusler-Strasse 41;4052;Basel;;Sportamt BS;;nein;47.547336675287816, 7.603595584811301;"{""coordinates"": [7.603595584811301, 47.547336675287816], ""type"": ""Point""}"
140;Sporthalle Rankhof;Sporthalle;Dreifachsporthalle;Grenzacherstrasse 405;4058;Basel;;Sportamt BS;;ja;47.562349293179516, 7.621203476521039;"{""coordinates"": [7.621203476521039, 47.562349293179516], ""type"": ""Point""}"
184;Margarethenpark;Tischtennistisch;Tischtennistisch;Margarethenpark;4053;Basel;;;Angebot löschen, doppelt;nein;47.542935775561645, 7.581960197118349;"{""coordinates"": [7.581960197118349, 47.542935775561645], ""type"": ""Point""}"
143;Gymnasium Kirschgarten;Sporthalle;2 1-fach Sporthallen;Hermann-Kinkelinstrasse 10;4051;Basel;;Sportamt BS;;nein;47.550801290868684, 7.591638101324108;"{""coordinates"": [7.591638101324108, 47.550801290868684], ""type"": ""Point""}"
145;Fachmaturitätsschule (FMS);Tischtennistisch;Tischtennistisch;Engelgasse 120;4052;Basel;;ED;nicht STG;nein;47.547232610175634, 7.604487261356265;"{""coordinates"": [7.604487261356265, 47.547232610175634], ""type"": ""Point""}"
148;Hirzbrunnen-Schulhaus;Schulsportanlage;Fussball, Mehrzweckplatz;Zu den drei Linden 70;4058;Basel;;ED;nicht STG;nein;47.567269399957894, 7.624947926745214;"{""coordinates"": [7.624947926745214, 47.567269399957894], ""type"": ""Point""}"
150;Sekundarschule Vogesen;Tischtennistisch;Tischtennistisch;St. Johanns-Ring 17;4056;Basel;;ED;nicht STG;nein;47.56569730792418, 7.580641014167191;"{""coordinates"": [7.580641014167191, 47.56569730792418], ""type"": ""Point""}"
101;Matthäuskirchplatz;Tischtennistisch;3 Tischtennistische;Matthäuskirchplatz;4057;Basel;;Stadtgärtnerei;Stk erweitert;nein;47.56691423098785, 7.592762509393575;"{""coordinates"": [7.592762509393575, 47.56691423098785], ""type"": ""Point""}"
163;Sportzentrum Pfaffenholz;Sporthalle;Dreifach-Sporthalle;Im Burgfelderhof 60b;4055;Basel;;Sportamt BS;Adresse Frankreich: Rue de Lattre de Tassigny 47,  F-68300 St. Louis;ja;47.57349716523588, 7.557383647798884;"{""coordinates"": [7.557383647798884, 47.57349716523588], ""type"": ""Point""}"
164;Sekundarschule Holbein;Tischtennistisch;Tischtennistisch;Kanonengasse 9;4051;Basel;;ED;nicht STG;nein;47.5534274766957, 7.587462244961765;"{""coordinates"": [7.587462244961765, 47.5534274766957], ""type"": ""Point""}"
100;Bläsianlage;Tischtennistisch;2 Tischtennistische;Müllheimerstrasse;4057;Basel;;Stadtgärtnerei;Stk erweitert;nein;47.56847682800211, 7.592125029730993;"{""coordinates"": [7.592125029730993, 47.56847682800211], ""type"": ""Point""}"
170;Wirtschaftsgymnasium/FMS;Spezialsportanlage;Mehrzweckplatz, Basketball;Andreas Heusler-Strasse 41;4052;Basel;;ED;nicht STG;nein;47.54615262268998, 7.602911816718772;"{""coordinates"": [7.602911816718772, 47.54615262268998], ""type"": ""Point""}"
124;Peterskirchplatz;Tischtennistisch;2 Tischtennistische;Peterskirchplatz 5;4051;Basel;;Stadtgärtnerei;Name geändert, Stk erweitert;nein;47.55914223848846, 7.585434683450142;"{""coordinates"": [7.585434683450142, 47.55914223848846], ""type"": ""Point""}"
174;Christoph Merian-Schulhaus;Sporthalle;2 1-fach Sporthallen;Emanuel Büchel-Strasse 45;4052;Basel;;Sportamt BS;;nein;47.54873852118757, 7.613107704357677;"{""coordinates"": [7.613107704357677, 47.54873852118757], ""type"": ""Point""}"
176;Sportplatz Schorenmatte;Sportplatz;Fussball;Schorenweg 119;4058;Basel;;Sportamt BS;;ja;47.57421432745257, 7.611960731232949;"{""coordinates"": [7.611960731232949, 47.57421432745257], ""type"": ""Point""}"
192;Spielplatz Rämelstrasse;Tischtennistisch;Tischtennistisch;Rämelstrasse;4055;Basel;;Stadtgärtnerei;i.O.;nein;47.56277434994223, 7.565585764121629;"{""coordinates"": [7.565585764121629, 47.56277434994223], ""type"": ""Point""}"
180;Rollsporthalle Morgarten;Spezialsportanlage;Rollkunstlauf;Nidwaldnerstrasse 20;4055;Basel;http://www.rsb.ch/;Privat;;nein;47.560189129219815, 7.5628907571775885;"{""coordinates"": [7.562890757177589, 47.560189129219815], ""type"": ""Point""}"
16;Spielplatz Rehagstrasse;Tischtennistisch;Tischtennistisch;Rehagstrasse 6;4059;Basel;;Stadtgärtnerei;i.O.;nein;47.53476205830897, 7.590880331686142;"{""coordinates"": [7.590880331686142, 47.53476205830897], ""type"": ""Point""}"
187;Wirtschaftsgymnasium;Schulsportanlage;Fussball, Leichtathletik, Mehrzweckplatz, Spielwiese;Andreas Heusler-Strasse 41;4052;Basel;;ED;nicht STG;nein;47.5461410870854, 7.603437803515034;"{""coordinates"": [7.603437803515034, 47.5461410870854], ""type"": ""Point""}"
190;Sportplatz Pruntruttermatte;Sportplatz;Fussball, Rugby, Finnenbahn;Höhenweg 85;4053;Basel;https://www.jfs.bs.ch/fuer-sportlerinnen-und-sportler/sportanlagen/sportanlagen-sportzentren/sportplatz-pruntrutermatte.html;Sportamt BS;;ja;47.54460735298825, 7.580198174085629;"{""coordinates"": [7.580198174085629, 47.54460735298825], ""type"": ""Point""}"
191;TC Schaffhauserreinweg;Spezialsportanlage;Tennisplatz;Alemannengasse 96;4058;Basel;https://tcsb.ch/;Privat;;nein;47.55799540078514, 7.604824429205479;"{""coordinates"": [7.604824429205479, 47.55799540078514], ""type"": ""Point""}"
40;Landhof;Tischtennistisch;Tischtennistisch;Riehenstrasse 78a;4058;Basel;;Stadtgärtnerei;i.O.;nein;47.561933947104094, 7.602273564099721;"{""coordinates"": [7.602273564099721, 47.561933947104094], ""type"": ""Point""}"
194;Sekundarschule St. Alban;Hallenbad;Schwimmen, Schulschwimmbad (10x16.5m);Engelgasse 40;4052;Basel;;Sportamt BS;;nein;47.54944575274618, 7.601071458044931;"{""coordinates"": [7.601071458044931, 47.54944575274618], ""type"": ""Point""}"
196;Hirzbrunnen-Schulhaus;Sporthalle;2 1-fach Sporthallen, Gymnastikhalle;Zu den drei Linden 70;4058;Basel;;Sportamt BS;;nein;47.567269399957894, 7.624947926745214;"{""coordinates"": [7.624947926745214, 47.567269399957894], ""type"": ""Point""}"
197;Fachmaturitätsschule (FMS);Sporthalle;1-fach Sporthalle;Engelgasse 120;4052;Basel;;Sportamt BS;;nein;47.547155398953194, 7.605211777199787;"{""coordinates"": [7.605211777199787, 47.547155398953194], ""type"": ""Point""}"
201;Sportplatz Landauer;Sportplatz;Fussball;Landauerstrasse 42;4058;Basel;;Verein Landauer;;ja;47.56440581572085, 7.629930480872573;"{""coordinates"": [7.629930480872573, 47.56440581572085], ""type"": ""Point""}"
90;Schützenmattpark;Tischtennistisch;2 Tischtennistische;Schützenmattpark;4054;Basel;;Stadtgärtnerei;Stk erweitert, Adresse ergänzt;nein;47.552163051670874, 7.5744924029036875;"{""coordinates"": [7.574492402903688, 47.552163051670874], ""type"": ""Point""}"
208;Vita Parcours Lange Erlen;Spezialsportanlage;Fitness;Freiburgerstrasse;4057;Basel;https://www.zurichvitaparcours.ch/de/Finder/Details/8086a833-c8ab-4635-9a8f-e3945ca0f362;Sportamt BS;;nein;47.5771019123338, 7.603289533747698;"{""coordinates"": [7.603289533747698, 47.5771019123338], ""type"": ""Point""}"
209;Sevogelschulhaus;Tischtennistisch;Tischtennistisch;Sevogelstrasse 61;4052;Basel;;ED;nicht STG;nein;47.54990962840113, 7.603519843618939;"{""coordinates"": [7.603519843618939, 47.54990962840113], ""type"": ""Point""}"
210;Citygolf Bachgraben;Spezialsportanlage;Golf;Belforterstrasse 135;4055;Basel;https://citygolf.ch/;Verein Citygolf Basel;;nein;47.562010382566505, 7.555999119893033;"{""coordinates"": [7.555999119893033, 47.562010382566505], ""type"": ""Point""}"
212;Inselschulhaus;Sporthalle;2 1-fach Sporthallen;Inselstrasse 45;4057;Basel;;Sportamt BS;;nein;47.577744364678644, 7.5883220544539265;"{""coordinates"": [7.588322054453926, 47.577744364678644], ""type"": ""Point""}"
8;Stachelrain;Tischtennistisch;Tischtennistisch;Stachelrain;4058;Basel;;Stadtgärtnerei;Adresse ergänzt;nein;47.55740535037761, 7.604678303840535;"{""coordinates"": [7.604678303840535, 47.55740535037761], ""type"": ""Point""}"
214;St. Jakob;Spezialsportanlage;Mehrzweckplatz, Basketball;Grosse Allee 5;4052;Basel;;Sportamt BS;;nein;47.535057436391774, 7.619879936047826;"{""coordinates"": [7.619879936047826, 47.535057436391774], ""type"": ""Point""}"
219;Kleinhüningen;Hallenbad;Schwimmen, Schulschwimmbad (9x20m);Dorfstrasse 51;4057;Basel;;Sportamt BS;;nein;47.58426451988152, 7.59244918269535;"{""coordinates"": [7.59244918269535, 47.58426451988152], ""type"": ""Point""}"
227;Sevogelschulhaus;Sporthalle;1-fach Sporthalle;Sevogelstrasse 61;4052;Basel;;Sportamt BS;;nein;47.54974073346431, 7.603005219895323;"{""coordinates"": [7.603005219895323, 47.54974073346431], ""type"": ""Point""}"
230;Bettingen;Spezialsportanlage;Mehrzweckplatz, Basketball;Hauptstrasse 107;4126;Bettingen;;Gemeinde Bettingen;;nein;47.57184970561297, 7.666362193936362;"{""coordinates"": [7.666362193936362, 47.57184970561297], ""type"": ""Point""}"
231;Bettingen;Schulsportanlage;Mehrzweckplatz, Basketball;Hauptstrasse 107;4126;Bettingen;;Gemeinde Bettingen;;nein;47.57196654163763, 7.666404157759742;"{""coordinates"": [7.666404157759742, 47.57196654163763], ""type"": ""Point""}"
238;Andreasmatte;Spielwiese;Fussball, Spielwiese;Keltenweg;4125;Riehen;;Gemeinde Riehen;;nein;47.57335016113999, 7.637752098287591;"{""coordinates"": [7.637752098287591, 47.57335016113999], ""type"": ""Point""}"
241;Bogenschützen Juventas;Spezialsportanlage;Bogenschiessen outdoor und indoor;Lettackerweg;4125;Riehen;;Bogenschützen Juventas;;nein;47.59217339313474, 7.656609507363624;"{""coordinates"": [7.656609507363624, 47.59217339313474], ""type"": ""Point""}"
243;Burgstrassen-Schulhaus;Sporthalle;1-fach Sporthalle;Burgstrasse 51;4125;Riehen;https://www.riehen.ch/kultur-und-freizeit/freizeit-und-sport/sportanlagen-riehen/hallen-und-raumreservation;Gemeinde Riehen;;nein;47.579680024058774, 7.645528587576364;"{""coordinates"": [7.645528587576364, 47.579680024058774], ""type"": ""Point""}"
250;Freizeitzentrum Landauer;SkateAnlage;Skaten;Bluttrainweg 12;4125;Riehen;https://www.landauer.ch/;Gemeinde Riehen;;nein;47.57003548872248, 7.636089043767544;"{""coordinates"": [7.636089043767544, 47.57003548872248], ""type"": ""Point""}"
252;Grendelmatte;Spezialsportanlage;Mehrzweckplatz, Basketball;Grendelgasse 21;4125;Riehen;https://www.grendelmatte.ch/;Gemeinde Riehen;;nein;47.58042963585936, 7.638586431580215;"{""coordinates"": [7.638586431580215, 47.58042963585936], ""type"": ""Point""}"
256;Hinter der Mühle;Spielwiese;Fussball, Spielwiese;Hinter der Mühle;4125;Riehen;;Gemeinde Riehen;;nein;47.59421392700487, 7.653773960126151;"{""coordinates"": [7.653773960126151, 47.59421392700487], ""type"": ""Point""}"
261;Hinter Gärten-Schulhaus (TS);Tischtennistisch;Tischtennistisch;Steingrubenweg 30;4125;Riehen;;Gemeinde Riehen;;nein;47.58935052086997, 7.657444799489739;"{""coordinates"": [7.657444799489739, 47.58935052086997], ""type"": ""Point""}"
262;Mohrhaldenanlage;Tischtennistisch;Tischtennistisch;Morhaldenstrasse  34;4125;Riehen;;Gemeinde Riehen;;nein;47.58225035544665, 7.653406634748716;"{""coordinates"": [7.653406634748716, 47.58225035544665], ""type"": ""Point""}"
263;Naturbad Riehen;Gartenbad;Schwimmen;Weilstrasse 69;4125;Riehen;https://www.naturbadriehen.ch/;Gemeinde Riehen;;ja;47.59219664840601, 7.644933050594079;"{""coordinates"": [7.644933050594079, 47.59219664840601], ""type"": ""Point""}"
269;Niederholz-Schulhaus;Tischtennistisch;Tischtennistisch;Langenlängenweg  14;4125;Riehen;;Gemeinde Riehen;;nein;47.572241165712306, 7.6367405787922795;"{""coordinates"": [7.63674057879228, 47.572241165712306], ""type"": ""Point""}"
272;Niederholz-Schulhaus (ZBA);Tischtennistisch;Tischtennistisch;Niederholzstrasse 95;4125;Riehen;;Gemeinde Riehen;;nein;47.570490295314116, 7.634494792149981;"{""coordinates"": [7.634494792149981, 47.570490295314116], ""type"": ""Point""}"
275;Spielplatz Bündten (Kornfeldstrasse);Tischtennistisch;Tischtennistisch;Kornfeldstrasse 51;4125;Riehen;;Gemeinde Riehen;;nein;47.57427858093265, 7.644828744199134;"{""coordinates"": [7.644828744199134, 47.57427858093265], ""type"": ""Point""}"
276;Spielplatz Grenzacherweg/Siegwaldweg;Tischtennistisch;Tischtennistisch;Grenzacherweg 226;4125;Riehen;;Gemeinde Riehen;;nein;47.57105025884256, 7.645101983384097;"{""coordinates"": [7.645101983384097, 47.57105025884256], ""type"": ""Point""}"
282;Tennisanlage TC Zoll;Spezialsportanlage;Tennisplätze;Hörnliallee 20;4125;Riehen;;TC Zoll;;nein;47.56329825990375, 7.6354211038380635;"{""coordinates"": [7.635421103838063, 47.56329825990375], ""type"": ""Point""}"
284;Wasserstelzen;Sporthalle;3 1-fach Sporthalle;Wasserstelzenweg 15;4125;Riehen;https://www.riehen.ch/kultur-und-freizeit/freizeit-und-sport/sportanlagen-riehen/hallen-und-raumreservation;Gemeinde Riehen;;ja;47.5728612719656, 7.639735546651696;"{""coordinates"": [7.639735546651696, 47.5728612719656], ""type"": ""Point""}"
289;Wasserstelzen-Schulhaus;Hallenbad;Schwimmen, Schulschwimmbad (8x16.5m);Wasserstelzenweg 15;4125;Riehen;https://www.riehen.ch/kultur-und-freizeit/freizeit-und-sport/schwimmen-riehen/hallenschwimmbad-wasserstelzen;Gemeinde Riehen;;ja;47.57284865102644, 7.63975277615988;"{""coordinates"": [7.63975277615988, 47.57284865102644], ""type"": ""Point""}"
292;Wettsteinanlage;Tischtennistisch;Tischtennistisch;Wettsteinanlage;4125;Riehen;;Gemeinde Riehen;;nein;47.5833482316738, 7.651092808373144;"{""coordinates"": [7.651092808373144, 47.5833482316738], ""type"": ""Point""}"
