geo_point_2d;geo_shape;objid;entstehung;plz6_von;status;status_txt;inaenderun;inaenderu1;plz;zusatzziff;r1_objid;r1_nbident;r1_identif;r1_beschre;r1_gueltig;r1_guelti1;r1_guelti2;r2_objid;r2_entsteh;r2_ortscha;r2_status;r2_inaende;r2_inaend1
47.570375196006424, 7.6722054402562865;"{""coordinates"": [[[7.661874804015787, 47.5719786754629], [7.661452791692772, 47.57241597582328], [7.662418540336723, 47.57280945848315], [7.661540792985151, 47.57389517200197], [7.661939582043425, 47.57409139627968], [7.662376588374358, 47.57472855157363], [7.662904689610984, 47.57513908632158], [7.664923480131216, 47.575574771273295], [7.665236212299106, 47.57507791754647], [7.665760386352046, 47.57513799862539], [7.665770912941309, 47.575138085999676], [7.665781439223855, 47.57513810142406], [7.665791965237971, 47.57513805389217], [7.665802477654713, 47.575137934436306], [7.665813003093529, 47.57513775199815], [7.665823528263806, 47.575137506603745], [7.665834039798229, 47.57513718029176], [7.665844551102395, 47.575136800017056], [7.665855048770625, 47.57513633882476], [7.665865546208519, 47.575135823669804], [7.665876043339323, 47.575135236564996], [7.665886513581851, 47.57513457756214], [7.665896983555578, 47.575133855603035], [7.665907453222088, 47.57513306169398], [7.665917896038574, 47.5751322048806], [7.665928338586133, 47.57513128511093], [7.66593875424523, 47.57513029344327], [7.66594916959695, 47.57512922982572], [7.6659595580985, 47.57512810330385], [7.665969933040401, 47.57512691385165], [7.665980294422623, 47.575125661469144], [7.665990628916195, 47.5751243371887], [7.666000963102188, 47.575122940958394], [7.666011257147257, 47.575121481849706], [7.666021537632507, 47.575119959810785], [7.666031804557884, 47.57511837484156], [7.666042044594417, 47.575116717974446], [7.66605225778045, 47.575114998203], [7.666062444115956, 47.5751132155273], [7.6660726035625, 47.57511136095366], [7.666082736158446, 47.57510944347582], [7.666092855194308, 47.575107463067724], [7.666102934088948, 47.57510541978129], [7.666112986094488, 47.57510330459704], [7.666123011287689, 47.57510113550215], [7.666132996301166, 47.57509889453541], [7.666142954463839, 47.575096590664444], [7.666152885775688, 47.57509422388924], [7.666162776946115, 47.57509179423585], [7.666172641265644, 47.575089301678226], [7.666182465405289, 47.57508673724879], [7.666192249441826, 47.5750841189348], [7.666201993336836, 47.575081437742604], [7.666211710380828, 47.575078693646226], [7.666221387283225, 47.575075886671726], [7.666231010753444, 47.57507301684504], [7.666240607372572, 47.57507008411421], [7.666250163850013, 47.57506708850525], [7.666259666933628, 47.5750640390378], [7.666269129875516, 47.57506092669223], [7.666278552675657, 47.57505775146853], [7.666287935334008, 47.57505451336674], [7.666297264598437, 47.57505122140653], [7.666306540430498, 47.57504786659424], [7.666315776120708, 47.57504444890388], [7.66632497170748, 47.57504097732909], [7.666334113861814, 47.57503744290224], [7.666343202622125, 47.57503385461702], [7.666352237949948, 47.575030203479805], [7.666361219883725, 47.575026498484185], [7.66637016167551, 47.57502273061059], [7.666379036782672, 47.575018908904674], [7.666387871786252, 47.57501503331435], [7.666396640066732, 47.575011094898116], [7.666783624680775, 47.57477853314516], [7.666788582185256, 47.57477545657286], [7.666793393070265, 47.57477228135721], [7.666798057297272, 47.57476899850457], [7.666802561652845, 47.574765626028366], [7.666806906098478, 47.574762154934916], [7.666811090634166, 47.57475858522426], [7.666815102046498, 47.57475493490971], [7.666818940335488, 47.57475120399133], [7.666822605462625, 47.574747383475426], [7.666826084214524, 47.5747434913754], [7.666829376591191, 47.574739527691236], [7.666832495921653, 47.57473550139058], [7.666835415586483, 47.57473140353179], [7.666838148914706, 47.5747272430826], [7.66684068265442, 47.574723029062646], [7.666843016805649, 47.574718761471914], [7.666845151406979, 47.57471444930409], [7.66684708645845, 47.57471009255917], [7.666848808669629, 47.57470569126321], [7.666850331408101, 47.57470126337741], [7.666851654635365, 47.574696799908146], [7.666852751809101, 47.57469230990124], [7.666853649548783, 47.574687802298094], [7.666854334564027, 47.57468327712488], [7.666854806854872, 47.574678734381486], [7.666855066498425, 47.57467419205523], [7.66685511345622, 47.57466964115249], [7.666854947766844, 47.57466509066686], [7.666854569468871, 47.57466054959201], [7.666853978562354, 47.57465601792785], [7.666853175047351, 47.57465149567446], [7.666852159000961, 47.57464700081906], [7.666809587170102, 47.57447581734338], [7.668133974595713, 47.57416756149086], [7.669258618796995, 47.573920618896366], [7.670176199685025, 47.573590400252684], [7.671690874651667, 47.573713494326924], [7.672743820070863, 47.57406873580279], [7.673377471821498, 47.574036628453406], [7.674862727301734, 47.57398855432645], [7.675780208998692, 47.57380180395863], [7.676134690344218, 47.57391235982024], [7.676351941522239, 47.573979377806076], [7.676357991360314, 47.57398296292326], [7.676363961738536, 47.57398661115847], [7.676369852616774, 47.57399031351801], [7.676375677285293, 47.57399406997486], [7.676381422453825, 47.573997880556064], [7.676387074832097, 47.57400174528884], [7.676392661000656, 47.57400566411891], [7.676398167669235, 47.57400963707339], [7.676403581507397, 47.574013655185915], [7.676408915845567, 47.574017727422856], [7.676414170643604, 47.57402184479067], [7.676419345941633, 47.57402601628297], [7.676424415159093, 47.574030241954084], [7.676429418086535, 47.57403450373533], [7.676434314933388, 47.574038819695446], [7.676439132199918, 47.574043171792795], [7.676443856676124, 47.57404757804186], [7.676448501612145, 47.574052029421885], [7.676453040387227, 47.57405651699355], [7.676457486331805, 47.574061049723355], [7.676461852736161, 47.57406562758412], [7.676466112979536, 47.57407024163656], [7.676470280392363, 47.574074900847165], [7.676474354894314, 47.57407958722868], [7.6764783232754, 47.574084318795585], [7.676482198785727, 47.57408908652701], [7.676485981465442, 47.57409389941664], [7.676489657903753, 47.574098730510784], [7.67649324151142, 47.57410360676316], [7.676496718957958, 47.57410851920728], [7.676500090203182, 47.574113458849574], [7.676503368537373, 47.57411842566285], [7.676507369448599, 47.574124488230055], [7.676511503063028, 47.57413050555719], [7.676515769380674, 47.57413647764433], [7.676520181691896, 47.574142404464176], [7.676524713416105, 47.57414828607115], [7.67652939113395, 47.574154122410825], [7.676534188264838, 47.574159913537564], [7.676539118058948, 47.574165650430565], [7.676544167225988, 47.57417133311701], [7.676549362386793, 47.574176970536094], [7.67655466359009, 47.57418254478214], [7.676560110787197, 47.57418807376076], [7.676565664026842, 47.57419353956634], [7.67657134992985, 47.57419895113807], [7.676577155165743, 47.57420429950948], [7.676583066444223, 47.574209584707795], [7.676589110386116, 47.57421481567214], [7.676595273660948, 47.57421998343617], [7.676601542938218, 47.57422507903341], [7.676607931588618, 47.57423012042387], [7.676614426241478, 47.57423508964747], [7.676621040227306, 47.57423999567063], [7.6766277602156, 47.57424482952695], [7.676634586206359, 47.574249591216365], [7.676641518199581, 47.57425428073888], [7.676648556235453, 47.57425890708804], [7.676655700233604, 47.57426345227667], [7.676662936943874, 47.57426792532552], [7.676670279656601, 47.57427232620736], [7.676677728331589, 47.574276645928556], [7.676685269718677, 47.57428089350995], [7.676692890487318, 47.57428505998509], [7.676700617258383, 47.57428915429313], [7.676708436661118, 47.57429315847409], [7.676716335485556, 47.57429709054232], [7.676724326941639, 47.57430093248344], [7.67673241106954, 47.574304693290955], [7.676740574578896, 47.57430837299211], [7.676748817469675, 47.57431197158688], [7.676757139701657, 47.57431548008163], [7.676765541315023, 47.57431890746993], [7.676774022269532, 47.57432224475821], [7.67678256927481, 47.5743254919736], [7.676791195621181, 47.574328649088926], [7.676799888058468, 47.57433172512499], [7.676808646546428, 47.57433471108806], [7.676817471044806, 47.574337597984695], [7.676826361593793, 47.57434039480831], [7.67683531823356, 47.57434311055264], [7.676844327553066, 47.574345718263984], [7.676853402963281, 47.5743482448959], [7.676862531093369, 47.574350672488485], [7.676871711983502, 47.57435301003524], [7.676880945593421, 47.574355248542595], [7.676890218672946, 47.574357397031356], [7.676899544431935, 47.57435943748707], [7.676908922991033, 47.574361396890524], [7.676918340939145, 47.57436324828815], [7.676927798356672, 47.574365009667126], [7.676937295203338, 47.57436667203384], [7.676946818188732, 47.57436823541549], [7.676956380603168, 47.574369699784896], [7.676965982446598, 47.574371065141975], [7.676975610428597, 47.57437233151399], [7.677347890512079, 47.57434863417829], [7.677626381692063, 47.57455946826418], [7.677478678833449, 47.57523411924853], [7.677448439360782, 47.575435001624975], [7.677368506180949, 47.57568648558697], [7.677321151163545, 47.57596532440604], [7.677357994771882, 47.57649939336031], [7.677455160649237, 47.57701114193895], [7.677593591010841, 47.57730510428863], [7.677685769239605, 47.5776435003977], [7.677733154173896, 47.57812642712354], [7.677955583680428, 47.57858730098745], [7.678165487158328, 47.57891610087876], [7.678508335487432, 47.5793626234514], [7.678683923232988, 47.579770439638764], [7.678676783974245, 47.58014758650301], [7.679422494734866, 47.58039301189728], [7.680819720943608, 47.58113198220275], [7.68136498934027, 47.58099993370482], [7.681480062775204, 47.58026025096034], [7.681618466470373, 47.57937047749529], [7.68181897210128, 47.5782991980075], [7.681932702926684, 47.577713434915125], [7.681908330711335, 47.577461176841766], [7.682557310558717, 47.577236369403096], [7.68302354642633, 47.577032187211685], [7.683861711129603, 47.57666216726136], [7.683826443803499, 47.57563308376887], [7.683753022341631, 47.574774744799186], [7.68367906942724, 47.57391014702047], [7.684314307430199, 47.573800171944036], [7.685512604857622, 47.573091853327966], [7.686835963550807, 47.57283863377708], [7.688135300522792, 47.572583849717354], [7.688922316336193, 47.57242951731319], [7.689325840441113, 47.57186755737921], [7.68966250032021, 47.57140251264149], [7.689293157686345, 47.57086449578307], [7.688899562700406, 47.57029114856381], [7.68855111373746, 47.56994018954319], [7.687886702044158, 47.56922553546685], [7.687108915350496, 47.568388895024], [7.686835380609913, 47.56769718714672], [7.686542686036717, 47.56700160704129], [7.686242086057126, 47.56630749985506], [7.685928346210089, 47.56561504754113], [7.6851847179232, 47.56655639054196], [7.684755047730811, 47.567100261110376], [7.684490315895992, 47.56743535177019], [7.684124604499821, 47.567892780779815], [7.683762821286491, 47.568356190085765], [7.683429881070264, 47.56842604412178], [7.683536661620946, 47.56921296782036], [7.683584568133486, 47.569620201491595], [7.68372341964163, 47.57053969646456], [7.683509147092868, 47.57125831394848], [7.682105221733505, 47.57079313860752], [7.681031198171572, 47.57043725227092], [7.680094139434989, 47.56998232967745], [7.679110348912149, 47.56950469701986], [7.678449906082415, 47.56896614976035], [7.678105661347224, 47.56844225535724], [7.677690722027452, 47.56781073339363], [7.676752468195867, 47.566988374303236], [7.675704955339652, 47.56594113516164], [7.675153040218444, 47.56542728691358], [7.676207342009289, 47.56518562603944], [7.677288369050258, 47.56493782992061], [7.677324836508046, 47.5637495748774], [7.676232033296358, 47.56358002326541], [7.675623537577304, 47.56348560744233], [7.674461850885073, 47.563460699830145], [7.673487983044695, 47.56359149673059], [7.672457099440931, 47.563729954802646], [7.672380470614401, 47.56443313097589], [7.672317942665541, 47.565006975729], [7.672368364975797, 47.56544477910507], [7.670707901888131, 47.56581936509308], [7.670227417652128, 47.565836736318445], [7.669472247395364, 47.565666511231164], [7.667494875804615, 47.56530952727012], [7.666121626897937, 47.5651403328746], [7.665557887437916, 47.56506497830003], [7.664234811883301, 47.565403818232106], [7.663269680844982, 47.565238411623824], [7.662281032168963, 47.565068968032406], [7.660745352660664, 47.564799364295524], [7.659735254259242, 47.564638115228824], [7.658759640478931, 47.56448235023576], [7.657899772933422, 47.563868506208465], [7.656764243825838, 47.56313413524147], [7.656438965614035, 47.56267335722054], [7.656163650236268, 47.56228332845333], [7.655462786465234, 47.562321601040416], [7.654544135064167, 47.56237176774946], [7.653670670104646, 47.562105102368406], [7.652793848096102, 47.56183740229086], [7.652650509352553, 47.56178240854308], [7.652371190532446, 47.56211561820269], [7.652509958666565, 47.56221026506763], [7.652523002551263, 47.56221910890976], [7.652536125983898, 47.56222790763551], [7.652549315677125, 47.562236661269225], [7.652562571558762, 47.56224535182357], [7.652575907024435, 47.562254006255166], [7.6525893086785, 47.56226259760735], [7.652602789880493, 47.56227114384297], [7.652616337306971, 47.56227963599286], [7.652629950994032, 47.5622880830506], [7.652643630905555, 47.56229647602248], [7.652657390328891, 47.56230481488407], [7.652671215976682, 47.56231309965981], [7.652685107885024, 47.56232133934331], [7.652699065981676, 47.56232951594722], [7.652713090338865, 47.56233764745889], [7.652727194207832, 47.56234572486006], [7.652741350977693, 47.56235373920608], [7.652755574008068, 47.56236170845971], [7.652769876550169, 47.56236962360289], [7.652784232029264, 47.56237748468444], [7.652798653732694, 47.56238529167992], [7.652813141660443, 47.562393044589214], [7.652827695776362, 47.562400734418745], [7.652842302865326, 47.56240837918027], [7.652856976142417, 47.56241596086191], [7.652871728931149, 47.562423488432884], [7.652886521369335, 47.5624309619666], [7.652901393319129, 47.562438381389555], [7.652916318169567, 47.56244573775702], [7.652931295992945, 47.562453049056316], [7.652946339968153, 47.56246028828197], [7.652961450203653, 47.56246748241492], [7.653158280704233, 47.56256061849982], [7.653702198910167, 47.56299699748064], [7.654528263419518, 47.56383328742893], [7.65555935952642, 47.564806082684235], [7.656485298326936, 47.565754962260606], [7.656752043812399, 47.56640653429318], [7.65739950559559, 47.56768691460546], [7.658537106241807, 47.56885246004643], [7.658644938381578, 47.569255876023696], [7.65896709569345, 47.569641690196185], [7.659469147009049, 47.570240133158514], [7.659703679785796, 47.57068234010785], [7.659999706528038, 47.57108905729093], [7.660223686314862, 47.5713980503945], [7.660629204452879, 47.57118633000132], [7.660904404070611, 47.57142769930622], [7.661205610501399, 47.57160451534138], [7.661874804015787, 47.5719786754629]]], ""type"": ""Polygon""}";1;PLZ6Nachfuehrung[0];Ortschaft[2];1;real;1;nein;4126;;0;BS0000000000;PLZOrt;Ersterfassung PLZOrtschaft;1;gueltig;2008-01-04T00:00:00+00:00;2;OSNachfuehrung[0];;real;1;nein
47.55680496972783, 7.588673506355298;"{""coordinates"": [[[7.590752673268116, 47.555456785480374], [7.590704351920816, 47.55539570910615], [7.590662444168726, 47.55534273669693], [7.590593620091749, 47.55532258154767], [7.590518541148357, 47.55541547681022], [7.59043122528036, 47.55538665771056], [7.590415094790741, 47.55541412760842], [7.590392357122763, 47.555407402920075], [7.590370653117958, 47.555437164478256], [7.590344609614949, 47.55543125352089], [7.590325326115324, 47.55542916509204], [7.590058277888318, 47.555361645605515], [7.589863579811359, 47.55528321217962], [7.589434597511085, 47.55519339892267], [7.589254302198459, 47.55515251268209], [7.589234362426958, 47.555209756615504], [7.589170626458728, 47.55519395600945], [7.589098852212255, 47.55516382972565], [7.589139566741445, 47.555138136008175], [7.589192208630504, 47.55506892415284], [7.589177110276919, 47.555043266529474], [7.589102413871029, 47.555060469077446], [7.589098214601776, 47.555055393035836], [7.589057851406674, 47.55506901668805], [7.589054014549316, 47.55506525326308], [7.589007345052613, 47.555070997526784], [7.588925349350209, 47.55495879846124], [7.588792385198648, 47.554891948488056], [7.588616756898637, 47.55496068892679], [7.588604298791135, 47.555004621386814], [7.588596590466466, 47.55500366897465], [7.588585275258938, 47.5550335337532], [7.5885745843343, 47.55506335275858], [7.588570559374554, 47.555073026205925], [7.588544511967283, 47.55514606188977], [7.588540234467245, 47.55516990079922], [7.588702862600116, 47.55526395490063], [7.588484633884312, 47.5557333850067], [7.588459148521588, 47.556092204895705], [7.58839354503455, 47.55623039700785], [7.588362465472397, 47.556281170596456], [7.588111162163516, 47.55668469125002], [7.587788601821433, 47.556583978901884], [7.587791002789292, 47.55653504092181], [7.587758862477682, 47.55652022439577], [7.587761193319817, 47.55651754128098], [7.587746547979855, 47.55651128239019], [7.587697635212269, 47.55648970602607], [7.587634358874494, 47.55645807502], [7.587567674241709, 47.55641910944642], [7.587551425641019, 47.55640962382858], [7.5874698937339, 47.55634430753515], [7.586881010013897, 47.55661320614274], [7.586904538206193, 47.55663187419067], [7.586828827202519, 47.55667712800441], [7.586803501845221, 47.5566907047608], [7.586905447038496, 47.556839628276926], [7.586936687739473, 47.55688455720073], [7.586927061854956, 47.55693954813574], [7.586998429367571, 47.55699502060412], [7.586837301538583, 47.55711211710996], [7.586642147863958, 47.55742127275988], [7.586736060976437, 47.557457047463146], [7.586870054889306, 47.55754408935678], [7.586847893689551, 47.557654308723556], [7.587037604808475, 47.55768652573302], [7.587096930643638, 47.55769702681776], [7.587252748066468, 47.557719447495785], [7.587332278645497, 47.55772859162615], [7.587375632444843, 47.55773836646183], [7.587472329708328, 47.55777161876823], [7.587496335125925, 47.55778010517718], [7.587296946226003, 47.55802783110205], [7.587383445293555, 47.558058200504504], [7.587318281437697, 47.558136646001316], [7.587240928588987, 47.55818458228311], [7.587180364918965, 47.558297710644595], [7.587064300878235, 47.55829516036899], [7.587067183230095, 47.55837136955253], [7.587084519101012, 47.558504166851705], [7.587086631647964, 47.558547190154655], [7.587008601840238, 47.558657831402336], [7.586990208897277, 47.55879018851118], [7.587106526060707, 47.55879259463995], [7.587263761078364, 47.55881239631837], [7.58753237408221, 47.558816685291085], [7.587494782908549, 47.55874392008802], [7.587722143720578, 47.55870162881696], [7.587846081305551, 47.55869717123613], [7.587952774532059, 47.558526936244945], [7.588060949805064, 47.55839753077115], [7.588455470466433, 47.5585417604281], [7.588693346572177, 47.55820887535239], [7.588720876062412, 47.55816161383669], [7.588711223603954, 47.558159287895336], [7.58872939062938, 47.558080524402854], [7.588733221481495, 47.558034804342526], [7.588780016882405, 47.5580303731211], [7.588791983057155, 47.55795303861162], [7.588761571819041, 47.5579440121045], [7.588756498719981, 47.55794009737211], [7.588779039527652, 47.55791429230892], [7.588769407186946, 47.55790965495773], [7.588792966986844, 47.55788714028425], [7.588842116550527, 47.55790253717948], [7.5888799136036, 47.557859120698794], [7.588853586828599, 47.557852058577616], [7.588839181763096, 47.5578463751165], [7.588856557113991, 47.55782635966213], [7.588914873616939, 47.55778016464018], [7.588951663133104, 47.55780368077562], [7.588988469404059, 47.55778122092764], [7.589001132005195, 47.55777677068396], [7.589114300576487, 47.557666847159496], [7.589131328136904, 47.55765077136563], [7.589165330259382, 47.5576186827946], [7.589203549266399, 47.5575695816202], [7.58913171458381, 47.55752386931992], [7.589113569875153, 47.55750181313589], [7.589049324742539, 47.55745243053636], [7.589412539583754, 47.55719695297213], [7.58953795923569, 47.557243396182095], [7.589578609481123, 47.55725088029328], [7.589665356518895, 47.55722327408006], [7.5897841920787, 47.5571308443366], [7.589775854096235, 47.55708121873747], [7.589638127998376, 47.55702877491962], [7.589589164450165, 47.557008476532616], [7.5899384835879, 47.55665233940646], [7.58999245960874, 47.55666930345716], [7.590134546603183, 47.55666214870797], [7.59017386721239, 47.55657106300941], [7.590255346103272, 47.556569607982084], [7.590589147480496, 47.55623012742534], [7.591099173705805, 47.555734482038325], [7.590906957049662, 47.555656011151996], [7.590624251326356, 47.555619415913235], [7.590752673268116, 47.555456785480374]]], ""type"": ""Polygon""}";4;PLZ6Nachfuehrung[0];Ortschaft[0];1;real;1;nein;4001;;0;BS0000000000;PLZOrt;Ersterfassung PLZOrtschaft;1;gueltig;2008-01-04T00:00:00+00:00;0;OSNachfuehrung[0];;real;1;nein
47.56186530450753, 7.582857026948623;"{""coordinates"": [[[7.580706722903785, 47.56155442835454], [7.58097967423225, 47.56209482465762], [7.58113590519612, 47.56222358572547], [7.581871510365493, 47.56283346554224], [7.581714241374209, 47.56298823355289], [7.581055210990686, 47.56349965825805], [7.580733315786705, 47.563749455508265], [7.581582684276301, 47.56425083298206], [7.581659889506597, 47.564296408364314], [7.581882732989046, 47.56411984915838], [7.582770224963705, 47.563423307935714], [7.582950712935845, 47.56326628833159], [7.583016214829539, 47.56331310944841], [7.583109901172792, 47.563370175421205], [7.583510228604982, 47.5636625409115], [7.583551669092637, 47.56363655155409], [7.58367603281118, 47.56372593830158], [7.583989608110812, 47.563529448950874], [7.583921240367799, 47.563474852397746], [7.583952426582091, 47.5634552881876], [7.583912683794143, 47.5634262610447], [7.584033488712835, 47.563350482344205], [7.584006339931395, 47.563330208395506], [7.583755612594739, 47.56314363139638], [7.583623511481679, 47.56304252653777], [7.583468464781299, 47.562917499772645], [7.583404318283951, 47.56286576665492], [7.583784334710409, 47.56253515297134], [7.584280655117231, 47.56218653125157], [7.584634070963095, 47.56196201080762], [7.584932341376501, 47.56188295989001], [7.584909333152629, 47.56181701085466], [7.58483983797416, 47.561748116216464], [7.584919951896905, 47.56171106953594], [7.584903977081027, 47.56169523365554], [7.584993661680212, 47.56162568960933], [7.584952118225707, 47.56158415480455], [7.585633996811934, 47.56127158377651], [7.58570581635419, 47.561238666125504], [7.585134097705894, 47.56057063993274], [7.58490145627017, 47.56022633760593], [7.584750874368089, 47.55998783304158], [7.58439695318742, 47.56009520242948], [7.582996325772118, 47.560516385236134], [7.582027778590722, 47.56081121632548], [7.582018846509245, 47.56076547625937], [7.581998101554375, 47.56068481011582], [7.581967732748744, 47.560558036000835], [7.581940544485824, 47.56047268303945], [7.581872148174064, 47.56027137069341], [7.581757908462365, 47.56029663043459], [7.581574604192885, 47.56033717413454], [7.581581678169262, 47.56036399373128], [7.581388550189551, 47.5604228244178], [7.58139656495216, 47.560443733998945], [7.581133147844784, 47.56050237148671], [7.581066924980219, 47.5605171121584], [7.581281839270198, 47.56097891976328], [7.581306107864242, 47.56103105363963], [7.580399217860179, 47.561309660849396], [7.579957876208429, 47.56149251716995], [7.580066669182623, 47.561611911767095], [7.580109082519844, 47.561697372572816], [7.580533261864279, 47.56159592071674], [7.580706722903785, 47.56155442835454]]], ""type"": ""Polygon""}";6;PLZ6Nachfuehrung[1];Ortschaft[0];1;real;1;nein;4031;;1;BS0000000000;4031;Neuerfassung PLZ4031;1;gueltig;2018-02-09T00:00:00+00:00;0;OSNachfuehrung[0];;real;1;nein
