politische_gemeinde;bfs_nr;bezirk_bezeichnung;bezirk_nr;siedlung;einwohner_per_31_12_2018;plz;ortschaft;primarschulgemeinde;sekundarschulgemeinde;evang_kirchgemeinde;kath_kirchgemeinde
Aadorf;4551;Münchwilen;2014;Aawangen;52;8522;Aawangen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Blumenau;7;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Bohl;159;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Fohrenberg;x;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Iltishausen;14;8356;Ettenhausen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Kleinbasel;37;8357;Guntershausen b. Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Moos;12;8522;Häuslenen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Schönengrund;13;9547;Wittenwil;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Schür;9;9547;Wittenwil;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Waldau;x;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Widacker;x;8357;Guntershausen b. Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Wittershausen;13;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Aadorf;4501;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Altkloster;141;8357;Guntershausen b. Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Bsetzeli;x;9547;Wittenwil;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Ettenhausen;1098;8356;Ettenhausen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Guggenbühl;x;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Huzenwil;21;8522;Häuslenen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Häuslenen;431;8522;Häuslenen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Islikeit;147;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Kilberg;203;8356;Ettenhausen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Maischhausen;208;8357;Guntershausen b. Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Tänikon;26;8356;Ettenhausen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Vorloch;6;9547;Wittenwil;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Waldegg;7;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Weiern;76;9547;Wittenwil;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Wittenwil;347;9547;Wittenwil;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Bildacker;x;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Burg;26;8522;Häuslenen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Friedtal;9;8522;Häuslenen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Guntershausen;1087;8357;Guntershausen b. Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Langwies;x;8522;Aawangen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Leinehof;7;8356;Ettenhausen;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Löhracker;200;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Matthof;118;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Reben;x;8357;Guntershausen b. Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Aadorf;4551;Münchwilen;2014;Wiesental;7;8355;Aadorf;Aadorf;Aadorf;Aadorf-Aawangen;Aadorf-Tänikon
Affeltrangen;4711;Weinfelden;2015;Battlehausen;10;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Bollsteg;81;9556;Affeltrangen;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Brunnenwies;6;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Flurhof;x;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Ghürst;16;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Grossenegg;8;9556;Affeltrangen;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Himmenreich;118;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Nägelishueb;x;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Oberisenegg;25;9555;Tobel;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Rietwis;7;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Schlatt;x;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Sonnenhof (Märwil);x;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Towag;6;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Bussnang
Affeltrangen;4711;Weinfelden;2015;Unterlangnau;51;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Bohl;18;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Bussnang
Affeltrangen;4711;Weinfelden;2015;Buch;99;9562;Buch b. Märwil;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Kaltenbrunnen;31;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Käserei;x;9562;Buch b. Märwil;Regio Märwil;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Maltbach (Gemeinde Affeltrangen);26;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Meienhof;x;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Bussnang
Affeltrangen;4711;Weinfelden;2015;Märwil;819;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Riethof;7;9556;Zezikon;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Rütihof;x;9562;Buch b. Märwil;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Sonnenhof (Affeltrangen);x;9556;Affeltrangen;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Wildern;10;9556;Zezikon;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Wyden;x;9556;Zezikon;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Zezikon;191;9556;Zezikon;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Affeltrangen;883;9556;Affeltrangen;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Azenwilen;13;9562;Buch b. Märwil;Lauchetal;Affeltrangen;Bussnang-Leutmerken;Tobel
Affeltrangen;4711;Weinfelden;2015;Berghof;x;9556;Affeltrangen;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Breite;11;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Haghof;14;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Kreuzegg;11;9556;Affeltrangen;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Oberlangnau;19;9562;Märwil;Regio Märwil;Affeltrangen;Märwil;Tobel
Affeltrangen;4711;Weinfelden;2015;Rüti;13;9562;Märwil;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Unterisenegg;12;9555;Tobel;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Affeltrangen;4711;Weinfelden;2015;Wahrenberg;11;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Altnau;4641;Kreuzlingen;2013;Flurheim;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Neuhof (Gemeinde Altnau);x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Seewise;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Wigarten;188;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Altnau;1597;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Aspehof;8;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Chappeli;197;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Egg;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Feierlenhof;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Laubbach;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Neuwinkeln;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Rindhof;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Seealp;6;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Tierheim;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Waldheim;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Widehof;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Hermannshof;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Laubacker;x;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Oberdorf;179;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Altnau;4641;Kreuzlingen;2013;Ruderbaum;16;8595;Altnau;Altnau;Altnau;Altnau;Altnau-Güttingen-Münsterlingen
Amlikon-Bissegg;4881;Weinfelden;2015;Amlikon;534;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Bussnang
Amlikon-Bissegg;4881;Weinfelden;2015;Blatten;x;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Fimmelsberg;42;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Holzhof;10;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Kreuz;15;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Tümpfel;11;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Wiesental;8;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Wolfikon;89;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Thunbachtal;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Zollhaus;x;8554;Bonau;Hüttlingen;Frauenfeld;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Bänikon;105;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Griesenberg;15;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Junkholz;130;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Bussnang
Amlikon-Bissegg;4881;Weinfelden;2015;Leutmerken;30;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Maltbach (Gemeinde Amlikon-Bissegg);x;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Amlikon-Bissegg;4881;Weinfelden;2015;Vogelsang;22;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Weierhaus;8;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Altenburg;x;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Bissegg;87;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Bussnang
Amlikon-Bissegg;4881;Weinfelden;2015;Eutenberg;16;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Affeltrangen;Tobel
Amlikon-Bissegg;4881;Weinfelden;2015;Hofen;21;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Holzhäusern;46;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Bussnang
Amlikon-Bissegg;4881;Weinfelden;2015;Hub;23;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Leutmerken
Amlikon-Bissegg;4881;Weinfelden;2015;Hünikon;28;8514;Amlikon-Bissegg;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Bussnang
Amlikon-Bissegg;4881;Weinfelden;2015;Strohwilen;91;8514;Amlikon-Bissegg;Lauchetal;Affeltrangen;Thunbachtal;Leutmerken
Amriswil;4461;Arbon;2011;Amriswil;8907;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil, Hagenwil, Sommeri
Amriswil;4461;Arbon;2011;Biessenhofen;133;8580;Biessenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Büelhof;x;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Bühl;x;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Egg;68;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil, Hagenwil
Amriswil;4461;Arbon;2011;Hagenwil;117;8580;Hagenwil b. Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Hemmerswil;981;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Hölzli;256;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Hüsli;77;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Kronberg;145;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Lampersbüel;15;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Neuhof;x;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Oberau;6;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Oberdorf;20;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Oberfeld;124;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Rebhüsli;8;8580;Biessenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Roor;x;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Räuchlisberg;66;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Schrofe;184;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Almensberg;38;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Steinebrunn
Amriswil;4461;Arbon;2011;Bergermüli;8;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Ebnet (Niederaach);x;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Ebnet (Schocherswil);31;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Guggenbühl;x;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Huebhof;7;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Neuguet;9;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Niederaach;47;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Obermühle;17;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Rüti;56;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil, Sommeri
Amriswil;4461;Arbon;2011;Schocherswil;240;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Schäggishüsli;x;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Underau;7;8580;Hagenwil b. Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Bilche;x;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Bismetwis;x;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Chöpplishus;131;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Eichmühle;x;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Gerisgarte;x;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Lochershaus;90;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Mühlebach;754;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Oberaach (nördlich der Aach);385;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Amriswil;4461;Arbon;2011;Oberaach (südlich der Aach);374;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Rank;7;8581;Schocherswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Rebhalde;80;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Sandbreiti;13;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Amriswil;4461;Arbon;2011;Schmittewise;x;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Steinebrunn
Amriswil;4461;Arbon;2011;Spitzerüti;15;8580;Amriswil;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Hagenwil
Amriswil;4461;Arbon;2011;Wachthütte;6;8587;Oberaach;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Arbon;4401;Arbon;2011;Arbon;7352;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Bleichi;211;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Lee;252;9320;Stachen;Stachen;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Mehreiche;662;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Niederfeld;46;9320;Stachen;Stachen;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Salwiese;131;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Stelzenäcker;214;9320;Frasnacht;Frasnacht;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Bergli;1528;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Frasnacht;404;9320;Frasnacht;Frasnacht;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Landquart;x;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Seemoosriet;926;9320;Arbon;Arbon;Arbon;Arbon;Arbon
Arbon;4401;Arbon;2011;Steiniloh (Gemeinde Arbon);37;9320;Frasnacht;Frasnacht;Arbon;Arbon;Arbon
