geo_point_2d;geo_shape;id_fussgae;regime;regimenr;name;umdatum;umjahr
47.55816635290286, 7.586436458062411;"{""coordinates"": [[[7.586705685763728, 47.558160548623995], [7.586701517818354, 47.55810446902485], [7.586701675286601, 47.55810855197772], [7.586596039486427, 47.55810527748245], [7.586598262990898, 47.55807339189092], [7.586491419306921, 47.55807051455752], [7.586386067334925, 47.55806894831936], [7.586386068703178, 47.55806944297269], [7.58638272139518, 47.55806975300198], [7.58630405974537, 47.558077074637296], [7.586299762210599, 47.55807969725624], [7.586298594977938, 47.558080409239345], [7.586274884650655, 47.55808252581588], [7.586283969755631, 47.558139201782296], [7.586231084978675, 47.55814221869549], [7.586228808577466, 47.55817427522672], [7.586224067139731, 47.5582037806595], [7.586223845048819, 47.55820514798739], [7.586218659398365, 47.558237379081774], [7.586217327099536, 47.558245672986025], [7.58621343460309, 47.558269871043166], [7.586284103449824, 47.55826447525812], [7.586380070529753, 47.5582594071189], [7.58644550620785, 47.55825462944126], [7.586532850176519, 47.55824949116529], [7.586532822607684, 47.55824913145114], [7.586613546010732, 47.558242580504626], [7.586609884173041, 47.55815813404105], [7.586614233324348, 47.55815496272766], [7.586700202639097, 47.558157254890155], [7.586705685763728, 47.558160548623995]]], ""type"": ""Polygon""}";1;Fussgängerzone;;Andreasplatz;;
47.55471333533553, 7.590017444310324;"{""coordinates"": [[[7.589959803489961, 47.554559504931404], [7.589807996315969, 47.55446780389001], [7.589732784272868, 47.55448083442226], [7.589694660919778, 47.5544876381403], [7.589696574344414, 47.55449244731183], [7.5897007438321, 47.55449168643333], [7.589701694881349, 47.55449443728542], [7.589697658171437, 47.55449517101065], [7.589699277180443, 47.55449922508947], [7.589703220918067, 47.55449850047849], [7.589722925519163, 47.55455095341575], [7.589734906211775, 47.554582829689664], [7.589730869444712, 47.55458354542859], [7.589739870953523, 47.55460957963231], [7.589742029076248, 47.554644526511176], [7.589762751468626, 47.55466693902565], [7.589924497917864, 47.55484817789114], [7.589919587779053, 47.55485012691269], [7.589912771972877, 47.55486877978299], [7.589925886655873, 47.55488349450585], [7.589948570829891, 47.55490895331665], [7.589951023190165, 47.5549117112109], [7.589980662255518, 47.55492071143501], [7.589989542403258, 47.55491792083759], [7.590004993712418, 47.554894544028], [7.590020604382675, 47.55489927244685], [7.590022019918269, 47.55489714808555], [7.590034230275539, 47.554878722038616], [7.590050827363429, 47.55487992362598], [7.590053285695496, 47.55488010030693], [7.590140377216382, 47.55488639966195], [7.590482941708734, 47.55474477909623], [7.590380892244053, 47.55466882496596], [7.590153942252849, 47.55476011890719], [7.590166764618341, 47.55477480700221], [7.590154754560592, 47.55477951734934], [7.590141904809901, 47.55476454148891], [7.590103573652826, 47.55472154726943], [7.590044946324801, 47.5547455917673], [7.590037176689103, 47.55473706680097], [7.590037322651023, 47.5547370036552], [7.590043479979272, 47.55473447740893], [7.590061474524429, 47.55472719608187], [7.589996179162652, 47.55465326241386], [7.589978516617446, 47.55466048933743], [7.589971575324509, 47.55466297162959], [7.589971469142673, 47.55466300774243], [7.589963871732319, 47.55465430267255], [7.590022075543893, 47.554630852351885], [7.589986527509396, 47.554590066937024], [7.589962828867074, 47.55456288264985], [7.589959803489961, 47.554559504931404]]], ""type"": ""Polygon""}";4;Fussgängerzone;;Barfüsserplatz;;
47.55920576009231, 7.588583459576651;"{""coordinates"": [[[7.588713083323483, 47.559293961129804], [7.588709795586911, 47.55929185183726], [7.588708544394536, 47.55929105300656], [7.588687159447971, 47.559274487113484], [7.588679254364095, 47.55927938987605], [7.588651146070841, 47.55925798501244], [7.588649747969467, 47.559256916558375], [7.588652583826506, 47.55924478936646], [7.588559656946674, 47.55917381352307], [7.58853776407311, 47.55915613303306], [7.588521757264683, 47.559143211645114], [7.588452678399677, 47.5590857945662], [7.588437102111669, 47.55909845077013], [7.588467030799268, 47.55911996127154], [7.588515324930563, 47.559156845410946], [7.588539554008394, 47.559178462152694], [7.588561892747009, 47.55919877723042], [7.588590503536667, 47.55922408474665], [7.588612068204945, 47.55924315967604], [7.588644899314111, 47.559271456658976], [7.588664558070842, 47.55928841151185], [7.588663828392593, 47.559288799181225], [7.588664561127788, 47.55928949974873], [7.588665214244286, 47.559290236393586], [7.588665787716817, 47.559291000122116], [7.588666281545375, 47.559291790934346], [7.588666682418067, 47.55929259985372], [7.588667003646787, 47.55929343585673], [7.588667218607728, 47.559294280990244], [7.588667353874166, 47.55929513522006], [7.588667396134187, 47.55929598956961], [7.58866733212642, 47.55929685304963], [7.588667188348337, 47.559297698644905], [7.588666951563831, 47.559298544359855], [7.588666621722358, 47.559299372207136], [7.588666198823931, 47.559300182186796], [7.588665696155164, 47.559300974281605], [7.588665100378899, 47.559301730521376], [7.588665924958564, 47.559302017259284], [7.588686346799026, 47.55931155130259], [7.588713083323483, 47.559293961129804]]], ""type"": ""Polygon""}";6;Fussgängerzone;;Elftausendjungfern-Gässlein;;
47.556579495677155, 7.590126191661919;"{""coordinates"": [[[7.590172586664024, 47.55669101411108], [7.59017662571017, 47.55668168235705], [7.590179111591246, 47.556682173780246], [7.590190502662047, 47.55665582531438], [7.590183257699923, 47.55665438674381], [7.590186042741139, 47.556647934614844], [7.590193300988427, 47.55664937316799], [7.590203992483451, 47.5566246444824], [7.590199645523776, 47.55662378673683], [7.590204713998967, 47.5566120343283], [7.590209074269247, 47.556612901050116], [7.590214156052788, 47.5566011576175], [7.590209304854354, 47.556595839635754], [7.590215298134135, 47.556582251302025], [7.590235664257096, 47.55657710737802], [7.5902511829293, 47.55656796754444], [7.589912717306447, 47.556434913340965], [7.589898298299665, 47.556447667183924], [7.59016261183801, 47.55655157922621], [7.59017386721239, 47.55657106300941], [7.590134546603183, 47.55666214870797], [7.590122356257453, 47.55674397155958], [7.590172586664024, 47.55669101411108]]], ""type"": ""Polygon""}";7;Fussgängerzone;;Fahnengässlein;;
47.555819191451285, 7.590342914327168;"{""coordinates"": [[[7.588421263778887, 47.55775746126628], [7.588424956365447, 47.55775236606967], [7.588425861015555, 47.55775278761249], [7.588501973388246, 47.55767531671305], [7.588503073015691, 47.557674200076605], [7.588506411719346, 47.55767557182462], [7.588513636660998, 47.557669842522], [7.588636513701541, 47.55757248920717], [7.588645104062325, 47.55756567889122], [7.588647662614929, 47.55756365200889], [7.588647795199035, 47.557563552907226], [7.588646943493105, 47.55756305934814], [7.588646557561878, 47.55756283500156], [7.588645253392729, 47.55756208120659], [7.588645158570641, 47.55756143377996], [7.588646205881516, 47.55756061400259], [7.588647175571777, 47.557560540804765], [7.588648453244298, 47.557561321615026], [7.588650852690603, 47.557559411855905], [7.588652695379563, 47.55755795249989], [7.588663645575344, 47.55754932241158], [7.588686672705101, 47.55753114342074], [7.588685355426835, 47.55753045259923], [7.588685273941039, 47.557529823142914], [7.588686281341567, 47.55752898542906], [7.58868725100593, 47.55752890323721], [7.588688568410511, 47.557529639027216], [7.588704065623403, 47.55751739659511], [7.588702761555632, 47.55751667877555], [7.588702666707654, 47.55751602235528], [7.588703700730552, 47.55751520259443], [7.588704657133725, 47.55751512941327], [7.588706001110576, 47.55751586516887], [7.588741834276659, 47.55748756971801], [7.588744034903848, 47.55748583109385], [7.588742717423754, 47.55748506832333], [7.588742622625892, 47.557484429890465], [7.588743656647561, 47.55748361012931], [7.58874463962246, 47.55748353691355], [7.588745970388721, 47.557484299666925], [7.588747203248006, 47.55748331776245], [7.588748157754747, 47.557482570053494], [7.588749102564678, 47.557483099466864], [7.588749327898863, 47.55748291030828], [7.588747957147668, 47.55748210263779], [7.588752663376429, 47.55747840914684], [7.588802004501772, 47.557439213864065], [7.588801924658342, 47.557439168998265], [7.58880653774995, 47.55743543065639], [7.588808307439811, 47.55743636372445], [7.588809593340341, 47.557435345776035], [7.588808661791524, 47.55743480735232], [7.588809099198181, 47.55743443804578], [7.588898264024954, 47.557363974162904], [7.588898436365333, 47.557363839034785], [7.588899248136055, 47.55736430566231], [7.58890067985177, 47.55736317060636], [7.588900812409605, 47.55736306251071], [7.588904564064258, 47.557360098736304], [7.589032009422292, 47.557267217978136], [7.589037101694879, 47.55726380278288], [7.589037685195218, 47.557263415299445], [7.58917524298926, 47.55717129479165], [7.589283864604024, 47.55709853905216], [7.589295168719126, 47.55707885514741], [7.589292466724097, 47.55707711385578], [7.589299275064432, 47.55706976616931], [7.589301695920601, 47.55707075235064], [7.589303947855094, 47.55706837509413], [7.58931959128345, 47.55705154558447], [7.589321789919816, 47.55704911443413], [7.589319448806043, 47.557048137143916], [7.589324839868947, 47.55704232921642], [7.589327207554693, 47.557043306472195], [7.589329406494874, 47.557040983246125], [7.589345036494128, 47.55702410878153], [7.589347301456979, 47.557021641569996], [7.589344960217058, 47.55702061931173], [7.589349649118155, 47.557015522795865], [7.589350886193717, 47.55701604283274], [7.589352568244392, 47.557014169961256], [7.58935195637503, 47.55701391892793], [7.589417591090005, 47.55693909611504], [7.589418677447677, 47.5569379974742], [7.589759662974979, 47.556589849102465], [7.589760195074763, 47.55659008224963], [7.589762023268419, 47.55658821817608], [7.589898298299665, 47.556447667183924], [7.589912717306447, 47.556434913340965], [7.589911786248013, 47.556434545806276], [7.589912461817183, 47.556433834424375], [7.589916819916185, 47.5564292509566], [7.589917751076461, 47.556429654466044], [7.589918108751634, 47.55642928525866], [7.589968737233425, 47.55637618347603], [7.589967819359602, 47.556375779949725], [7.589972270246469, 47.556371124409374], [7.589986390782713, 47.55635620345416], [7.59001260518302, 47.55632851367336], [7.590022075633008, 47.55631828448923], [7.590026631828618, 47.55631328704799], [7.590029386701011, 47.556310252580694], [7.59002982378397, 47.55630977534497], [7.590037192805987, 47.556312814649004], [7.590050943292636, 47.556298595677646], [7.590045116810621, 47.5562960400323], [7.590056204173278, 47.55628441471567], [7.590122966678421, 47.55621441065817], [7.590123867387277, 47.556213447157724], [7.590134067241803, 47.5562027673291], [7.590136940379829, 47.55620395976127], [7.590139854389871, 47.55620082615324], [7.590136994359219, 47.55619957074801], [7.590137617289203, 47.55619903930785], [7.590137537472021, 47.55619900343666], [7.590254424546258, 47.55607650964525], [7.590300003772304, 47.556023423272414], [7.59032394612535, 47.55599579033647], [7.590333481531066, 47.55598508437288], [7.590334465702197, 47.55598544284137], [7.590334558447359, 47.55598535278329], [7.590386996245331, 47.555919378415865], [7.590401981445747, 47.5559002472126], [7.590406573976753, 47.555894035553706], [7.590399205298407, 47.555891104197165], [7.590398886056387, 47.555890969706816], [7.590433040793284, 47.555847800258135], [7.590441790548264, 47.555850504970266], [7.590513011736847, 47.555760303927755], [7.590551031584418, 47.55571215586829], [7.590552135502633, 47.55571257713503], [7.590552720714451, 47.555712801215655], [7.590554759298419, 47.55571019037448], [7.590561435771747, 47.5557126549493], [7.590565844186452, 47.555707118053974], [7.590557452037883, 47.555704017160515], [7.590742400575904, 47.55546978584626], [7.590750858767992, 47.55547276072804], [7.590758311191772, 47.55546312770083], [7.590750677532048, 47.555460439543026], [7.590753113309018, 47.55545735151155], [7.590752421736964, 47.55545710058955], [7.590790878013841, 47.55540840325789], [7.590934207213055, 47.55527434424337], [7.591097076074351, 47.555167231708566], [7.591117179369571, 47.55515401159188], [7.591117083622908, 47.55515304938707], [7.591118876741441, 47.555152894147405], [7.591119801623001, 47.55515110318315], [7.591145025108524, 47.555102494990756], [7.591146102036692, 47.555102772387414], [7.59114659147151, 47.5551020252665], [7.591149092635243, 47.55509858638488], [7.591148108552103, 47.555098254904294], [7.591179721723082, 47.5550540722551], [7.591183217013658, 47.555049831628565], [7.591221361685555, 47.555008563382984], [7.591225469235994, 47.555004717678074], [7.591269893153629, 47.55496642711581], [7.591274333298593, 47.55496274286074], [7.591324519425058, 47.55492781738237], [7.591326035339014, 47.55492829206447], [7.591329761117877, 47.55492567899828], [7.591406553277535, 47.55489832732534], [7.591476891631349, 47.554872045326775], [7.591481497949739, 47.55487072619945], [7.591481816544877, 47.554870635844196], [7.59148132209776, 47.55486962919374], [7.591556310183088, 47.55485257761973], [7.591556937769923, 47.5548536830263], [7.591560017975623, 47.554852968478976], [7.59156370867122, 47.55485202828694], [7.591565079477842, 47.55485750367608], [7.591609517046742, 47.55486121373164], [7.59160429303439, 47.55482777286759], [7.591603066213367, 47.55479371518202], [7.59160169904303, 47.55479414867608], [7.591600265161801, 47.55479448332654], [7.591598791089178, 47.5547947011111], [7.591597303421936, 47.55479481098862], [7.591595788848815, 47.554794803982766], [7.591488908552549, 47.55478621129348], [7.591439383300164, 47.554782714718634], [7.591433894870446, 47.55478219128405], [7.591432034231439, 47.55478195988631], [7.591430213011521, 47.55478157554324], [7.591428497663947, 47.554781047161526], [7.591426874903227, 47.554780374758494], [7.591425397897096, 47.55477956725826], [7.591424079982517, 47.55477864263081], [7.591422947781946, 47.55477761882871], [7.591422001321108, 47.55477650484568], [7.591421267222452, 47.55477531863431], [7.591420758848655, 47.55477408715838], [7.591420489485191, 47.55477281040025], [7.591420445975198, 47.55477153334615], [7.591420641604154, 47.5547702559785], [7.59142106316373, 47.55476900529589], [7.591421710705376, 47.55476779928565], [7.591422584280529, 47.5547666559353], [7.591438631871, 47.55475225390392], [7.591439506783597, 47.5547515782262], [7.591440461512063, 47.5547509384188], [7.591441482848091, 47.55475036148025], [7.591442570740214, 47.554749829423095], [7.591443711954419, 47.5547493602522], [7.591444906464965, 47.55474894497386], [7.591446127752343, 47.55474860161033], [7.59144740233607, 47.55474831213934], [7.591448690411148, 47.5547480946006], [7.591450018522826, 47.55474793996552], [7.59145134684036, 47.55474785728004], [7.591452675338039, 47.55474783755057], [7.59145401732709, 47.55474788975328], [7.591455332951029, 47.554748013940454], [7.591456648755122, 47.55474820108358], [7.591457924882895, 47.554748451234914], [7.591465874651243, 47.5547502035831], [7.591510858757903, 47.55475922826057], [7.59160115843331, 47.554777025303316], [7.59157057338261, 47.55473930972012], [7.591563639349077, 47.554721106494114], [7.591546186691485, 47.55469020891337], [7.59155801532151, 47.554687144514325], [7.591557374425401, 47.55468603013141], [7.591626704641904, 47.55459548908096], [7.591709151454423, 47.55448782466106], [7.591761128841822, 47.554419925575885], [7.591763136666336, 47.55442052551839], [7.591765347748286, 47.55441787845295], [7.591764137564101, 47.55441745733723], [7.591782760552373, 47.55439316774955], [7.591781869527753, 47.55439285413953], [7.591781563654016, 47.554392746616564], [7.591820728119679, 47.5543414308125], [7.591821140379502, 47.55434157417049], [7.591822456974508, 47.554342040114406], [7.591837943038223, 47.55432185578707], [7.591840219636262, 47.55431889385295], [7.591838823509967, 47.55431849096993], [7.591839432341449, 47.554317689726474], [7.591841373736064, 47.55431828975497], [7.591842498246455, 47.55431663342805], [7.591843973827028, 47.55431694626914], [7.591844462367555, 47.554315893359004], [7.591867207824796, 47.55432080101834], [7.591878210916681, 47.554303239758916], [7.591887432605228, 47.554289907899836], [7.591862791837015, 47.55428193587027], [7.592089548781111, 47.55395873514541], [7.592090289734051, 47.553957681901764], [7.592092297674007, 47.55395832680719], [7.592096194298539, 47.55395510191576], [7.592091007814236, 47.553953292009346], [7.592085874238886, 47.55395140108931], [7.592080806883636, 47.55394943813188], [7.592075805722663, 47.55394739414344], [7.59207087078181, 47.553945278117574], [7.592066015346393, 47.553943090036945], [7.592061226131117, 47.55394082991892], [7.592056516421303, 47.553938497746095], [7.592051872931651, 47.55393609353595], [7.592047322232759, 47.55393361725357], [7.592042851065169, 47.55393107791003], [7.592038459428903, 47.55392847550546], [7.592034147298111, 47.55392580104612], [7.592029941269212, 47.55392306349074], [7.592025814797466, 47.55392027186801], [7.592022646416392, 47.553918018608705], [7.592023043218415, 47.55391740651187], [7.591929279875225, 47.55389584597199], [7.591929419104233, 47.5538980672435], [7.591929412195188, 47.55390028870732], [7.591929232551689, 47.553902501404544], [7.591928893484811, 47.55390471431148], [7.591928394942907, 47.55390690944073], [7.591927736925959, 47.55390908679227], [7.59192691940813, 47.553911237372354], [7.591925942363586, 47.553913352187344], [7.591924819103415, 47.55391544021338], [7.59192354957596, 47.55391748346303], [7.591922120521752, 47.553919490947564], [7.591920558433903, 47.5539214356509], [7.591918836793455, 47.55392333559536], [7.591916995404624, 47.55392517274105], [7.591915020956306, 47.55392693811179], [7.591912913500126, 47.553928649694996], [7.591910686243923, 47.553930280492004], [7.591908352472991, 47.55393183048541], [7.591905898927847, 47.55393330868629], [7.59190523683157, 47.55393406503155], [7.591911042148574, 47.55393856326172], [7.591912116785693, 47.553938049204895], [7.591918587607223, 47.55394297825904], [7.591914367823158, 47.553949333392275], [7.591913689576369, 47.55394909145331], [7.591861782168545, 47.55402726138201], [7.591862540024747, 47.55402746724165], [7.591864481254184, 47.55402801330756], [7.591837666915601, 47.5540681336748], [7.591835898523146, 47.55406763234994], [7.591835167237112, 47.554067426455184], [7.591779582855826, 47.55415138415383], [7.591775808658189, 47.5541509843951], [7.591769600061849, 47.55415874515987], [7.591768210438754, 47.554160608690616], [7.591765365178136, 47.55416447973871], [7.591767905489928, 47.5541654567187], [7.591591590485861, 47.55439582014549], [7.591589116464517, 47.554394798106], [7.591587065108668, 47.55439755288338], [7.591589591859599, 47.55439843095383], [7.591513220455529, 47.55449822679207], [7.591512395935117, 47.554497940073915], [7.591479715337911, 47.55454030748771], [7.591480593772736, 47.55454086394762], [7.591458820573698, 47.554569321718496], [7.591429207183689, 47.554611109495205], [7.591425632675255, 47.55461086235687], [7.59138996094773, 47.55465726286096], [7.591390600322278, 47.554657846616074], [7.59136250919881, 47.554683785407335], [7.591360391506591, 47.55469122600638], [7.591402001301783, 47.554695704315236], [7.591401961831234, 47.55469583927309], [7.591359129386245, 47.55469122766035], [7.591348797573973, 47.55470203368868], [7.591337505773601, 47.55470699504228], [7.59133762652581, 47.55470740859612], [7.591337601163445, 47.55470783133519], [7.591337429609356, 47.554708236278316], [7.591337111812097, 47.55470860543806], [7.591336674239788, 47.554708902804855], [7.591336143463379, 47.55470912834388], [7.591335545976705, 47.554709255039086], [7.591334921636196, 47.55470928283841], [7.591328204675797, 47.55472050683412], [7.591317867503544, 47.55472944216846], [7.591297285296656, 47.5547237760938], [7.591276343571217, 47.55475966156896], [7.591276982328835, 47.55476002947571], [7.59127742213821, 47.55476051456169], [7.591277623014316, 47.5547610719105], [7.591277571491734, 47.55476163858366], [7.591277399782776, 47.55476198956447], [7.591277134972536, 47.554762304692225], [7.591276777035307, 47.55476257497324], [7.591276339256571, 47.55476280039015], [7.591275848130222, 47.55476295392698], [7.591275330252948, 47.5547630445427], [7.591274785599052, 47.554763063243506], [7.591274254025015, 47.5547630099773], [7.591268265845349, 47.554773567478], [7.591259921863222, 47.55478263510259], [7.591248010861555, 47.55478943198133], [7.591233646330136, 47.5547930842622], [7.591233554513686, 47.55479349809451], [7.59123332979081, 47.55479389411335], [7.591232985369917, 47.55479424532021], [7.591232534485115, 47.55479453371025], [7.591232003681713, 47.554794750255056], [7.591231406193824, 47.554794876949764], [7.591230781877958, 47.55479491374221], [7.591230170564928, 47.554794851586436], [7.59122308872071, 47.55480857631334], [7.591226548297234, 47.55481044248172], [7.591223260300755, 47.55481283012797], [7.591222279305885, 47.554813577892865], [7.591224793838603, 47.554814824730535], [7.591195348199227, 47.55484103506524], [7.591203557488596, 47.55484526936403], [7.591183733297647, 47.554863129902], [7.591175364349671, 47.55485881486717], [7.591145057259605, 47.55488578179038], [7.591144129635534, 47.55488661042839], [7.591032270136897, 47.55498615557132], [7.590994820938822, 47.55498717585949], [7.590978142812944, 47.555004159855486], [7.590931923510195, 47.5550512125537], [7.590915642757269, 47.55506779130269], [7.590843922712713, 47.5551315606687], [7.590806896414643, 47.55516447214353], [7.590734977311237, 47.555228412580455], [7.590718920594195, 47.55525372392883], [7.590683897282337, 47.55530891923384], [7.590662444168726, 47.55534273669693], [7.590662618571707, 47.55534333005613], [7.590662593715669, 47.55534393266906], [7.590662369498219, 47.555344508560836], [7.590661972465027, 47.555345048703074], [7.590658530588726, 47.555349406162264], [7.59065746663655, 47.55534902081936], [7.590655950511762, 47.555348474178906], [7.5906355109925, 47.555374330855635], [7.590637000546519, 47.55537487753102], [7.590637386214278, 47.55537501193408], [7.590634262063396, 47.55537897325363], [7.590633876370016, 47.555378829856814], [7.590632386841512, 47.55537829217513], [7.59061301959857, 47.555402798388386], [7.5906144958675, 47.55540334508132], [7.59061489482107, 47.55540347946715], [7.590611836890373, 47.555407368749826], [7.590611424599949, 47.55540721639389], [7.590609948356533, 47.55540667869456], [7.590589363110736, 47.555432697439876], [7.590590839354665, 47.555433235139446], [7.590591916593715, 47.55543362046568], [7.590588421742381, 47.55543804094788], [7.59058734447768, 47.55543764662793], [7.590472755011521, 47.555582451256804], [7.590466744856931, 47.55559004080773], [7.590435317814478, 47.55562991500984], [7.590434973612941, 47.55563034715754], [7.590367963225808, 47.555715578131384], [7.590301164403796, 47.55580052998234], [7.590209726120375, 47.55591566983834], [7.59014637869086, 47.55599040021993], [7.590073974232779, 47.556066581331045], [7.59006748350915, 47.55607340701662], [7.590044620252624, 47.55609744999603], [7.590040672828869, 47.556101601236406], [7.590033400578048, 47.55610925535896], [7.59002926771173, 47.556113604702034], [7.590006669423646, 47.55613739550474], [7.590000244831533, 47.5561441221694], [7.589948529404802, 47.55619801683045], [7.589848259888299, 47.55630097234235], [7.589842060097818, 47.55630733895669], [7.5898422463548, 47.55630742865241], [7.589757583327667, 47.55639484964024], [7.589721789608955, 47.55643194123984], [7.58972104463101, 47.556431600443624], [7.589720778658321, 47.556431510851056], [7.589720579929334, 47.55643170897082], [7.589717771482267, 47.556434599600266], [7.589717984463951, 47.556434743223946], [7.589648925275034, 47.556505667378104], [7.589646699697441, 47.55650795467033], [7.589570393769825, 47.55658627202052], [7.58951827788044, 47.556639807249], [7.589517443278294, 47.55664066273419], [7.589517842365415, 47.556640842092236], [7.5894894658003, 47.55666990160349], [7.589469462170174, 47.55669053213709], [7.589441218437247, 47.55671960045776], [7.589440766155054, 47.55671940318076], [7.589439997802581, 47.55672019562353], [7.58931234339087, 47.55685128250224], [7.589287971768829, 47.556873069847484], [7.589230773199653, 47.55692418320182], [7.58919988115619, 47.55695178890403], [7.589197703788715, 47.55696647848301], [7.589199497760095, 47.55696660207788], [7.589198817686185, 47.556970434286725], [7.589195956342228, 47.556973432895994], [7.589194413182993, 47.556972733378196], [7.589194254181397, 47.55697288647704], [7.589182038844805, 47.556985106751135], [7.589162579057854, 47.556991364541204], [7.589162433038001, 47.556991409698455], [7.589163087197711, 47.55699252407653], [7.589156569904285, 47.5569947179703], [7.589157079995721, 47.55699657002058], [7.589048266365452, 47.55708133252498], [7.589050076285911, 47.55708240044348], [7.589034949947836, 47.55709416577772], [7.589033140052607, 47.55709310685262], [7.588970765648135, 47.55714171750094], [7.588973227650835, 47.55714316231636], [7.588947482377175, 47.55716320657495], [7.588945579301487, 47.55716208481256], [7.588880460456623, 47.557212812477026], [7.588882363532752, 47.557213934240515], [7.588856843624367, 47.5572338252944], [7.588854381620629, 47.55723238047655], [7.588790575046485, 47.55728208111227], [7.588792384943318, 47.55728314004108], [7.588776091915505, 47.55729583319788], [7.588774282018565, 47.55729477426879], [7.588771418357824, 47.557296963434304], [7.588681000307353, 47.55736590889376], [7.588675737151727, 47.557369989829304], [7.588631534306553, 47.5574032245968], [7.588626178544427, 47.55740744954894], [7.588626404712196, 47.557407557182664], [7.58857314628291, 47.557452279581206], [7.588574090939072, 47.557452755033815], [7.588571386695591, 47.55745494398916], [7.588570468712747, 47.55745450447715], [7.588482243449906, 47.557528573382974], [7.588482443020292, 47.55752867205748], [7.588481647867551, 47.55752939257817], [7.588393970145396, 47.55760928864821], [7.588393188276457, 47.55761000915121], [7.588393001992144, 47.55760991045954], [7.588334744465119, 47.55766302132443], [7.588344670003149, 47.557668009091], [7.588295092722912, 47.557713212290324], [7.588285153894854, 47.5577082245366], [7.588283656380667, 47.5577095935062], [7.588421263778887, 47.55775746126628]], [[7.591945985413886, 47.5539673152636], [7.591946197049186, 47.55396699121042], [7.591981753176764, 47.553977826858194], [7.59198154154163, 47.55397815091143], [7.591945985413886, 47.5539673152636]]], ""type"": ""Polygon""}";8;Fussgängerzone;;Freie Strasse;;
