,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
872,10908,10030,VS,6115,Unterems,Unterems,11,1,1000,20,01.01.1960,3398,29,31.12.2012,31.12.2012
873,10909,10046,VD,5650,Vaux-sur-Morges,Vaux-sur-Morges,11,1,1000,20,01.01.1960,2515,24,31.08.2006,31.08.2006
874,10910,10071,BE,359,Vechigen,Vechigen,11,1,1000,20,01.01.1960,2990,24,31.12.2009,31.12.2009
875,10911,10023,AG,4120,Veltheim (AG),Veltheim (AG),11,1,1000,20,01.01.1960,,,,01.01.1960
876,10912,10178,VS,6249,Venthône,Venthône,11,1,1000,20,01.01.1960,3946,29,31.12.2020,31.12.2020
877,10913,10106,FR,2103,Vauderens,Vauderens,11,1,1000,20,01.01.1960,1939,29,31.12.2000,31.12.2000
878,10914,10031,VS,6088,Vernamiège,Vernamiège,11,1,1000,20,01.01.1960,3266,29,31.12.2010,31.12.2010
879,10915,10043,VD,5765,Vaulion,Vaulion,11,1,1000,20,01.01.1960,2608,24,31.08.2006,31.08.2006
880,10916,10003,TI,5230,Vernate,Vernate,11,1,1000,20,01.01.1960,,,,01.01.1960
881,10917,10177,VS,6219,Vernayaz,Vernayaz,11,1,1000,20,01.01.1960,,,,01.01.1960
882,10918,10187,GE,6643,Vernier,Vernier,11,1,1000,20,01.01.1960,,,,01.01.1960
883,10919,10177,VS,6220,Vérossaz,Vérossaz,11,1,1000,20,01.01.1960,,,,01.01.1960
884,10920,10004,TI,5133,Verscio,Verscio,11,1,1000,20,01.01.1960,3406,29,13.04.2013,13.04.2013
885,10921,10187,GE,6644,Versoix,Versoix,11,1,1000,20,01.01.1960,,,,01.01.1960
886,10922,10107,FR,2046,Vesin,Vesin,11,1,1000,20,01.01.1960,2309,29,31.12.2004,31.12.2004
887,10923,10034,VS,6025,Vétroz,Vétroz,11,1,1000,20,01.01.1960,,,,01.01.1960
888,10924,10037,VD,5890,Vevey,Vevey,11,1,1000,20,01.01.1960,2677,24,31.08.2006,31.08.2006
889,10925,10031,VS,6089,Vex,Vex,11,1,1000,20,01.01.1960,,,,01.01.1960
890,10926,10178,VS,6250,Veyras,Veyras,11,1,1000,20,01.01.1960,3946,29,31.12.2020,31.12.2020
891,10927,10004,TI,5132,Vergeletto,Vergeletto,11,1,1000,20,01.01.1960,3454,29,09.04.2016,09.04.2016
892,10928,10036,VD,5934,Valeyres-sous-Ursins,Valeyres-sous-Ursins,11,1,1000,20,01.01.1960,2711,24,31.08.2006,31.08.2006
893,10929,10001,TG,4451,Uttwil,Uttwil,11,1,1000,20,01.01.1960,3196,24,31.12.2010,31.12.2010
894,10930,10002,TI,5268,Vacallo,Vacallo,11,1,1000,20,01.01.1960,,,,01.01.1960
895,10932,10003,TI,5228,Vaglio,Vaglio,11,1,1000,20,01.01.1960,2157,29,17.10.2001,17.10.2001
896,10933,10013,VS,6157,Val-d'Illiez,Val-d'Illiez,11,1,1000,20,01.01.1960,,,,01.01.1960
897,10934,10185,NE,6485,Valangin,Valangin,11,1,1000,20,01.01.1960,3616,24,31.12.2017,31.12.2017
898,10935,10106,FR,2102,Ursy,Ursy,11,1,1000,20,01.01.1960,1939,26,31.12.2000,31.12.2000
899,10936,10003,TI,5229,Valcolla,Valcolla,11,1,1000,20,01.01.1960,3407,29,13.04.2013,13.04.2013
900,10937,10036,VD,5932,Ursins,Ursins,11,1,1000,20,01.01.1960,2709,24,31.08.2006,31.08.2006
901,10938,10030,VS,6116,Varen,Varen,11,1,1000,20,01.01.1960,,,,01.01.1960
902,10939,10036,VD,5933,Valeyres-sous-Montagny,Valeyres-sous-Montagny,11,1,1000,20,01.01.1960,2710,24,31.08.2006,31.08.2006
903,10940,10075,ZH,198,Uster,Uster,11,1,1000,20,01.01.1960,,,,01.01.1960
904,10941,10043,VD,5763,Valeyres-sous-Rances,Valeyres-sous-Rances,11,1,1000,20,01.01.1960,2606,24,31.08.2006,31.08.2006
905,10942,10187,GE,6642,Vandoeuvres,Vandoeuvres,11,1,1000,20,01.01.1960,,,,01.01.1960
906,10943,10003,TI,5231,Vezia,Vezia,11,1,1000,20,01.01.1960,,,,01.01.1960
907,10944,10107,FR,2045,Vallon,Vallon,11,1,1000,20,01.01.1960,,,,01.01.1960
908,10945,10072,BE,344,Ursenbach,Ursenbach,11,1,1000,20,01.01.1960,2910,24,31.12.2009,31.12.2009
909,10946,10054,AR,3006,Urnäsch,Urnäsch,11,1,1000,20,01.01.1960,,,,01.01.1960
910,10947,10052,VD,5462,Vallamand,Vallamand,11,1,1000,20,01.01.1960,2380,24,31.08.2006,31.08.2006
911,10948,10072,BE,343,Untersteckholz,Untersteckholz,11,1,1000,20,01.01.1960,2773,29,31.12.2009,31.12.2009
912,10949,10043,VD,5764,Vallorbe,Vallorbe,11,1,1000,20,01.01.1960,2607,24,31.08.2006,31.08.2006
913,10950,10159,BE,520,Montfavergier,Montfavergier,11,1,1000,20,01.01.1960,1124,24,31.12.1978,31.12.1978
914,10951,10147,BE,806,Bressaucourt,Bressaucourt,11,1,1000,20,01.01.1960,1137,24,31.12.1978,31.12.1978
915,10952,10145,BE,483,Vicques,Vicques,11,1,1000,20,01.01.1960,1112,24,31.12.1978,31.12.1978
916,10953,10159,BE,511,Le Bémont (BE),Le Bémont (BE),11,1,1000,20,01.01.1960,1113,24,31.12.1978,31.12.1978
917,10954,10159,BE,512,Les Bois,Les Bois,11,1,1000,20,01.01.1960,1114,24,31.12.1978,31.12.1978
918,10955,10159,BE,513,Les Breuleux,Les Breuleux,11,1,1000,20,01.01.1960,1115,24,31.12.1978,31.12.1978
919,10956,10159,BE,514,La Chaux-des-Breuleux,La Chaux-des-Breuleux,11,1,1000,20,01.01.1960,1116,24,31.12.1978,31.12.1978
920,10957,10159,BE,515,Les Enfers,Les Enfers,11,1,1000,20,01.01.1960,1117,24,31.12.1978,31.12.1978
921,10958,10159,BE,516,Epauvillers,Epauvillers,11,1,1000,20,01.01.1960,1118,24,31.12.1978,31.12.1978
922,10959,10159,BE,517,Epiquerez,Epiquerez,11,1,1000,20,01.01.1960,1119,24,31.12.1978,31.12.1978
923,10960,10122,BE,693,Les Genevez (BE),Les Genevez (BE),11,1,1000,20,01.01.1960,1057,24,31.12.1975,31.12.1975
924,10961,10159,BE,518,Goumois,Goumois,11,1,1000,20,01.01.1960,1121,24,31.12.1978,31.12.1978
925,10962,10145,BE,481,Undervelier,Undervelier,11,1,1000,20,01.01.1960,1110,24,31.12.1978,31.12.1978
926,10963,10159,BE,519,Montfaucon,Montfaucon,11,1,1000,20,01.01.1960,1123,24,31.12.1978,31.12.1978
927,10964,10145,BE,480,Soyhières,Soyhières,11,1,1000,20,01.01.1960,1109,24,31.12.1978,31.12.1978
928,10965,10159,BE,521,Muriaux,Muriaux,11,1,1000,20,01.01.1960,1125,24,31.12.1978,31.12.1978
929,10966,10159,BE,522,Le Noirmont,Le Noirmont,11,1,1000,20,01.01.1960,1126,24,31.12.1978,31.12.1978
930,10967,10159,BE,523,Le Peuchapatte,Le Peuchapatte,11,1,1000,20,01.01.1960,1127,24,31.12.1978,31.12.1978
931,10968,10159,BE,524,Les Pommerats,Les Pommerats,11,1,1000,20,01.01.1960,1128,24,31.12.1978,31.12.1978
932,10969,10159,BE,525,Saignelégier,Saignelégier,11,1,1000,20,01.01.1960,1129,24,31.12.1978,31.12.1978
933,10970,10159,BE,526,Saint-Brais,Saint-Brais,11,1,1000,20,01.01.1960,1130,24,31.12.1978,31.12.1978
934,10971,10159,BE,527,Soubey,Soubey,11,1,1000,20,01.01.1960,1131,24,31.12.1978,31.12.1978
935,10972,10147,BE,801,Alle,Alle,11,1,1000,20,01.01.1960,1132,24,31.12.1978,31.12.1978
936,10973,10147,BE,802,Asuel,Asuel,11,1,1000,20,01.01.1960,1133,24,31.12.1978,31.12.1978
937,10974,10147,BE,803,Beurnevésin,Beurnevésin,11,1,1000,20,01.01.1960,1134,24,31.12.1978,31.12.1978
938,10975,10147,BE,804,Boncourt,Boncourt,11,1,1000,20,01.01.1960,1135,24,31.12.1978,31.12.1978
939,10976,10136,BE,993,Wangenried,Wangenried,11,1,1000,20,01.01.1960,1467,27,31.12.1978,31.12.1978
940,10977,10122,BE,695,Lajoux (BE),Lajoux (BE),11,1,1000,20,01.01.1960,1056,24,31.12.1975,31.12.1975
941,10978,10145,BE,467,Delémont,Delémont,11,1,1000,20,01.01.1960,1096,24,31.12.1978,31.12.1978
942,10979,10156,BE,781,Gadmen,Gadmen,11,1,1000,20,01.01.1960,1355,27,31.12.1978,31.12.1978
943,10980,10136,BE,995,Wiedlisbach,Wiedlisbach,11,1,1000,20,01.01.1960,1469,27,31.12.1978,31.12.1978
944,10981,10136,BE,996,Wolfisberg,Wolfisberg,11,1,1000,20,01.01.1960,1470,27,31.12.1978,31.12.1978
945,10982,10145,BE,461,Bassecourt,Bassecourt,11,1,1000,20,01.01.1960,1086,24,31.12.1978,31.12.1978
946,10983,10145,BE,462,Boécourt,Boécourt,11,1,1000,20,01.01.1960,1087,24,31.12.1978,31.12.1978
947,10984,10145,BE,463,Bourrignon,Bourrignon,11,1,1000,20,01.01.1960,1088,24,31.12.1978,31.12.1978
948,10985,10122,BE,685,Châtillon (BE),Châtillon (BE),11,1,1000,20,01.01.1960,1063,24,31.12.1975,31.12.1975
949,10986,10122,BE,686,Corban,Corban,11,1,1000,20,01.01.1960,1062,24,31.12.1975,31.12.1975
950,10987,10122,BE,688,Courchapoix,Courchapoix,11,1,1000,20,01.01.1960,1061,24,31.12.1975,31.12.1975
951,10988,10145,BE,464,Courfaivre,Courfaivre,11,1,1000,20,01.01.1960,1092,24,31.12.1978,31.12.1978
952,10989,10122,BE,689,Courrendlin,Courrendlin,11,1,1000,20,01.01.1960,1060,24,31.12.1975,31.12.1975
953,10990,10145,BE,482,Vermes,Vermes,11,1,1000,20,01.01.1960,1111,24,31.12.1978,31.12.1978
954,10991,10145,BE,466,Courtételle,Courtételle,11,1,1000,20,01.01.1960,1095,24,31.12.1978,31.12.1978
955,10992,10147,BE,807,Buix,Buix,11,1,1000,20,01.01.1960,1138,24,31.12.1978,31.12.1978
956,10993,10145,BE,468,Develier,Develier,11,1,1000,20,01.01.1960,1097,24,31.12.1978,31.12.1978
957,10994,10145,BE,469,Ederswiler,Ederswiler,11,1,1000,20,01.01.1960,1098,24,31.12.1978,31.12.1978
958,10995,10145,BE,470,Glovelier,Glovelier,11,1,1000,20,01.01.1960,1099,24,31.12.1978,31.12.1978
959,10996,10122,BE,698,Mervelier,Mervelier,11,1,1000,20,01.01.1960,1059,24,31.12.1975,31.12.1975
960,10997,10145,BE,471,Mettemberg,Mettemberg,11,1,1000,20,01.01.1960,1101,24,31.12.1978,31.12.1978
961,10998,10145,BE,472,Montsevelier,Montsevelier,11,1,1000,20,01.01.1960,1102,24,31.12.1978,31.12.1978
962,10999,10145,BE,473,Movelier,Movelier,11,1,1000,20,01.01.1960,1103,24,31.12.1978,31.12.1978
963,11000,10145,BE,474,Pleigne,Pleigne,11,1,1000,20,01.01.1960,1104,24,31.12.1978,31.12.1978
964,11001,10145,BE,475,Rebeuvelier,Rebeuvelier,11,1,1000,20,01.01.1960,1105,24,31.12.1978,31.12.1978
965,11002,10122,BE,705,Rossemaison,Rossemaison,11,1,1000,20,01.01.1960,1058,24,31.12.1975,31.12.1975
966,11003,10145,BE,478,Saulcy,Saulcy,11,1,1000,20,01.01.1960,1107,24,31.12.1978,31.12.1978
967,11004,10145,BE,479,Soulce,Soulce,11,1,1000,20,01.01.1960,1108,24,31.12.1978,31.12.1978
968,11005,10145,BE,465,Courroux,Courroux,11,1,1000,20,01.01.1960,1094,24,31.12.1978,31.12.1978
969,11006,10137,SO,2425,Holderbank (SO),Holderbank (SO),11,1,1000,20,01.01.1960,1525,22,31.12.1990,31.12.1990
970,11007,10147,BE,805,Bonfol,Bonfol,11,1,1000,20,01.01.1960,1136,24,31.12.1978,31.12.1978
971,11008,10138,SO,2401,Egerkingen,Egerkingen,11,1,1000,20,01.01.1960,1513,22,31.12.1990,31.12.1990
972,11009,10138,SO,2402,Härkingen,Härkingen,11,1,1000,20,01.01.1960,1514,22,31.12.1990,31.12.1990
973,11010,10138,SO,2403,Kestenholz,Kestenholz,11,1,1000,20,01.01.1960,1515,22,31.12.1990,31.12.1990
974,11011,10138,SO,2404,Neuendorf,Neuendorf,11,1,1000,20,01.01.1960,1516,22,31.12.1990,31.12.1990
975,11012,10138,SO,2405,Niederbuchsiten,Niederbuchsiten,11,1,1000,20,01.01.1960,1517,22,31.12.1990,31.12.1990
976,11013,10138,SO,2406,Oberbuchsiten,Oberbuchsiten,11,1,1000,20,01.01.1960,1518,22,31.12.1990,31.12.1990
977,11014,10138,SO,2407,Oensingen,Oensingen,11,1,1000,20,01.01.1960,1519,22,31.12.1990,31.12.1990
978,11015,10138,SO,2408,Wolfwil,Wolfwil,11,1,1000,20,01.01.1960,1520,22,31.12.1990,31.12.1990
979,11016,10137,SO,2421,Aedermannsdorf,Aedermannsdorf,11,1,1000,20,01.01.1960,1521,22,31.12.1990,31.12.1990
980,11017,10137,SO,2422,Balsthal,Balsthal,11,1,1000,20,01.01.1960,1522,22,31.12.1990,31.12.1990
981,11018,10147,BE,835,Seleute,Seleute,11,1,1000,20,01.01.1960,1166,24,31.12.1978,31.12.1978
982,11019,10137,SO,2424,Herbetswil,Herbetswil,11,1,1000,20,01.01.1960,1524,22,31.12.1990,31.12.1990
983,11020,10147,BE,834,Saint-Ursanne,Saint-Ursanne,11,1,1000,20,01.01.1960,1165,24,31.12.1978,31.12.1978
984,11021,10137,SO,2426,Laupersdorf,Laupersdorf,11,1,1000,20,01.01.1960,1526,22,31.12.1990,31.12.1990
985,11022,10137,SO,2427,Matzendorf,Matzendorf,11,1,1000,20,01.01.1960,1527,22,31.12.1990,31.12.1990
986,11023,10137,SO,2428,Mümliswil-Ramiswil,Mümliswil-Ramiswil,11,1,1000,20,01.01.1960,1528,22,31.12.1990,31.12.1990
987,11024,10137,SO,2429,Welschenrohr,Welschenrohr,11,1,1000,20,01.01.1960,1529,22,31.12.1990,31.12.1990
988,11025,10051,SO,2511,Aeschi (SO),Aeschi (SO),11,1,1000,20,01.01.1960,1530,22,31.12.1990,31.12.1990
989,11026,10051,SO,2512,Ammannsegg,Ammannsegg,11,1,1000,20,01.01.1960,1531,22,31.12.1990,31.12.1990
990,11027,10051,SO,2513,Biberist,Biberist,11,1,1000,20,01.01.1960,1532,22,31.12.1990,31.12.1990
991,11028,10051,SO,2514,Bolken,Bolken,11,1,1000,20,01.01.1960,1533,22,31.12.1990,31.12.1990
992,11029,10051,SO,2515,Burgäschi,Burgäschi,11,1,1000,20,01.01.1960,1534,22,31.12.1990,31.12.1990
993,11030,10051,SO,2516,Deitingen,Deitingen,11,1,1000,20,01.01.1960,1535,22,31.12.1990,31.12.1990
994,11031,10051,SO,2517,Derendingen,Derendingen,11,1,1000,20,01.01.1960,1536,22,31.12.1990,31.12.1990
995,11032,10051,SO,2518,Etziken,Etziken,11,1,1000,20,01.01.1960,1537,22,31.12.1990,31.12.1990
996,11033,10137,SO,2423,Gänsbrunnen,Gänsbrunnen,11,1,1000,20,01.01.1960,1523,22,31.12.1990,31.12.1990
997,11034,10147,BE,821,Fregiécourt,Fregiécourt,11,1,1000,20,01.01.1960,1152,24,31.12.1978,31.12.1978
998,11035,10147,BE,808,Bure,Bure,11,1,1000,20,01.01.1960,1139,24,31.12.1978,31.12.1978
999,11036,10147,BE,809,Charmoille,Charmoille,11,1,1000,20,01.01.1960,1140,24,31.12.1978,31.12.1978
1000,11037,10147,BE,810,Chevenez,Chevenez,11,1,1000,20,01.01.1960,1141,24,31.12.1978,31.12.1978
1001,11038,10147,BE,811,Coeuve,Coeuve,11,1,1000,20,01.01.1960,1142,24,31.12.1978,31.12.1978
1002,11039,10147,BE,812,Cornol,Cornol,11,1,1000,20,01.01.1960,1143,24,31.12.1978,31.12.1978
1003,11040,10147,BE,813,Courchavon,Courchavon,11,1,1000,20,01.01.1960,1144,24,31.12.1978,31.12.1978
1004,11041,10147,BE,814,Courgenay,Courgenay,11,1,1000,20,01.01.1960,1145,24,31.12.1978,31.12.1978
1005,11042,10147,BE,815,Courtedoux,Courtedoux,11,1,1000,20,01.01.1960,1146,24,31.12.1978,31.12.1978
1006,11043,10147,BE,816,Courtemaîche,Courtemaîche,11,1,1000,20,01.01.1960,1147,24,31.12.1978,31.12.1978
1007,11044,10147,BE,817,Damphreux,Damphreux,11,1,1000,20,01.01.1960,1148,24,31.12.1978,31.12.1978
1008,11045,10147,BE,818,Damvant,Damvant,11,1,1000,20,01.01.1960,1149,24,31.12.1978,31.12.1978
1009,11046,10147,BE,836,Vendlincourt,Vendlincourt,11,1,1000,20,01.01.1960,1167,24,31.12.1978,31.12.1978
1010,11047,10147,BE,820,Fontenais,Fontenais,11,1,1000,20,01.01.1960,1151,24,31.12.1978,31.12.1978
1011,11048,10136,BE,992,Wangen an der Aare,Wangen an der Aare,11,1,1000,20,01.01.1960,1466,27,31.12.1978,31.12.1978
1012,11049,10147,BE,822,Grandfontaine,Grandfontaine,11,1,1000,20,01.01.1960,1153,24,31.12.1978,31.12.1978
1013,11050,10147,BE,823,Lugnez,Lugnez,11,1,1000,20,01.01.1960,1154,24,31.12.1978,31.12.1978
1014,11051,10147,BE,824,Miécourt,Miécourt,11,1,1000,20,01.01.1960,1155,24,31.12.1978,31.12.1978
1015,11052,10147,BE,825,Montenol,Montenol,11,1,1000,20,01.01.1960,1156,24,31.12.1978,31.12.1978
1016,11053,10147,BE,826,Montignez,Montignez,11,1,1000,20,01.01.1960,1157,24,31.12.1978,31.12.1978
1017,11054,10147,BE,827,Montmelon,Montmelon,11,1,1000,20,01.01.1960,1158,24,31.12.1978,31.12.1978
1018,11055,10147,BE,828,Ocourt,Ocourt,11,1,1000,20,01.01.1960,1159,24,31.12.1978,31.12.1978
1019,11056,10147,BE,829,Pleujouse,Pleujouse,11,1,1000,20,01.01.1960,1160,24,31.12.1978,31.12.1978
1020,11057,10147,BE,830,Porrentruy,Porrentruy,11,1,1000,20,01.01.1960,1161,24,31.12.1978,31.12.1978
1021,11058,10147,BE,831,Réclère,Réclère,11,1,1000,20,01.01.1960,1162,24,31.12.1978,31.12.1978
1022,11059,10147,BE,832,Roche-d'Or,Roche-d'Or,11,1,1000,20,01.01.1960,1163,24,31.12.1978,31.12.1978
1023,11060,10147,BE,833,Rocourt,Rocourt,11,1,1000,20,01.01.1960,1164,24,31.12.1978,31.12.1978
1024,11061,10147,BE,819,Fahy,Fahy,11,1,1000,20,01.01.1960,1150,24,31.12.1978,31.12.1978
1025,11062,10152,BE,886,Wattenwil,Wattenwil,11,1,1000,20,01.01.1960,1397,27,31.12.1978,31.12.1978
1026,11063,10150,BE,923,Buchholterberg,Buchholterberg,11,1,1000,20,01.01.1960,1410,27,31.12.1978,31.12.1978
1027,11064,10152,BE,874,Lohnstorf,Lohnstorf,11,1,1000,20,01.01.1960,1385,27,31.12.1978,31.12.1978
1028,11065,10152,BE,875,Mühledorf (BE),Mühledorf (BE),11,1,1000,20,01.01.1960,1386,27,31.12.1978,31.12.1978
1029,11066,10152,BE,876,Mühlethurnen,Mühlethurnen,11,1,1000,20,01.01.1960,1387,27,31.12.1978,31.12.1978
1030,11067,10152,BE,877,Niedermuhlern,Niedermuhlern,11,1,1000,20,01.01.1960,1388,27,31.12.1978,31.12.1978
1031,11068,10152,BE,878,Noflen,Noflen,11,1,1000,20,01.01.1960,1389,27,31.12.1978,31.12.1978
1032,11069,10152,BE,879,Riggisberg,Riggisberg,11,1,1000,20,01.01.1960,1390,27,31.12.1978,31.12.1978
1033,11070,10152,BE,880,Rüeggisberg,Rüeggisberg,11,1,1000,20,01.01.1960,1391,27,31.12.1978,31.12.1978
1034,11071,10152,BE,881,Rümligen,Rümligen,11,1,1000,20,01.01.1960,1392,27,31.12.1978,31.12.1978
1035,11072,10152,BE,882,Rüti bei Riggisberg,Rüti bei Riggisberg,11,1,1000,20,01.01.1960,1393,27,31.12.1978,31.12.1978
1036,11073,10152,BE,883,Seftigen,Seftigen,11,1,1000,20,01.01.1960,1394,27,31.12.1978,31.12.1978
1037,11074,10152,BE,872,Kirchdorf (BE),Kirchdorf (BE),11,1,1000,20,01.01.1960,1383,27,31.12.1978,31.12.1978
1038,11075,10152,BE,885,Uttigen,Uttigen,11,1,1000,20,01.01.1960,1396,27,31.12.1978,31.12.1978
1039,11076,10152,BE,871,Kienersrüti,Kienersrüti,11,1,1000,20,01.01.1960,1382,27,31.12.1978,31.12.1978
1040,11077,10152,BE,887,Zimmerwald,Zimmerwald,11,1,1000,20,01.01.1960,1398,27,31.12.1978,31.12.1978
1041,11078,10151,BE,901,Eggiwil,Eggiwil,11,1,1000,20,01.01.1960,1399,27,31.12.1978,31.12.1978
1042,11079,10151,BE,902,Langnau im Emmental,Langnau im Emmental,11,1,1000,20,01.01.1960,1400,27,31.12.1978,31.12.1978
1043,11080,10151,BE,903,Lauperswil,Lauperswil,11,1,1000,20,01.01.1960,1401,27,31.12.1978,31.12.1978
1044,11081,10151,BE,904,Röthenbach im Emmental,Röthenbach im Emmental,11,1,1000,20,01.01.1960,1402,27,31.12.1978,31.12.1978
1045,11082,10151,BE,905,Rüderswil,Rüderswil,11,1,1000,20,01.01.1960,1403,27,31.12.1978,31.12.1978
1046,11083,10151,BE,906,Schangnau,Schangnau,11,1,1000,20,01.01.1960,1404,27,31.12.1978,31.12.1978
1047,11084,10151,BE,907,Signau,Signau,11,1,1000,20,01.01.1960,1405,27,31.12.1978,31.12.1978
1048,11085,10151,BE,908,Trub,Trub,11,1,1000,20,01.01.1960,1406,27,31.12.1978,31.12.1978
1049,11086,10151,BE,909,Trubschachen,Trubschachen,11,1,1000,20,01.01.1960,1407,27,31.12.1978,31.12.1978
1050,11087,10150,BE,921,Amsoldingen,Amsoldingen,11,1,1000,20,01.01.1960,1408,27,31.12.1978,31.12.1978
1051,11088,10136,BE,994,Wanzwil,Wanzwil,11,1,1000,20,01.01.1960,1468,27,31.12.1978,31.12.1978
1052,11089,10152,BE,884,Toffen,Toffen,11,1,1000,20,01.01.1960,1395,27,31.12.1978,31.12.1978
1053,11090,10153,BE,852,Guggisberg,Guggisberg,11,1,1000,20,01.01.1960,1369,27,31.12.1978,31.12.1978
1054,11091,10156,BE,782,Guttannen,Guttannen,11,1,1000,20,01.01.1960,1356,27,31.12.1978,31.12.1978
1055,11092,10156,BE,783,Hasliberg,Hasliberg,11,1,1000,20,01.01.1960,1357,27,31.12.1978,31.12.1978
1056,11093,10156,BE,784,Innertkirchen,Innertkirchen,11,1,1000,20,01.01.1960,1358,27,31.12.1978,31.12.1978
1057,11094,10156,BE,785,Meiringen,Meiringen,11,1,1000,20,01.01.1960,1359,27,31.12.1978,31.12.1978
1058,11095,10156,BE,786,Schattenhalb,Schattenhalb,11,1,1000,20,01.01.1960,1360,27,31.12.1978,31.12.1978
1059,11096,10155,BE,791,Boltigen,Boltigen,11,1,1000,20,01.01.1960,1361,27,31.12.1978,31.12.1978
1060,11097,10155,BE,792,Lenk,Lenk,11,1,1000,20,01.01.1960,1362,27,31.12.1978,31.12.1978
1061,11098,10155,BE,793,St. Stephan,St. Stephan,11,1,1000,20,01.01.1960,1363,27,31.12.1978,31.12.1978
1062,11099,10155,BE,794,Zweisimmen,Zweisimmen,11,1,1000,20,01.01.1960,1364,27,31.12.1978,31.12.1978
1063,11100,10154,BE,841,Gsteig,Gsteig,11,1,1000,20,01.01.1960,1365,27,31.12.1978,31.12.1978
1064,11101,10154,BE,842,Lauenen,Lauenen,11,1,1000,20,01.01.1960,1366,27,31.12.1978,31.12.1978
1065,11102,10152,BE,873,Kirchenthurnen,Kirchenthurnen,11,1,1000,20,01.01.1960,1384,27,31.12.1978,31.12.1978
1066,11103,10153,BE,851,Albligen,Albligen,11,1,1000,20,01.01.1960,1368,27,31.12.1978,31.12.1978
1067,11104,10150,BE,924,Eriz,Eriz,11,1,1000,20,01.01.1960,1411,27,31.12.1978,31.12.1978
1068,11105,10153,BE,853,Rüschegg,Rüschegg,11,1,1000,20,01.01.1960,1370,27,31.12.1978,31.12.1978
1069,11106,10153,BE,854,Wahlern,Wahlern,11,1,1000,20,01.01.1960,1371,27,31.12.1978,31.12.1978
1070,11107,10152,BE,861,Belp,Belp,11,1,1000,20,01.01.1960,1372,27,31.12.1978,31.12.1978
1071,11108,10152,BE,862,Belpberg,Belpberg,11,1,1000,20,01.01.1960,1373,27,31.12.1978,31.12.1978
1072,11109,10152,BE,863,Burgistein,Burgistein,11,1,1000,20,01.01.1960,1374,27,31.12.1978,31.12.1978
1073,11110,10152,BE,864,Englisberg,Englisberg,11,1,1000,20,01.01.1960,1375,27,31.12.1978,31.12.1978
1074,11111,10152,BE,865,Gelterfingen,Gelterfingen,11,1,1000,20,01.01.1960,1376,27,31.12.1978,31.12.1978
1075,11112,10152,BE,866,Gerzensee,Gerzensee,11,1,1000,20,01.01.1960,1377,27,31.12.1978,31.12.1978
1076,11113,10152,BE,867,Gurzelen,Gurzelen,11,1,1000,20,01.01.1960,1378,27,31.12.1978,31.12.1978
1077,11114,10152,BE,868,Jaberg,Jaberg,11,1,1000,20,01.01.1960,1379,27,31.12.1978,31.12.1978
1078,11115,10152,BE,869,Kaufdorf,Kaufdorf,11,1,1000,20,01.01.1960,1380,27,31.12.1978,31.12.1978
1079,11116,10152,BE,870,Kehrsatz,Kehrsatz,11,1,1000,20,01.01.1960,1381,27,31.12.1978,31.12.1978
1080,11117,10154,BE,843,Saanen,Saanen,11,1,1000,20,01.01.1960,1367,27,31.12.1978,31.12.1978
1081,11118,10136,BE,979,Herzogenbuchsee,Herzogenbuchsee,11,1,1000,20,01.01.1960,1453,27,31.12.1978,31.12.1978
1082,11119,10150,BE,922,Blumenstein,Blumenstein,11,1,1000,20,01.01.1960,1409,27,31.12.1978,31.12.1978
1083,11120,10149,BE,957,Sumiswald,Sumiswald,11,1,1000,20,01.01.1960,1441,27,31.12.1978,31.12.1978
1084,11121,10149,BE,958,Trachselwald,Trachselwald,11,1,1000,20,01.01.1960,1442,27,31.12.1978,31.12.1978
1085,11122,10149,BE,959,Walterswil (BE),Walterswil (BE),11,1,1000,20,01.01.1960,1443,27,31.12.1978,31.12.1978
1086,11123,10149,BE,960,Wyssachen,Wyssachen,11,1,1000,20,01.01.1960,1444,27,31.12.1978,31.12.1978
1087,11124,10136,BE,971,Attiswil,Attiswil,11,1,1000,20,01.01.1960,1445,27,31.12.1978,31.12.1978
1088,11125,10136,BE,972,Berken,Berken,11,1,1000,20,01.01.1960,1446,27,31.12.1978,31.12.1978
1089,11126,10136,BE,973,Bettenhausen,Bettenhausen,11,1,1000,20,01.01.1960,1447,27,31.12.1978,31.12.1978
1090,11127,10136,BE,974,Bollodingen,Bollodingen,11,1,1000,20,01.01.1960,1448,27,31.12.1978,31.12.1978
1091,11128,10136,BE,975,Farnern,Farnern,11,1,1000,20,01.01.1960,1449,27,31.12.1978,31.12.1978
1092,11129,10136,BE,976,Graben,Graben,11,1,1000,20,01.01.1960,1450,27,31.12.1978,31.12.1978
1093,11130,10149,BE,955,Lützelflüh,Lützelflüh,11,1,1000,20,01.01.1960,1439,27,31.12.1978,31.12.1978
1094,11131,10136,BE,978,Hermiswil,Hermiswil,11,1,1000,20,01.01.1960,1452,27,31.12.1978,31.12.1978
1095,11132,10149,BE,954,Huttwil,Huttwil,11,1,1000,20,01.01.1960,1438,27,31.12.1978,31.12.1978
1096,11133,10136,BE,980,Inkwil,Inkwil,11,1,1000,20,01.01.1960,1454,27,31.12.1978,31.12.1978
